phone_id,msisdn,operator,circle,subscriber_person_id,subscriber_name_on_record,kyc_status,activation_date,deactivation_date,is_burner,imsi
PH000691,8597280927,BSNL,Bihar,P000250,Tapan Dutta,FORGED_KYC,2026-03-31,2026-06-29,1,404046408798173
PH000692,7445216420,Jio,Bihar,P000250,Ranjan Sen,BULK_ISSUED,2023-11-21,,1,404029548521121
PH000693,9492559334,MTNL,Karnataka,P000251,Javed Chaudhary,VERIFIED,2021-01-09,,0,404086954680022
PH000694,8253175959,BSNL,Karnataka,P000251,Javed Chaudhary,VERIFIED,2022-12-21,,0,404027423341283
PH000695,7775269685,BSNL,Karnataka,P000251,Javed Chaudhary,VERIFIED,2025-02-21,,0,404053916913946
PH000696,8261639848,Jio,Karnataka,P000251,Javed Chaudhary,VERIFIED,2020-08-21,,0,404017225125748
PH000697,7923352156,Jio,Jharkhand,P000252,Anil Yadav,VERIFIED,2024-03-26,,0,404023247468792
PH000698,7135979780,MTNL,Jharkhand,P000252,ADDRESS INCOMPLETE,UNVERIFIED,2021-12-05,2022-08-16,1,404017867939369
PH000699,9572020352,Jio,Jharkhand,P000252,ADDRESS INCOMPLETE,FORGED_KYC,2026-05-27,,1,404014681389331
PH000700,9034315329,Airtel,Jharkhand,P000253,Ibrahim Shaikh,VERIFIED,2023-11-29,,0,404014939282235
PH000701,9272624719,Airtel,Jharkhand,P000253,Ibrahim Shaikh,VERIFIED,2020-09-19,,0,404091652773087
PH000702,7980025406,Vi,Jharkhand,P000253,Ibrahim Shaikh,VERIFIED,2018-02-11,,0,404067651727753
PH000703,8064414930,Jio,Jharkhand,P000253,ADDRESS INCOMPLETE,FORGED_KYC,2019-06-24,2020-07-19,1,404038240309228
PH000704,7609066958,Jio,Jharkhand,P000253,ADDRESS INCOMPLETE,UNVERIFIED,2022-05-01,2022-12-19,1,404006644651571
PH000705,8530239484,BSNL,Karnataka,P000254,Wasim Sheikh,VERIFIED,2022-12-01,,0,404071467339092
PH000706,7627403169,Vi,Karnataka,P000254,Wasim Sheikh,VERIFIED,2018-06-12,,0,404074341881576
PH000707,8370710601,Jio,Haryana,P000255,Lekhraj Dixit,VERIFIED,2020-10-07,,0,404030322323543
PH000708,9256026741,Airtel,Haryana,P000255,NOT AVAILABLE,FORGED_KYC,2020-11-28,,1,404082459622397
PH000709,8860996079,Airtel,Haryana,P000255,Lekhraj Dixit,VERIFIED,2024-01-11,,0,404091051507108
PH000710,8885153209,Airtel,Haryana,P000255,ADDRESS INCOMPLETE,UNVERIFIED,2022-02-26,,1,404034249501528
PH000711,7357799324,BSNL,Haryana,P000255,NOT AVAILABLE,BULK_ISSUED,2022-09-04,2023-04-16,1,404049289638999
PH000712,8930054764,Airtel,Haryana,P000255,NOT AVAILABLE,UNVERIFIED,2020-01-27,2021-02-14,1,404028281832551
PH000713,9832528744,Jio,West Bengal,P000256,Mahesh Verma,VERIFIED,2018-11-24,,0,404029133227603
PH000714,9965806438,Vi,West Bengal,P000256,Satish Nagar,FORGED_KYC,2019-05-20,,1,404099866318058
PH000715,8290463507,BSNL,West Bengal,P000256,Mahesh Verma,VERIFIED,2018-02-04,,0,404031885937753
PH000716,8345808106,Airtel,Uttar Pradesh,P000257,Sarfaraz Zaidi,VERIFIED,2025-07-01,,0,404055197263445
PH000717,7458459722,Jio,Uttar Pradesh,P000257,Yusuf Ansari,BULK_ISSUED,2024-03-09,2025-01-03,1,404016002684967
PH000718,8876377555,BSNL,Uttar Pradesh,P000257,ADDRESS INCOMPLETE,FORGED_KYC,2026-04-24,2026-07-15,1,404019366711625
PH000719,9960557047,MTNL,Jharkhand,P000258,Subhas Roy,VERIFIED,2018-02-20,,0,404071237287357
PH000720,7496539990,MTNL,Jharkhand,P000258,Subhas Roy,VERIFIED,2022-01-05,,0,404054717741686
PH000721,8215160080,Vi,Jharkhand,P000258,Subhas Roy,VERIFIED,2023-11-23,,0,404043583510067
PH000722,7034530073,Vi,Jharkhand,P000258,Subhas Roy,VERIFIED,2023-01-03,,0,404015274212813
PH000723,7118087537,Vi,Jharkhand,P000258,ADDRESS INCOMPLETE,UNVERIFIED,2021-04-27,,1,404000267458618
PH000724,9672970345,Jio,Haryana,P000259,Rizwan Baig,VERIFIED,2018-09-26,,0,404058820244694
PH000725,9874225779,MTNL,Haryana,P000259,Rizwan Baig,VERIFIED,2024-11-17,,0,404030421453823
PH000726,7686822672,Airtel,Haryana,P000259,Rafiq Idrisi,FORGED_KYC,2026-01-22,,1,404094361475629
PH000727,7618444690,Vi,Haryana,P000259,Arif Chaudhary,UNVERIFIED,2020-10-09,,1,404063471688017
PH000728,8254065002,Airtel,Haryana,P000259,ADDRESS INCOMPLETE,UNVERIFIED,2024-02-11,,1,404014077142105
PH000729,9249799229,Jio,Haryana,P000259,Abdul Baig,UNVERIFIED,2018-12-18,2019-05-01,1,404078585991928
PH000730,9322165981,Jio,Uttar Pradesh,P000260,Gautam Adhikari,VERIFIED,2025-02-14,,0,404057913678953
PH000731,9808989408,Jio,West Bengal,P000261,Sunil Shukla,VERIFIED,2018-04-11,,0,404067233693510
PH000732,7935679415,Vi,West Bengal,P000261,ADDRESS INCOMPLETE,UNVERIFIED,2018-09-15,,1,404061745563780
PH000733,7063409612,MTNL,West Bengal,P000261,NOT AVAILABLE,FORGED_KYC,2019-02-03,2019-02-22,1,404036181579776
PH000734,9152249949,MTNL,Karnataka,P000262,Ibrahim Ansari,VERIFIED,2023-05-24,,0,404097639160076
PH000735,8305999321,MTNL,West Bengal,P000263,Palash Sen,VERIFIED,2021-10-23,,0,404074656382569
PH000736,8629967282,Vi,Karnataka,P000264,Girdhari Prajapati,VERIFIED,2021-10-20,,0,404019786804288
PH000737,8886724195,Vi,Karnataka,P000264,Girdhari Prajapati,VERIFIED,2019-10-25,,0,404015717626967
PH000738,8565551465,MTNL,Karnataka,P000264,Girdhari Prajapati,VERIFIED,2024-05-08,,0,404098314309953
PH000739,8130586548,Airtel,Karnataka,P000264,ADDRESS INCOMPLETE,BULK_ISSUED,2020-08-28,,1,404006719174251
PH000740,9063456450,Vi,Delhi,P000265,Mushtaq Siddiqui,VERIFIED,2019-09-06,,0,404007942592202
PH000741,9664359325,BSNL,Delhi,P000265,Salim Chaudhary,BULK_ISSUED,2025-03-18,2025-11-29,1,404070157744166
PH000742,8135253709,Vi,Uttar Pradesh,P000266,Nepal Adhikari,VERIFIED,2024-06-06,,0,404020659995440
PH000743,9082154963,Jio,Uttar Pradesh,P000266,ADDRESS INCOMPLETE,BULK_ISSUED,2024-07-26,2024-10-28,1,404077251883389
PH000744,7798649354,Vi,Uttar Pradesh,P000266,ADDRESS INCOMPLETE,UNVERIFIED,2024-07-29,2025-02-27,1,404007554538822
PH000745,7586324948,BSNL,Uttar Pradesh,P000267,Sanjib Dutta,VERIFIED,2019-02-06,,0,404083600298455
PH000746,9017270189,Jio,Uttar Pradesh,P000267,ADDRESS INCOMPLETE,UNVERIFIED,2023-08-27,,1,404021728360696
PH000747,8849317332,Airtel,Uttar Pradesh,P000267,Sukumar Mistry,UNVERIFIED,2023-09-01,2024-05-25,1,404080727435856
PH000748,8823239874,Vi,Karnataka,P000268,Deepak Sengar,VERIFIED,2020-06-04,,0,404051227607866
PH000749,7407077135,MTNL,Karnataka,P000268,ADDRESS INCOMPLETE,FORGED_KYC,2025-10-30,2026-10-22,1,404031289985118
PH000750,9663028665,Airtel,Delhi,P000269,Sajid Farooqui,VERIFIED,2025-09-04,,0,404058189857917
PH000751,7347669648,Vi,Jharkhand,P000270,Bhupendra Awasthi,VERIFIED,2019-08-31,,0,404061591014529
PH000752,7879166591,Vi,Haryana,P000271,Ranjan Gayen,VERIFIED,2026-01-24,,0,404044503231248
PH000753,7827425891,Vi,Haryana,P000271,Ranjan Gayen,VERIFIED,2024-05-08,,0,404096545827372
PH000754,7824185048,MTNL,Haryana,P000271,NOT AVAILABLE,FORGED_KYC,2023-09-11,,1,404067087624082
PH000755,7109273385,Airtel,Haryana,P000271,Ranjan Gayen,VERIFIED,2020-06-02,,0,404089257026721
PH000756,7762885701,Vi,Uttar Pradesh,P000272,Abdul Saifi,VERIFIED,2019-01-26,,0,404089671965263
PH000757,8980327399,BSNL,Uttar Pradesh,P000272,Wasim Shaikh,BULK_ISSUED,2025-07-10,,1,404009137412839
PH000758,8535082204,BSNL,Uttar Pradesh,P000272,Mushtaq Alam,FORGED_KYC,2022-12-16,,1,404092490748824
PH000759,8420719014,BSNL,Uttar Pradesh,P000272,ADDRESS INCOMPLETE,FORGED_KYC,2020-05-23,2021-01-07,1,404072208958090
PH000760,8945763433,MTNL,Karnataka,P000273,Sukumar Chakraborty,VERIFIED,2024-08-06,,0,404097123630619
PH000761,8406198780,Jio,Karnataka,P000273,Sukumar Chakraborty,VERIFIED,2026-01-08,,0,404087166993410
PH000762,7493300232,MTNL,Bihar,P000274,Anwar Sheikh,VERIFIED,2022-09-11,,0,404052124006224
PH000763,7106498824,BSNL,Bihar,P000274,Anwar Sheikh,VERIFIED,2026-04-29,,0,404069029027699
PH000764,8124205267,Airtel,Jharkhand,P000275,Arif Shaikh,VERIFIED,2019-08-17,,0,404088907613187
PH000765,7022026788,BSNL,Jharkhand,P000275,Faizan Malik,FORGED_KYC,2025-06-12,2025-07-18,1,404070570273038
PH000766,9103901108,Jio,Jharkhand,P000275,Arif Shaikh,VERIFIED,2018-08-29,,0,404009282103887
PH000767,9950805423,Airtel,Bihar,P000276,Sunil Rajput,VERIFIED,2019-03-24,,0,404057415181342
PH000768,9147399053,BSNL,Bihar,P000276,Sunil Rajput,VERIFIED,2019-04-06,,0,404099915572876
PH000769,7362826136,Airtel,Bihar,P000276,Sunil Rajput,VERIFIED,2019-02-12,,0,404043419173959
PH000770,7971057870,Airtel,Uttar Pradesh,P000277,Rupa Naskar,VERIFIED,2025-09-13,,0,404071311942710
PH000771,8332879881,Vi,Uttar Pradesh,P000277,ADDRESS INCOMPLETE,BULK_ISSUED,2022-04-28,,1,404056069559915
PH000772,8009016153,BSNL,Uttar Pradesh,P000277,Rupa Naskar,VERIFIED,2020-01-09,,0,404044316230030
PH000773,7182350968,MTNL,Uttar Pradesh,P000277,Rupa Naskar,VERIFIED,2025-04-13,,0,404088311496386
PH000774,7242720513,MTNL,West Bengal,P000278,Ramesh Shukla,VERIFIED,2025-10-15,,0,404054149161112
PH000775,8223268625,Jio,West Bengal,P000278,NOT AVAILABLE,FORGED_KYC,2022-08-13,,1,404076905559084
PH000776,8943074982,Jio,West Bengal,P000278,NOT AVAILABLE,BULK_ISSUED,2018-03-03,2018-10-13,1,404068127888901
PH000777,9569229625,MTNL,Bihar,P000279,Bhupendra Awasthi,VERIFIED,2021-04-20,,0,404047072176999
PH000778,9713921170,Vi,Delhi,P000280,Ashim Sardar,VERIFIED,2018-10-21,,0,404094669614797
PH000779,8613352954,Jio,Delhi,P000280,ADDRESS INCOMPLETE,UNVERIFIED,2023-09-20,2024-02-18,1,404053042143166
PH000780,9994036402,MTNL,Delhi,P000280,Ashim Sardar,VERIFIED,2024-08-28,,0,404081687833262
PH000781,8529155152,Jio,Delhi,P000280,Gopal Sen,UNVERIFIED,2025-07-10,2025-12-08,1,404023081726076
PH000782,8448015597,Airtel,Jharkhand,P000281,Subhas Adhikari,VERIFIED,2019-08-20,,0,404005652271926
PH000783,8408338880,BSNL,Jharkhand,P000281,Gopal Adhikari,FORGED_KYC,2022-03-04,2022-10-03,1,404082878991723
PH000784,8715136992,MTNL,Jharkhand,P000281,Subhas Adhikari,VERIFIED,2020-01-16,,0,404071002397704
PH000785,8886830177,BSNL,Jharkhand,P000282,Farida Rahman,VERIFIED,2018-12-06,,0,404026094927453
PH000786,8726069280,Vi,Jharkhand,P000282,ADDRESS INCOMPLETE,BULK_ISSUED,2025-03-30,,1,404058830335003
PH000787,8003847106,MTNL,Jharkhand,P000282,NOT AVAILABLE,FORGED_KYC,2018-05-19,2018-11-10,1,404017367231010
PH000788,9113012073,Jio,Jharkhand,P000282,Farida Rahman,VERIFIED,2024-06-22,,0,404081634811050
PH000789,7369580068,Vi,Karnataka,P000283,Shakeel Sheikh,VERIFIED,2022-06-25,,0,404011602012212
PH000790,7438748489,Airtel,Karnataka,P000283,Shakeel Sheikh,VERIFIED,2021-06-15,,0,404069802250913
PH000791,8713742141,Vi,Karnataka,P000283,Shakeel Sheikh,VERIFIED,2023-03-29,,0,404070995210460
PH000792,8366867348,Jio,West Bengal,P000284,Deepak Baghel,VERIFIED,2023-10-10,,0,404053912219043
PH000793,8069043644,Vi,West Bengal,P000284,Deepak Baghel,VERIFIED,2022-06-30,,0,404069442110670
PH000794,9703261518,BSNL,West Bengal,P000284,Deepak Baghel,VERIFIED,2022-01-14,,0,404010404464638
PH000795,7114497905,BSNL,West Bengal,P000284,Deepak Baghel,VERIFIED,2019-08-01,,0,404035805416318
PH000796,8867025891,Airtel,Delhi,P000285,Vijay Dixit,VERIFIED,2023-04-04,,0,404071773268578
PH000797,8712196573,Vi,Delhi,P000286,Gautam Mondal,VERIFIED,2019-10-19,,0,404015496066076
PH000798,8283485497,Vi,Delhi,P000286,NOT AVAILABLE,BULK_ISSUED,2019-08-26,2020-09-21,1,404080058326973
PH000799,9698210959,Airtel,Delhi,P000286,Sujoy Gayen,BULK_ISSUED,2020-08-07,2021-04-03,1,404032859683451
PH000800,9665151382,Airtel,Delhi,P000286,Gautam Mondal,VERIFIED,2018-11-13,,0,404026293658834
PH000801,7125904754,BSNL,Bihar,P000287,Mahesh Maurya,VERIFIED,2019-01-02,,0,404069171359518
PH000802,8528471271,MTNL,Bihar,P000287,Mahesh Maurya,VERIFIED,2024-07-05,,0,404092724198783
PH000803,8064060564,Airtel,Jharkhand,P000288,Gautam Ghosh,VERIFIED,2022-02-17,,0,404029008895091
PH000804,9463622982,Airtel,Jharkhand,P000288,Gautam Ghosh,VERIFIED,2023-08-06,,0,404050538653123
PH000805,8841844462,Jio,Jharkhand,P000288,NOT AVAILABLE,UNVERIFIED,2025-10-05,,1,404079727313921
PH000806,8865598769,Vi,West Bengal,P000289,Netrapal Dixit,VERIFIED,2026-05-19,,0,404013008710623
PH000807,7618244649,Vi,West Bengal,P000289,Netrapal Dixit,VERIFIED,2019-03-25,,0,404066566020762
PH000808,8020430160,Vi,Kerala,P000290,Alpesh Shah,VERIFIED,2019-07-27,,0,404026375997298
PH000809,8076050575,MTNL,Kerala,P000290,Alpesh Shah,VERIFIED,2022-01-24,,0,404097539291881
PH000810,8129189358,Jio,Kerala,P000290,Ketan Prajapati,FORGED_KYC,2021-02-22,2022-03-15,1,404076820542602
PH000811,9484962743,BSNL,Kerala,P000290,ADDRESS INCOMPLETE,UNVERIFIED,2025-12-02,2026-04-12,1,404007013422355
PH000812,9918893457,BSNL,West Bengal,P000291,Manoj Menon,VERIFIED,2022-02-01,,0,404049478979269
PH000813,9146663266,Airtel,West Bengal,P000291,ADDRESS INCOMPLETE,UNVERIFIED,2025-04-24,2026-04-29,1,404087682458485
PH000814,8080312013,Airtel,Telangana,P000292,Wasim Mansuri,VERIFIED,2025-09-02,,0,404079685596521
PH000815,7028105939,Jio,Telangana,P000292,Shahnawaz Alam,UNVERIFIED,2023-07-01,,1,404041670214929
PH000816,8425021098,Vi,Telangana,P000292,Faizan Mirza,BULK_ISSUED,2020-02-10,2020-10-18,1,404060843829135
PH000817,9031591051,MTNL,Telangana,P000293,Har Prasad Sharma,VERIFIED,2020-05-23,,0,404050797228108
PH000818,9889850003,MTNL,Telangana,P000293,Har Prasad Sharma,VERIFIED,2023-08-30,,0,404089113203609
PH000819,9504997805,Vi,Maharashtra,P000294,Sarfaraz Pathan,VERIFIED,2023-06-13,,0,404001443011167
PH000820,8035354236,Vi,Maharashtra,P000294,NOT AVAILABLE,UNVERIFIED,2019-03-07,2019-11-19,1,404058491282642
PH000821,7027679918,Airtel,Gujarat,P000295,Imran Saifi,VERIFIED,2020-09-30,,0,404044042832420
PH000822,7497967642,BSNL,Gujarat,P000295,ADDRESS INCOMPLETE,FORGED_KYC,2018-12-01,2019-05-15,1,404013256212741
PH000823,8051629772,MTNL,Gujarat,P000295,Imran Saifi,VERIFIED,2021-06-26,,0,404016169349617
PH000824,8620795207,Vi,Gujarat,P000295,NOT AVAILABLE,BULK_ISSUED,2024-02-21,,1,404064837153037
PH000825,8198934432,MTNL,Telangana,P000296,Salim Baig,VERIFIED,2023-07-18,,0,404001940945177
PH000826,9448949505,Airtel,Telangana,P000296,Salim Baig,VERIFIED,2023-06-28,,0,404062360768263
PH000827,9659646521,Vi,Telangana,P000296,Salim Baig,VERIFIED,2018-03-18,,0,404072489566546
PH000828,8593070046,BSNL,Telangana,P000296,Salim Baig,VERIFIED,2023-09-20,,0,404060522612471
PH000829,7291684959,MTNL,Delhi,P000297,Divyesh Patel,VERIFIED,2019-06-19,,0,404026349459053
PH000830,8890495114,Jio,Delhi,P000297,Jayesh Desai,BULK_ISSUED,2025-03-18,,1,404098726905947
PH000831,8269598183,BSNL,Delhi,P000297,ADDRESS INCOMPLETE,UNVERIFIED,2024-08-21,2025-08-25,1,404073125497075
PH000832,9648188264,MTNL,Delhi,P000298,Baiju Marar,VERIFIED,2023-09-14,,0,404009412547246
PH000833,7909430894,Airtel,Delhi,P000298,NOT AVAILABLE,BULK_ISSUED,2020-03-18,2021-04-10,1,404047054719961
PH000834,9606957071,Airtel,Delhi,P000298,Baiju Marar,VERIFIED,2025-08-19,,0,404008028785272
PH000835,9918517530,MTNL,Telangana,P000299,Vinayakan Joseph,VERIFIED,2023-09-26,,0,404072048681820
PH000836,7884171932,Airtel,West Bengal,P000300,Haroon Idrisi,VERIFIED,2021-12-06,,0,404057177918506
PH000837,8363056259,BSNL,Kerala,P000301,Jayan Joseph,VERIFIED,2020-05-14,,0,404022370914428
PH000838,9160496091,Airtel,Kerala,P000301,Jayan Joseph,VERIFIED,2024-01-27,,0,404030772629287
PH000839,9428248580,Airtel,Kerala,P000301,Jayan Joseph,VERIFIED,2022-01-06,,0,404057699858939
PH000840,7917288551,MTNL,Kerala,P000301,Sreenivasan Joseph,BULK_ISSUED,2019-02-24,2019-10-20,1,404045345238521
PH000841,7637971302,BSNL,Tamil Nadu,P000302,Biju Thomas,VERIFIED,2020-06-08,,0,404015133269018
PH000842,8227420860,Jio,Tamil Nadu,P000302,Biju Thomas,VERIFIED,2022-09-18,,0,404021912416447
PH000843,7723174848,BSNL,Tamil Nadu,P000302,NOT AVAILABLE,FORGED_KYC,2023-11-03,2024-09-20,1,404003147548806
PH000844,7783669471,MTNL,Tamil Nadu,P000302,Biju Thomas,VERIFIED,2023-04-14,,0,404034499856472
PH000845,7473459986,Vi,West Bengal,P000303,Balbir Yadav,VERIFIED,2022-02-13,,0,404098989208582
PH000846,9136615928,Airtel,Gujarat,P000304,Afsana Malik,VERIFIED,2019-07-21,,0,404024963825697
PH000847,8054133081,Vi,Gujarat,P000304,Afsana Malik,VERIFIED,2018-11-18,,0,404011300105899
PH000848,9324941561,Airtel,Gujarat,P000304,NOT AVAILABLE,UNVERIFIED,2020-11-04,2021-10-12,1,404039073875656
PH000849,7229490401,Airtel,Gujarat,P000304,Afsana Malik,VERIFIED,2024-04-30,,0,404072419750288
PH000850,7998562757,BSNL,Gujarat,P000304,ADDRESS INCOMPLETE,FORGED_KYC,2020-09-26,2021-04-07,1,404021867337265
PH000851,9573703885,BSNL,Gujarat,P000305,Manoj Chauhan,VERIFIED,2021-11-23,,0,404072603336063
PH000852,9567023175,Jio,Gujarat,P000305,Manoj Chauhan,VERIFIED,2024-08-24,,0,404081053521622
PH000853,8173169562,MTNL,Kerala,P000306,Nadeem Idrisi,VERIFIED,2025-01-13,,0,404059169158209
PH000854,8458082733,BSNL,Kerala,P000306,Nadeem Idrisi,VERIFIED,2020-08-22,,0,404079979315893
PH000855,8087325744,Airtel,Kerala,P000306,NOT AVAILABLE,BULK_ISSUED,2025-03-14,2025-12-20,1,404023414293991
PH000856,8321137596,Vi,Kerala,P000306,Nadeem Idrisi,VERIFIED,2026-03-10,,0,404088720679723
PH000857,7113303422,MTNL,Tamil Nadu,P000307,Ibrahim Idrisi,VERIFIED,2024-05-22,,0,404099518243256
PH000858,7964556990,Airtel,Tamil Nadu,P000307,Ibrahim Idrisi,VERIFIED,2021-03-14,,0,404036545315743
PH000859,9032733299,MTNL,Tamil Nadu,P000307,Ibrahim Idrisi,VERIFIED,2022-02-26,,0,404060432061121
PH000860,9375595839,MTNL,West Bengal,P000308,Netrapal Singh,VERIFIED,2018-10-29,,0,404021570956462
PH000861,8655443644,MTNL,West Bengal,P000308,NOT AVAILABLE,UNVERIFIED,2022-07-09,2022-07-25,1,404090887688384
PH000862,8462894806,Airtel,West Bengal,P000308,ADDRESS INCOMPLETE,BULK_ISSUED,2024-07-07,,1,404018626477880
PH000863,9201190804,BSNL,Tamil Nadu,P000309,Jignesh Thakor,VERIFIED,2022-02-28,,0,404094905158488
PH000864,9820272581,Jio,Tamil Nadu,P000309,Jignesh Thakor,VERIFIED,2023-09-06,,0,404041689506573
PH000865,8874286677,Jio,Tamil Nadu,P000309,Divyesh Shah,FORGED_KYC,2024-01-13,2024-04-07,1,404036828780897
PH000866,9905291775,Jio,Tamil Nadu,P000309,Jignesh Thakor,VERIFIED,2021-06-20,,0,404086392776984
PH000867,8173009746,Vi,Maharashtra,P000310,Anwar Alam,VERIFIED,2018-12-02,,0,404024834831145
PH000868,9356924013,MTNL,Maharashtra,P000310,ADDRESS INCOMPLETE,BULK_ISSUED,2021-07-15,2022-05-30,1,404064684808522
PH000869,9832362982,Vi,Maharashtra,P000310,NOT AVAILABLE,BULK_ISSUED,2023-10-07,,1,404051140684000
PH000870,7976400381,BSNL,Gujarat,P000311,Naresh Nagar,VERIFIED,2018-12-14,,0,404006032612443
PH000871,7619799123,Jio,Gujarat,P000312,Anoop Kurup,VERIFIED,2020-09-21,,0,404065533517496
PH000872,8371947143,MTNL,Gujarat,P000312,Anoop Kurup,VERIFIED,2024-01-29,,0,404051617240539
PH000873,9236143456,Vi,Gujarat,P000312,Baiju Achari,BULK_ISSUED,2025-02-22,2025-07-03,1,404015395730334
PH000874,7863481869,Vi,Delhi,P000313,Sanjay Rathore,VERIFIED,2018-01-27,,0,404059616891490
PH000875,7849009154,Airtel,Gujarat,P000314,Praveen Kurup,VERIFIED,2023-08-27,,0,404021843230748
PH000876,9501074902,Vi,Gujarat,P000314,Praveen Kurup,VERIFIED,2021-12-10,,0,404073597280466
PH000877,7364998742,BSNL,Gujarat,P000314,ADDRESS INCOMPLETE,BULK_ISSUED,2021-04-23,2021-11-06,1,404097239858798
PH000878,7877492050,Airtel,Telangana,P000315,Paresh Vaghela,VERIFIED,2026-04-23,,0,404018273692191
PH000879,8410866947,MTNL,Telangana,P000315,Paresh Vaghela,VERIFIED,2023-05-18,,0,404038028392781
PH000880,8390300451,Airtel,Telangana,P000315,ADDRESS INCOMPLETE,BULK_ISSUED,2021-12-26,2022-09-30,1,404091671613701
PH000881,9273552784,Vi,Telangana,P000315,Paresh Vaghela,VERIFIED,2019-05-14,,0,404012710538834
PH000882,8424834306,BSNL,West Bengal,P000316,Jitendra Solanki,VERIFIED,2024-10-23,,0,404041671239889
PH000883,8687899724,Airtel,West Bengal,P000316,NOT AVAILABLE,BULK_ISSUED,2024-10-06,2025-05-08,1,404036752356371
PH000884,9973356130,MTNL,West Bengal,P000316,Jitendra Solanki,VERIFIED,2023-09-26,,0,404052471953530
PH000885,9942823766,Airtel,Delhi,P000317,Nishad Panicker,VERIFIED,2025-09-07,,0,404078831306671
PH000886,9833836454,MTNL,Delhi,P000317,Shibu Kartha,BULK_ISSUED,2023-06-23,2023-11-13,1,404095481661498
PH000887,9329682924,Vi,Delhi,P000317,Nishad Panicker,VERIFIED,2019-02-01,,0,404090947215563
PH000888,8188858212,Vi,Delhi,P000317,Nishad Panicker,VERIFIED,2025-10-25,,0,404002381404909
PH000889,9559886000,Jio,Maharashtra,P000318,Sarfaraz Shaikh,VERIFIED,2019-10-16,,0,404004683524150
PH000890,7635701916,Vi,Maharashtra,P000318,Abdul Farooqui,BULK_ISSUED,2025-10-28,,1,404080651527012
PH000891,9024043842,MTNL,Kerala,P000319,Sarfaraz Baig,VERIFIED,2021-05-02,,0,404083351158270
PH000892,8128592344,BSNL,Kerala,P000319,Sarfaraz Baig,VERIFIED,2025-11-19,,0,404033211194701
PH000893,8231901076,Airtel,Kerala,P000319,ADDRESS INCOMPLETE,UNVERIFIED,2019-08-30,2020-07-01,1,404056712301674
PH000894,9420663267,Airtel,Kerala,P000319,Sarfaraz Baig,VERIFIED,2018-05-18,,0,404095894832864
PH000895,8594632951,Vi,West Bengal,P000320,Anoop Mathew,VERIFIED,2023-05-24,,0,404067470237561
PH000896,9662416749,BSNL,West Bengal,P000320,ADDRESS INCOMPLETE,FORGED_KYC,2020-10-22,2021-10-04,1,404096048318211
PH000897,7387996344,Jio,West Bengal,P000320,ADDRESS INCOMPLETE,BULK_ISSUED,2023-10-25,,1,404082479222978
PH000898,7866376828,BSNL,Telangana,P000321,Vipul Chauhan,VERIFIED,2022-08-02,,0,404042594373591
PH000899,9449947662,BSNL,Telangana,P000321,NOT AVAILABLE,FORGED_KYC,2021-12-03,,1,404048863592216
PH000900,8136143269,MTNL,Telangana,P000321,Vipul Chauhan,VERIFIED,2020-07-19,,0,404053768824091
PH000901,9729547034,MTNL,Telangana,P000321,Vipul Chauhan,VERIFIED,2025-01-12,,0,404099319264992
PH000902,7565993878,MTNL,Telangana,P000322,Mushtaq Idrisi,VERIFIED,2021-11-28,,0,404085882818896
PH000903,8650814635,MTNL,Telangana,P000322,Mushtaq Idrisi,VERIFIED,2019-09-07,,0,404008057916339
PH000904,8611862438,Jio,Telangana,P000322,Mushtaq Idrisi,VERIFIED,2024-02-17,,0,404011803865030
PH000905,8057518423,MTNL,Telangana,P000322,Mushtaq Idrisi,VERIFIED,2022-04-02,,0,404014900666322
PH000906,9675529327,BSNL,Maharashtra,P000323,Wasim Sheikh,VERIFIED,2022-05-23,,0,404073302293084
PH000907,7216088621,BSNL,Maharashtra,P000323,Wasim Sheikh,VERIFIED,2026-06-17,,0,404049420278183
PH000908,9076423369,Airtel,Maharashtra,P000324,Nilesh Parmar,VERIFIED,2023-11-16,,0,404090914720080
PH000909,7510567338,Jio,Maharashtra,P000324,NOT AVAILABLE,FORGED_KYC,2023-02-10,,1,404056705534353
PH000910,9345574044,MTNL,Maharashtra,P000324,NOT AVAILABLE,FORGED_KYC,2019-07-25,2019-12-11,1,404010837908798
PH000911,8617322657,Jio,Telangana,P000325,Chirag Dave,VERIFIED,2022-06-13,,0,404014187347778
PH000912,7762017111,Vi,Telangana,P000325,Kalpesh Vaghela,BULK_ISSUED,2024-07-04,2024-12-24,1,404081837260346
PH000913,8902367396,Airtel,Telangana,P000325,Chirag Dave,VERIFIED,2019-05-23,,0,404069969178700
PH000914,9627434184,Airtel,Gujarat,P000326,Jignesh Patel,VERIFIED,2019-12-13,,0,404043504814853
PH000915,7889021772,Jio,Kerala,P000327,Javed Chaudhary,VERIFIED,2021-04-17,,0,404074472276439
PH000916,9675198287,Jio,Kerala,P000327,ADDRESS INCOMPLETE,UNVERIFIED,2019-11-13,,1,404095938978726
PH000917,8266450707,Airtel,Telangana,P000328,Prakash Awasthi,VERIFIED,2018-09-08,,0,404018144210209
PH000918,8544361935,Airtel,Telangana,P000328,Prakash Awasthi,VERIFIED,2025-01-26,,0,404085824068588
PH000919,7742459125,Airtel,Kerala,P000329,Rambabu Yadav,VERIFIED,2026-06-20,,0,404068586433114
PH000920,9220770839,Vi,Kerala,P000329,Rambabu Yadav,VERIFIED,2024-10-10,,0,404040635160984
