account_id,account_number,ifsc,bank,branch_city,branch_state,holder_person_id,holder_org_id,holder_name,account_type,opened_date,status,is_mule_account,kyc_risk_rating
AC000493,37131194271,YBXX0003666,Yes Bank,Kanpur,Uttar Pradesh,P000277,,Rupa Naskar,OVERDRAFT,2023-06-16,ACTIVE,0,LOW
AC000494,954149161112,SBOI0842561,State Bank of India,Kolkata,West Bengal,P000278,,Ramesh Shukla,WALLET,2020-11-07,ACTIVE,0,LOW
AC000495,45769229625,IOBX0847072,Indian Overseas Bank,Gaya,Bihar,P000279,,Bhupendra Awasthi,SAVINGS,2017-02-22,DORMANT,0,MEDIUM
AC000496,90530443197406,PPBX0395907,Paytm Payments Bank,Gaya,Bihar,P000279,,Bhupendra Awasthi,WALLET,2026-04-03,DORMANT,0,MEDIUM
AC000497,397351090933,IBXX0186839,IndusInd Bank,Gaya,Bihar,P000279,,Bhupendra Awasthi,SAVINGS,2014-06-16,ACTIVE,0,LOW
AC000498,6639189009180732,KMBX0189514,Kotak Mahindra Bank,Gaya,Bihar,P000279,,Bhupendra Awasthi,CURRENT,2021-09-04,ACTIVE,0,LOW
AC000499,03640298168783,HBXX0326210,HDFC Bank,New Delhi,Delhi,P000280,,Ashim Sardar,SAVINGS,2025-08-05,ACTIVE,1,MEDIUM
AC000500,51521983623081,CBOI0726076,Central Bank of India,New Delhi,Delhi,P000280,,Ashim Sardar,SAVINGS,2019-01-18,ACTIVE,1,HIGH
AC000501,95209846347,APBX0774154,Airtel Payments Bank,Ranchi,Jharkhand,P000281,,Subhas Adhikari,CURRENT,2018-07-10,ACTIVE,0,LOW
AC000502,840115403359,CBOI0690070,Central Bank of India,Giridih,Jharkhand,P000282,,Farida Rahman,SAVINGS,2015-07-28,ACTIVE,1,MEDIUM
AC000503,2619584361273585,ABXX0824348,Axis Bank,Ballari,Karnataka,P000283,,Shakeel Sheikh,OVERDRAFT,2020-06-26,ACTIVE,0,HIGH
AC000504,2362391613502485,SBOI0525687,State Bank of India,Ballari,Karnataka,P000283,,Shakeel Sheikh,WALLET,2024-07-02,FROZEN,0,LOW
AC000505,698022509135,CBOI0781374,Central Bank of India,Murshidabad,West Bengal,P000284,,Deepak Baghel,SAVINGS,2019-06-21,FROZEN,0,LOW
AC000506,40620943410,IBXX0230130,ICICI Bank,New Delhi,Delhi,P000285,,Vijay Dixit,CURRENT,2024-07-22,FROZEN,0,LOW
AC000507,8496668673481539,BBXX0122190,Bandhan Bank,New Delhi,Delhi,P000285,,Vijay Dixit,SAVINGS,2018-07-02,ACTIVE,0,MEDIUM
AC000508,43644469442,BBXX0110670,Bandhan Bank,New Delhi,Delhi,P000285,,Vijay Dixit,SAVINGS,2013-10-19,ACTIVE,0,HIGH
AC000509,1518710404464638,CBXX0989228,Canara Bank,New Delhi,Delhi,P000285,,Vijay Dixit,SAVINGS,2013-11-30,CLOSED,0,HIGH
AC000510,73580541631892,KMBX0750069,Kotak Mahindra Bank,New Delhi,Delhi,P000285,,Vijay Dixit,CURRENT,2023-12-16,DORMANT,0,LOW
AC000511,52567678790541,IOBX0166911,Indian Overseas Bank,New Delhi,Delhi,P000286,,Gautam Mondal,OVERDRAFT,2022-08-01,ACTIVE,0,LOW
AC000512,9969697686990078,PPBX0281604,Paytm Payments Bank,New Delhi,Delhi,P000286,,Gautam Mondal,SAVINGS,2020-03-05,ACTIVE,1,MEDIUM
AC000513,0383410311155770,PPBX0183078,Paytm Payments Bank,New Delhi,Delhi,P000286,,Gautam Mondal,SAVINGS,2022-08-01,DORMANT,1,MEDIUM
AC000514,499605204882,BBXX0526791,Bandhan Bank,Patna,Bihar,P000287,,Mahesh Maurya,CURRENT,2020-09-06,FROZEN,0,MEDIUM
AC000515,750636229822,ASFB0505386,AU Small Finance Bank,Deoghar,Jharkhand,P000288,,Gautam Ghosh,SAVINGS,2014-08-16,ACTIVE,0,LOW
AC000516,20941844462042,YBXX0457972,Yes Bank,Deoghar,Jharkhand,P000288,,Gautam Ghosh,SAVINGS,2025-08-15,FROZEN,0,MEDIUM
AC000517,04534446227,IBXX0928172,IndusInd Bank,Siliguri,West Bengal,P000289,,Netrapal Dixit,SAVINGS,2019-11-13,ACTIVE,1,LOW
AC000518,57480048690,KVBX0802678,Karur Vysya Bank,Malappuram,Kerala,P000290,,Alpesh Shah,SAVINGS,2022-07-16,ACTIVE,0,LOW
AC000519,4978475228155156,APBX0249937,Airtel Payments Bank,Malappuram,Kerala,P000290,,Alpesh Shah,SAVINGS,2018-05-26,ACTIVE,0,MEDIUM
AC000520,07013422355044,FBXX0057106,Federal Bank,Siliguri,West Bengal,P000291,,Manoj Menon,SAVINGS,2025-08-16,ACTIVE,0,MEDIUM
AC000521,04125886049,IBXX0602250,ICICI Bank,Siliguri,West Bengal,P000291,,Manoj Menon,CURRENT,2013-02-20,DORMANT,0,LOW
AC000522,958031201327,IFBX0968559,IDFC First Bank,Hyderabad,Telangana,P000292,,Wasim Mansuri,CURRENT,2016-01-16,ACTIVE,1,LOW
AC000523,02810593903,BOBX0064167,Bank of Baroda,Hyderabad,Telangana,P000292,,Wasim Mansuri,CURRENT,2023-10-03,ACTIVE,1,MEDIUM
AC000524,78340107725,IBXX0021098,IndusInd Bank,Hyderabad,Telangana,P000292,,Wasim Mansuri,WALLET,2025-10-03,ACTIVE,0,LOW
AC000525,159105185079,IFBX0722810,IDFC First Bank,Hyderabad,Telangana,P000293,,Har Prasad Sharma,CURRENT,2017-03-31,ACTIVE,0,MEDIUM
AC000526,00038891132036,CBOI0096033,Central Bank of India,Hyderabad,Telangana,P000293,,Har Prasad Sharma,SAVINGS,2023-01-13,ACTIVE,0,LOW
AC000527,85961894658547,ABXX0398930,Axis Bank,Nagpur,Maharashtra,P000294,,Sarfaraz Pathan,SAVINGS,2019-12-03,ACTIVE,0,HIGH
AC000528,26333132562127,KVBX0414055,Karur Vysya Bank,Kutch,Gujarat,P000295,,Imran Saifi,SAVINGS,2022-03-09,DORMANT,0,MEDIUM
AC000529,916169349617,APBX0464878,Airtel Payments Bank,Kutch,Gujarat,P000295,,Imran Saifi,SAVINGS,2023-07-30,ACTIVE,0,MEDIUM
AC000530,96465215724895,SBOI0665464,State Bank of India,Warangal,Telangana,P000296,,Salim Baig,SAVINGS,2021-08-20,DORMANT,0,HIGH
AC000531,10108987269059,APBX0471373,Airtel Payments Bank,New Delhi,Delhi,P000297,,Divyesh Patel,SAVINGS,2020-08-13,DORMANT,1,MEDIUM
AC000532,83703947312,BBXX0549707,Bandhan Bank,New Delhi,Delhi,P000297,,Divyesh Patel,SAVINGS,2022-08-14,ACTIVE,1,MEDIUM
AC000533,30894366647054,IBXX0719961,IndusInd Bank,New Delhi,Delhi,P000298,,Baiju Marar,SAVINGS,2013-03-02,ACTIVE,0,MEDIUM
AC000534,0713080287852724,PNBX0406953,Punjab National Bank,New Delhi,Delhi,P000298,,Baiju Marar,OVERDRAFT,2022-11-13,DORMANT,0,LOW
AC000535,88221317236,BOBX0132800,Bank of Baroda,New Delhi,Delhi,P000298,,Baiju Marar,SAVINGS,2023-07-04,ACTIVE,0,LOW
AC000536,66955392181,KMBX0124648,Kotak Mahindra Bank,Warangal,Telangana,P000299,,Vinayakan Joseph,WALLET,2014-10-29,ACTIVE,0,LOW
AC000537,98703784457676,SBOI0314131,State Bank of India,Kolkata,West Bengal,P000300,,Haroon Idrisi,CURRENT,2023-10-30,DORMANT,0,MEDIUM
AC000538,370914428845,IFBX0831604,IDFC First Bank,Malappuram,Kerala,P000301,,Jayan Joseph,SAVINGS,2026-05-19,FROZEN,0,MEDIUM
AC000539,0356619739964176,FBXX0570779,Federal Bank,Chennai,Tamil Nadu,P000302,,Biju Thomas,SAVINGS,2020-04-24,ACTIVE,1,LOW
AC000540,6370216987091266,CBXX0717382,Canara Bank,Chennai,Tamil Nadu,P000302,,Biju Thomas,SAVINGS,2015-12-27,ACTIVE,1,LOW
AC000541,08781329911,IOBX0118279,Indian Overseas Bank,Murshidabad,West Bengal,P000303,,Balbir Yadav,SAVINGS,2021-09-12,ACTIVE,0,LOW
AC000542,99865989892085,CBOI0824550,Central Bank of India,Murshidabad,West Bengal,P000303,,Balbir Yadav,OVERDRAFT,2016-03-18,ACTIVE,1,LOW
AC000543,599857512253,UBOI0769848,Union Bank of India,Murshidabad,West Bengal,P000303,,Balbir Yadav,SAVINGS,2014-01-25,ACTIVE,1,LOW
AC000544,46639073875656,YBXX0191129,Yes Bank,Porbandar,Gujarat,P000304,,Afsana Malik,SAVINGS,2021-10-03,ACTIVE,0,MEDIUM
AC000545,2419750288733817,IBXX0454985,IndusInd Bank,Porbandar,Gujarat,P000304,,Afsana Malik,SAVINGS,2014-01-06,DORMANT,0,LOW
AC000546,218673372656,BOIX0837200,Bank of India,Porbandar,Gujarat,P000304,,Afsana Malik,SAVINGS,2023-03-10,ACTIVE,0,LOW
AC000547,336063599990,PPBX0670231,Paytm Payments Bank,Ahmedabad,Gujarat,P000305,,Manoj Chauhan,OVERDRAFT,2022-05-29,FROZEN,0,LOW
AC000548,3257443387234142,CBOI0939911,Central Bank of India,Thrissur,Kerala,P000306,,Nadeem Idrisi,SAVINGS,2022-02-21,ACTIVE,0,MEDIUM
AC000549,22899518243256,BOBX0509484,Bank of Baroda,Coimbatore,Tamil Nadu,P000307,,Ibrahim Idrisi,SAVINGS,2017-04-28,ACTIVE,1,MEDIUM
AC000550,624753666802,UBOI0894614,Union Bank of India,Siliguri,West Bengal,P000308,,Netrapal Singh,CURRENT,2016-06-18,ACTIVE,0,LOW
AC000551,7661772002319390,PNBX0200145,Punjab National Bank,Coimbatore,Tamil Nadu,P000309,,Jignesh Thakor,SAVINGS,2025-12-15,FROZEN,0,LOW
AC000552,90372247242,IBXX0430569,IndusInd Bank,Coimbatore,Tamil Nadu,P000309,,Jignesh Thakor,SAVINGS,2019-09-26,ACTIVE,0,MEDIUM
AC000553,7508639277698431,PNBX0124098,Punjab National Bank,Navi Mumbai,Maharashtra,P000310,,Anwar Alam,WALLET,2020-10-07,DORMANT,1,MEDIUM
AC000554,8248375160614035,BOIX0195730,Bank of India,Kutch,Gujarat,P000311,,Naresh Nagar,SAVINGS,2026-03-16,ACTIVE,0,LOW
AC000555,70194305847,IFBX0163441,IDFC First Bank,Vadodara,Gujarat,P000312,,Anoop Kurup,SAVINGS,2020-04-05,DORMANT,0,HIGH
AC000556,36012782709,HBXX0176024,HDFC Bank,Vadodara,Gujarat,P000312,,Anoop Kurup,SAVINGS,2016-07-16,ACTIVE,0,LOW
AC000557,9552991006291696,YBXX0708323,Yes Bank,Vadodara,Gujarat,P000312,,Anoop Kurup,SAVINGS,2022-07-20,ACTIVE,0,LOW
AC000558,00170476400381,IFBX0606032,IDFC First Bank,Vadodara,Gujarat,P000312,,Anoop Kurup,SAVINGS,2013-03-23,DORMANT,0,LOW
AC000559,68896827347072,CBXX0462599,Canara Bank,Vadodara,Gujarat,P000312,,Anoop Kurup,SAVINGS,2018-02-03,ACTIVE,0,MEDIUM
AC000560,2907095014275526,BBXX0354057,Bandhan Bank,New Delhi,Delhi,P000313,,Sanjay Rathore,CURRENT,2013-04-30,ACTIVE,0,MEDIUM
AC000561,88992120308,ASFB0273636,AU Small Finance Bank,Ahmedabad,Gujarat,P000314,,Praveen Kurup,SAVINGS,2014-11-19,ACTIVE,0,LOW
AC000562,20958227504465,ASFB0670162,AU Small Finance Bank,Ahmedabad,Gujarat,P000314,,Praveen Kurup,CURRENT,2021-08-30,DORMANT,0,HIGH
AC000563,84916584914416,APBX0860525,Airtel Payments Bank,Ahmedabad,Gujarat,P000314,,Praveen Kurup,CURRENT,2025-06-07,ACTIVE,0,MEDIUM
AC000564,03083892449009,APBX0154221,Airtel Payments Bank,Ahmedabad,Gujarat,P000314,,Praveen Kurup,WALLET,2025-09-30,FROZEN,0,LOW
AC000565,4874534010749025,ABXX0735972,Axis Bank,Ahmedabad,Gujarat,P000314,,Praveen Kurup,SAVINGS,2017-10-20,ACTIVE,0,HIGH
AC000566,56307592579,BBXX0776680,Bandhan Bank,Hyderabad,Telangana,P000315,,Paresh Vaghela,CURRENT,2022-09-08,FROZEN,1,MEDIUM
AC000567,37265125585,SBOI0799252,State Bank of India,Hyderabad,Telangana,P000315,,Paresh Vaghela,SAVINGS,2016-11-20,DORMANT,1,LOW
AC000568,1799388684878638,APBX0246987,Airtel Payments Bank,North 24 Parganas,West Bengal,P000316,,Jitendra Solanki,SAVINGS,2019-09-10,ACTIVE,0,LOW
AC000569,773152815904,IFBX0361291,IDFC First Bank,North 24 Parganas,West Bengal,P000316,,Jitendra Solanki,CURRENT,2014-07-26,ACTIVE,0,MEDIUM
AC000570,469297837012,UBOI0471010,Union Bank of India,New Delhi,Delhi,P000317,,Nishad Panicker,WALLET,2015-10-24,ACTIVE,0,MEDIUM
AC000571,979744527696,CBXX0624282,Canara Bank,New Delhi,Delhi,P000317,,Nishad Panicker,SAVINGS,2018-01-08,ACTIVE,0,LOW
AC000572,30667123786,CBOI0894338,Central Bank of India,New Delhi,Delhi,P000317,,Nishad Panicker,SAVINGS,2025-03-28,ACTIVE,0,MEDIUM
AC000573,739548166149,KMBX0871082,Kotak Mahindra Bank,New Delhi,Delhi,P000317,,Nishad Panicker,CURRENT,2021-01-22,ACTIVE,0,HIGH
AC000574,76523357019,IBXX0165092,IndusInd Bank,Nagpur,Maharashtra,P000318,,Sarfaraz Shaikh,SAVINGS,2015-03-14,DORMANT,0,LOW
AC000575,321119470117,ASFB0239631,AU Small Finance Bank,Thrissur,Kerala,P000319,,Sarfaraz Baig,CURRENT,2016-12-29,ACTIVE,1,LOW
AC000576,785567123016,HBXX0743021,HDFC Bank,Thrissur,Kerala,P000319,,Sarfaraz Baig,CURRENT,2014-01-07,CLOSED,1,HIGH
AC000577,66035623802555,SBOI0781794,State Bank of India,Nadia,West Bengal,P000320,,Anoop Mathew,OVERDRAFT,2019-03-18,ACTIVE,0,MEDIUM
AC000578,7470237561904244,IFBX0624167,IDFC First Bank,Nadia,West Bengal,P000320,,Anoop Mathew,SAVINGS,2015-09-12,ACTIVE,0,MEDIUM
AC000579,0483182118148506,APBX0187996,Airtel Payments Bank,Nadia,West Bengal,P000320,,Anoop Mathew,SAVINGS,2021-02-02,ACTIVE,0,HIGH
AC000580,88247922297,KMBX0830991,Kotak Mahindra Bank,Nadia,West Bengal,P000320,,Anoop Mathew,SAVINGS,2013-08-05,ACTIVE,0,MEDIUM
AC000581,85532777705,APBX0503718,Airtel Payments Bank,Nadia,West Bengal,P000320,,Anoop Mathew,SAVINGS,2017-08-09,ACTIVE,0,HIGH
AC000582,3768287425943735,YBXX0918158,Yes Bank,Hyderabad,Telangana,P000321,,Vipul Chauhan,WALLET,2025-06-24,DORMANT,0,MEDIUM
AC000583,6273872488635922,ASFB0169337,AU Small Finance Bank,Hyderabad,Telangana,P000321,,Vipul Chauhan,SAVINGS,2026-04-21,DORMANT,0,MEDIUM
AC000584,269953768824,CBXX0091941,Canara Bank,Hyderabad,Telangana,P000321,,Vipul Chauhan,WALLET,2022-03-08,DORMANT,0,MEDIUM
AC000585,89931926499289,IBXX0821744,IndusInd Bank,Hyderabad,Telangana,P000321,,Vipul Chauhan,SAVINGS,2023-03-31,ACTIVE,0,MEDIUM
AC000586,57027892921476,PNBX0228989,Punjab National Bank,Hyderabad,Telangana,P000322,,Mushtaq Idrisi,WALLET,2023-04-02,ACTIVE,0,LOW
AC000587,08461759265,IOBX0993878,Indian Overseas Bank,Hyderabad,Telangana,P000322,,Mushtaq Idrisi,SAVINGS,2013-06-03,FROZEN,0,HIGH
AC000588,818896672718,IOBX0508146,Indian Overseas Bank,Hyderabad,Telangana,P000322,,Mushtaq Idrisi,SAVINGS,2025-04-08,ACTIVE,0,MEDIUM
AC000589,6654079137057113,YBXX0272356,Yes Bank,Nagpur,Maharashtra,P000323,,Wasim Sheikh,OVERDRAFT,2020-06-21,ACTIVE,0,LOW
AC000590,32058537485,IFBX0804827,IDFC First Bank,Aurangabad,Maharashtra,P000324,,Nilesh Parmar,SAVINGS,2015-04-16,ACTIVE,1,HIGH
AC000591,47200809125,CBXX0737821,Canara Bank,Aurangabad,Maharashtra,P000324,,Nilesh Parmar,SAVINGS,2022-03-21,ACTIVE,1,MEDIUM
AC000592,5256705534353565,UBOI0026715,Union Bank of India,Aurangabad,Maharashtra,P000324,,Nilesh Parmar,SAVINGS,2017-10-21,ACTIVE,1,LOW
AC000593,67443632250324,YBXX0677817,Yes Bank,Warangal,Telangana,P000325,,Chirag Dave,CURRENT,2024-09-09,ACTIVE,0,LOW
AC000594,1141873477784265,IBXX0979843,ICICI Bank,Warangal,Telangana,P000325,,Chirag Dave,SAVINGS,2015-11-23,ACTIVE,0,LOW
AC000595,04814853968318,KMBX0592493,Kotak Mahindra Bank,Vadodara,Gujarat,P000326,,Jignesh Patel,SAVINGS,2015-11-27,ACTIVE,0,HIGH
AC000596,063855619080,IBXX0634258,ICICI Bank,Vadodara,Gujarat,P000326,,Jignesh Patel,SAVINGS,2020-03-27,ACTIVE,0,LOW
AC000597,6229782489182455,BBXX0372420,Bandhan Bank,Vadodara,Gujarat,P000326,,Jignesh Patel,WALLET,2017-02-05,ACTIVE,0,HIGH
AC000598,28070771881585,APBX0822793,Airtel Payments Bank,Vadodara,Gujarat,P000326,,Jignesh Patel,SAVINGS,2022-05-06,ACTIVE,0,LOW
AC000599,34967097389391,ASFB0128110,AU Small Finance Bank,Vadodara,Gujarat,P000326,,Jignesh Patel,SAVINGS,2015-03-02,FROZEN,0,MEDIUM
AC000600,813524624702,YBXX0177025,Yes Bank,Malappuram,Kerala,P000327,,Javed Chaudhary,OVERDRAFT,2025-07-09,ACTIVE,0,HIGH
AC000601,7910992208969582,UBOI0517491,Union Bank of India,Malappuram,Kerala,P000327,,Javed Chaudhary,SAVINGS,2022-08-25,ACTIVE,0,MEDIUM
AC000602,47560800793762,UBOI0241419,Union Bank of India,Nizamabad,Telangana,P000328,,Prakash Awasthi,SAVINGS,2015-01-19,ACTIVE,0,LOW
AC000603,13028783320,ASFB0671467,AU Small Finance Bank,Kozhikode,Kerala,P000329,,Rambabu Yadav,CURRENT,2014-05-12,ACTIVE,0,LOW
AC000604,32147525284,BOBX0386322,Bank of Baroda,Kozhikode,Kerala,P000329,,Rambabu Yadav,OVERDRAFT,2016-01-19,DORMANT,0,HIGH
AC000605,95266533067,KMBX0739544,Kotak Mahindra Bank,New Delhi,Delhi,P000330,,Wasim Rahman,SAVINGS,2023-04-01,ACTIVE,0,HIGH
AC000606,74226548851,PPBX0010211,Paytm Payments Bank,Hyderabad,Telangana,P000331,,Shakeel Ansari,CURRENT,2016-06-06,ACTIVE,0,LOW
AC000607,26632759348755,PNBX0355978,Punjab National Bank,Hyderabad,Telangana,P000331,,Shakeel Ansari,CURRENT,2023-03-05,ACTIVE,0,MEDIUM
AC000608,866429742244,ASFB0175396,AU Small Finance Bank,Hyderabad,Telangana,P000331,,Shakeel Ansari,CURRENT,2022-11-05,ACTIVE,0,LOW
AC000609,3581079024756707,IBXX0702147,ICICI Bank,Hyderabad,Telangana,P000331,,Shakeel Ansari,OVERDRAFT,2015-09-30,ACTIVE,0,LOW
AC000610,82347993184575,YBXX0431706,Yes Bank,Hyderabad,Telangana,P000331,,Shakeel Ansari,SAVINGS,2013-11-04,ACTIVE,0,HIGH
AC000611,58081786977288,BOBX0736051,Bank of Baroda,New Delhi,Delhi,P000332,,Shibu Thomas,CURRENT,2022-02-03,ACTIVE,0,LOW
AC000612,25800096318009,CBXX0863316,Canara Bank,New Delhi,Delhi,P000332,,Shibu Thomas,SAVINGS,2021-01-26,CLOSED,0,MEDIUM
AC000613,03800619587,KVBX0301924,Karur Vysya Bank,New Delhi,Delhi,P000332,,Shibu Thomas,CURRENT,2017-12-18,DORMANT,0,HIGH
AC000614,224715515152,IOBX0854895,Indian Overseas Bank,New Delhi,Delhi,P000332,,Shibu Thomas,SAVINGS,2016-08-02,ACTIVE,0,LOW
AC000615,21386861183,APBX0949752,Airtel Payments Bank,New Delhi,Delhi,P000332,,Shibu Thomas,CURRENT,2022-04-04,CLOSED,0,LOW
AC000616,1915853089674631,PNBX0945236,Punjab National Bank,Kozhikode,Kerala,P000333,,Ketan Dave,SAVINGS,2015-05-26,ACTIVE,0,LOW
AC000617,980998895377,IOBX0476930,Indian Overseas Bank,Kozhikode,Kerala,P000334,,Sreenivasan Jacob,SAVINGS,2016-08-05,CLOSED,0,MEDIUM
AC000618,784986005425,BOBX0188689,Bank of Baroda,Kozhikode,Kerala,P000334,,Sreenivasan Jacob,SAVINGS,2013-11-24,ACTIVE,0,LOW
AC000619,39950918149835,BOIX0026528,Bank of India,Kozhikode,Kerala,P000334,,Sreenivasan Jacob,OVERDRAFT,2023-08-19,ACTIVE,0,HIGH
AC000620,57884145747355,BOBX0878576,Bank of Baroda,Hyderabad,Telangana,P000335,,Wasim Baig,SAVINGS,2022-04-05,ACTIVE,0,MEDIUM
AC000621,9873311975753045,UBOI0370747,Union Bank of India,Hyderabad,Telangana,P000335,,Wasim Baig,OVERDRAFT,2019-11-16,ACTIVE,0,LOW
AC000622,619282793075,CBXX0047570,Canara Bank,Hyderabad,Telangana,P000335,,Wasim Baig,CURRENT,2026-01-19,ACTIVE,0,LOW
AC000623,50115959318571,HBXX0975164,HDFC Bank,Hyderabad,Telangana,P000335,,Wasim Baig,SAVINGS,2018-12-18,DORMANT,0,MEDIUM
AC000624,4161669459483074,PPBX0139914,Paytm Payments Bank,Chennai,Tamil Nadu,P000336,,Munna Baghel,CURRENT,2019-01-07,ACTIVE,0,MEDIUM
AC000625,08438485159,CBXX0698132,Canara Bank,New Delhi,Delhi,P000337,,Kalpesh Vaghela,SAVINGS,2022-11-24,ACTIVE,0,LOW
AC000626,45065804695,SBOI0755526,State Bank of India,Mumbai,Maharashtra,P000338,,Bharat Rabari,CURRENT,2025-02-25,ACTIVE,0,LOW
AC000627,40999757061851,FBXX0688620,Federal Bank,Thrissur,Kerala,P000339,,Nishad Jacob,SAVINGS,2025-06-30,CLOSED,1,LOW
AC000628,41088265257,CBOI0569078,Central Bank of India,Thrissur,Kerala,P000339,,Nishad Jacob,CURRENT,2015-02-04,ACTIVE,1,MEDIUM
AC000629,87340571798575,IBXX0394634,IndusInd Bank,Thrissur,Kerala,P000339,,Nishad Jacob,SAVINGS,2024-12-18,ACTIVE,1,LOW
AC000630,9476932572604490,BOBX0925228,Bank of Baroda,Hyderabad,Telangana,P000340,,Girdhari Tiwari,SAVINGS,2019-02-11,ACTIVE,0,MEDIUM
AC000631,25352348471,ASFB0244977,AU Small Finance Bank,Hyderabad,Telangana,P000340,,Girdhari Tiwari,SAVINGS,2025-08-28,ACTIVE,0,HIGH
AC000632,374111213951,ABXX0167374,Axis Bank,Mumbai,Maharashtra,P000341,,Vipin Panicker,OVERDRAFT,2020-10-11,FROZEN,0,LOW
AC000633,1856067148981532,CBOI0010735,Central Bank of India,Surat,Gujarat,P000342,,Rasik Mehta,OVERDRAFT,2024-02-16,ACTIVE,0,HIGH
AC000634,28891694049,BOBX0636508,Bank of Baroda,Surat,Gujarat,P000342,,Rasik Mehta,CURRENT,2013-08-13,DORMANT,0,MEDIUM
AC000635,22515753809,HBXX0158849,HDFC Bank,Hyderabad,Telangana,P000343,,Hardik Zala,SAVINGS,2019-10-14,ACTIVE,0,MEDIUM
AC000636,09792936258,HBXX0404093,HDFC Bank,Hyderabad,Telangana,P000343,,Hardik Zala,CURRENT,2014-06-09,DORMANT,0,LOW
AC000637,82872388565,ABXX0665486,Axis Bank,Hyderabad,Telangana,P000343,,Hardik Zala,CURRENT,2021-08-31,ACTIVE,0,MEDIUM
AC000638,80004891685841,BBXX0651163,Bandhan Bank,Hyderabad,Telangana,P000343,,Hardik Zala,CURRENT,2017-12-12,ACTIVE,0,LOW
AC000639,59336883011,CBOI0606416,Central Bank of India,Trichy,Tamil Nadu,P000344,,Jignesh Dave,OVERDRAFT,2023-09-24,ACTIVE,1,LOW
AC000640,6311979218316088,UBOI0745351,Union Bank of India,Trichy,Tamil Nadu,P000344,,Jignesh Dave,SAVINGS,2020-10-11,ACTIVE,0,MEDIUM
AC000641,77267950355889,FBXX0053325,Federal Bank,Trichy,Tamil Nadu,P000344,,Jignesh Dave,SAVINGS,2017-11-17,ACTIVE,0,HIGH
AC000642,94216921776,IOBX0797717,Indian Overseas Bank,New Delhi,Delhi,P000345,,Praveen Jacob,SAVINGS,2023-04-06,DORMANT,0,HIGH
AC000643,7894445170303687,PNBX0339115,Punjab National Bank,New Delhi,Delhi,P000345,,Praveen Jacob,SAVINGS,2013-09-11,ACTIVE,0,HIGH
AC000644,2050465784666271,CBXX0312401,Canara Bank,Mumbai,Maharashtra,P000346,,Rajeevan Marar,SAVINGS,2019-09-27,ACTIVE,0,LOW
AC000645,978503752335,UBOI0549920,Union Bank of India,Mumbai,Maharashtra,P000346,,Rajeevan Marar,SAVINGS,2023-01-25,ACTIVE,0,LOW
AC000646,346226424001,UBOI0742591,Union Bank of India,Siliguri,West Bengal,P000347,,Satish Kushwaha,SAVINGS,2018-02-12,ACTIVE,0,LOW
AC000647,670762809956,IOBX0052440,Indian Overseas Bank,Siliguri,West Bengal,P000347,,Satish Kushwaha,SAVINGS,2017-07-27,ACTIVE,0,MEDIUM
AC000648,4085955149572281,PPBX0605960,Paytm Payments Bank,Rajkot,Gujarat,P000348,,Firoz Mirza,SAVINGS,2021-09-04,ACTIVE,0,LOW
AC000649,50448391730,ASFB0086578,AU Small Finance Bank,Chennai,Tamil Nadu,P000349,,Rinku Parmar,SAVINGS,2019-10-14,ACTIVE,0,LOW
AC000650,994321596682,HBXX0927307,HDFC Bank,Chennai,Tamil Nadu,P000349,,Rinku Parmar,SAVINGS,2020-02-28,DORMANT,0,HIGH
AC000651,6522897533968860,PPBX0102569,Paytm Payments Bank,Aurangabad,Maharashtra,P000350,,Vipul Chauhan,SAVINGS,2017-09-03,ACTIVE,0,MEDIUM
AC000652,74622696407638,APBX0631863,Airtel Payments Bank,Siliguri,West Bengal,P000351,,Shakeel Mirza,SAVINGS,2019-11-18,ACTIVE,0,LOW
AC000653,78054071298,IBXX0997901,IndusInd Bank,Siliguri,West Bengal,P000351,,Shakeel Mirza,SAVINGS,2023-08-25,ACTIVE,0,LOW
AC000654,145033152352,YBXX0532208,Yes Bank,Siliguri,West Bengal,P000351,,Shakeel Mirza,CURRENT,2024-04-29,ACTIVE,0,MEDIUM
AC000655,25292420904258,CBOI0432991,Central Bank of India,Nadia,West Bengal,P000352,,Ramesh Tiwari,SAVINGS,2020-10-03,DORMANT,0,LOW
AC000656,4958649170580307,UBOI0146010,Union Bank of India,Solapur,Maharashtra,P000353,,Ratheesh Menon,SAVINGS,2016-01-30,ACTIVE,0,LOW
AC000657,03109388829563,BOBX0797367,Bank of Baroda,New Delhi,Delhi,P000354,,Shailendra Baghel,SAVINGS,2021-08-24,ACTIVE,0,HIGH
AC000658,35120045158284,IOBX0365685,Indian Overseas Bank,Chennai,Tamil Nadu,P000355,,Randhir Sharma,CURRENT,2019-03-26,FROZEN,0,LOW
AC000659,027891174561,BOIX0851205,Bank of India,Chennai,Tamil Nadu,P000355,,Randhir Sharma,SAVINGS,2018-10-31,ACTIVE,0,LOW
AC000660,171152231284,ASFB0152776,AU Small Finance Bank,Murshidabad,West Bengal,P000356,,Sudha Kushwaha,SAVINGS,2018-09-01,ACTIVE,0,MEDIUM
AC000661,425475957624,ABXX0929896,Axis Bank,Murshidabad,West Bengal,P000356,,Sudha Kushwaha,CURRENT,2021-02-18,ACTIVE,0,LOW
