person_id,full_name,first_name,surname,alias,gender,date_of_birth,age,name_region,native_state,native_city,native_area,home_location_id,based_abroad_in,person_type,role,syndicate_id,syndicate_code,risk_score,influence_score,custody_status,first_offence_year,total_cases,is_cross_syndicate_bridge,is_duplicate_record_of,nic_ref,record_source,source_reliability,info_credibility,is_synthetic
P000330,Wasim Rahman,Wasim,Rahman,,M,2002-04-16,24,muslim,Delhi,New Delhi,Jamia Nagar,LOC000017,,CRIMINAL,LOGISTICS,ORG000004,SYN-HAW,66,0.388,AT_LARGE,2020,8,0,,NIC-595IUZ6YI,CDR,E,4,1
P000331,Shakeel Ansari,Shakeel,Ansari,Shakeel Chikna,M,1987-10-24,38,muslim,Telangana,Hyderabad,Chandrayangutta,LOC000085,Malaysia,CRIMINAL,HAWALA_OPERATOR,ORG000004,SYN-HAW,69,0.655,DECLARED_PO,2006,5,0,,NIC-J6LPRHQP1,SURVEILLANCE_REPORT,B,4,1
P000332,Shibu Thomas,Shibu,Thomas,Dada Shibu,M,1985-01-09,41,malayali,Delhi,New Delhi,Jamia Nagar,LOC000017,,CRIMINAL,FINANCIER,ORG000004,SYN-HAW,69,0.848,AT_LARGE,2010,6,0,,NIC-Y07TOOV14,FIR,C,3,1
P000333,Ketan Dave,Ketan,Dave,Kaana Ketan,M,1963-03-02,63,gujarati,Kerala,Kozhikode,Nadakkavu,LOC000106,,CRIMINAL,LOGISTICS,ORG000004,SYN-HAW,45,0.415,ABSCONDING,2013,4,0,,NIC-RG1LQ5XVT,CDR,A,1,1
P000334,Sreenivasan Jacob,Sreenivasan,Jacob,,M,1973-10-13,52,malayali,Kerala,Kozhikode,Nadakkavu,LOC000106,UAE,CRIMINAL,HAWALA_OPERATOR,ORG000004,SYN-HAW,64,0.746,DECLARED_PO,2013,9,0,,NIC-CMM2GE8VT,CHARGESHEET,B,4,1
P000335,Wasim Baig,Wasim,Baig,,M,1995-06-12,31,muslim,Telangana,Hyderabad,Chandrayangutta,LOC000085,Sri Lanka,CRIMINAL,HAWALA_OPERATOR,ORG000004,SYN-HAW,63,0.608,DECLARED_PO,2014,2,0,,NIC-076BKRISC,INFORMANT_TIP,A,6,1
P000336,Munna Baghel,Munna,Baghel,Guddu,M,1970-08-25,55,hindi_belt,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,COURIER,ORG000004,SYN-HAW,46,0.187,AT_LARGE,2023,7,0,,NIC-NLAKNA636,CHARGESHEET,C,2,1
P000337,Kalpesh Vaghela,Kalpesh,Vaghela,,M,1978-01-21,48,gujarati,Delhi,New Delhi,Karol Bagh,LOC000018,,CRIMINAL,CORRUPT_OFFICIAL,ORG000004,SYN-HAW,54,0.598,UNDER_SURVEILLANCE,1998,12,0,,NIC-IRDPN8HAW,SEIZURE_MEMO,C,2,1
P000338,Bharat Rabari,Bharat,Rabari,Bada,M,2000-01-27,26,gujarati,Maharashtra,Mumbai,Dongri,LOC000001,,CRIMINAL,LOGISTICS,ORG000004,SYN-HAW,56,0.41,AT_LARGE,2022,6,0,,NIC-B8GYQ9N2O,CRIMINAL_HISTORY_DB,B,3,1
P000339,Nishad Jacob,Nishad,Jacob,Kaana,M,1965-08-06,60,malayali,Kerala,Thrissur,Chavakkad,LOC000107,,CRIMINAL,MULE,ORG000004,SYN-HAW,29,0.082,ON_BAIL,2025,2,0,,NIC-LSBTKLZME,BANK_STATEMENT,A,2,1
P000340,Girdhari Tiwari,Girdhari,Tiwari,Chacha,M,1998-02-13,28,hindi_belt,Telangana,Hyderabad,Charminar,LOC000083,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,59,0.28,AT_LARGE,2025,5,0,,NIC-CIPFRJAAG,TOWER_DUMP,C,2,1
P000341,Vipin Panicker,Vipin,Panicker,Vipin Ustad,M,1990-03-08,36,malayali,Maharashtra,Mumbai,Malad,LOC000006,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,38,0.216,IN_JUDICIAL_CUSTODY,2010,4,0,,NIC-CG8SG60JA,SURVEILLANCE_REPORT,A,2,1
P000342,Rasik Mehta,Rasik,Mehta,Pehalwan Rasik,M,1967-04-04,59,gujarati,Gujarat,Surat,Varachha,LOC000072,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,53,0.237,DECLARED_PO,2015,3,0,,NIC-FCJL17VL1,BANK_STATEMENT,D,3,1
P000343,Hardik Zala,Hardik,Zala,,M,1976-12-26,49,gujarati,Telangana,Hyderabad,Chandrayangutta,LOC000085,UAE,CRIMINAL,KINGPIN,ORG000004,SYN-HAW,90,0.873,ABSCONDING,2020,6,0,,NIC-JY24EH1RJ,CDR,B,1,1
P000344,Jignesh Dave,Jignesh,Dave,,M,1981-03-26,45,gujarati,Tamil Nadu,Trichy,Srirangam,LOC000098,,CRIMINAL,MULE,ORG000004,SYN-HAW,35,0.077,ABSCONDING,2015,5,0,,NIC-9588588OY,CDR,C,2,1
P000345,Praveen Jacob,Praveen,Jacob,,M,1961-06-18,65,malayali,Delhi,New Delhi,Karol Bagh,LOC000018,,CRIMINAL,RECRUITER,ORG000004,SYN-HAW,63,0.576,AT_LARGE,2019,6,0,,NIC-DWXIS3J90,SURVEILLANCE_REPORT,B,2,1
P000346,Rajeevan Marar,Rajeevan,Marar,Bada Rajeevan,M,1966-11-19,59,malayali,Maharashtra,Mumbai,Dongri,LOC000001,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,39,0.208,UNDER_SURVEILLANCE,2018,6,0,,NIC-XJFPEA0JL,IPDR,C,3,1
P000347,Satish Kushwaha,Satish,Kushwaha,Munna Satish,M,1960-05-04,66,hindi_belt,West Bengal,Siliguri,Matigara,LOC000052,,CRIMINAL,COURIER,ORG000004,SYN-HAW,34,0.196,AT_LARGE,2001,4,0,,NIC-6KAZ139Q6,SOCIAL_MEDIA_INTEL,C,2,1
P000348,Firoz Mirza,Firoz,Mirza,,M,1963-04-13,63,muslim,Gujarat,Rajkot,Gondal,LOC000075,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,46,0.293,AT_LARGE,1999,6,0,,NIC-E34UZYKDX,SEIZURE_MEMO,B,2,1
P000349,Rinku Parmar,Rinku,Parmar,,F,1964-04-20,62,gujarati,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,LOGISTICS,ORG000004,SYN-HAW,45,0.419,EXTRADITION_PENDING,1996,4,0,,NIC-9MCPRFC4C,FIR,B,5,1
P000350,Vipul Chauhan,Vipul,Chauhan,,M,1985-12-12,40,gujarati,Maharashtra,Aurangabad,Cidco,LOC000013,,CRIMINAL,TECH_HANDLER,ORG000004,SYN-HAW,49,0.342,UNDER_SURVEILLANCE,2003,10,0,,NIC-06G6JBY4C,SOCIAL_MEDIA_INTEL,A,3,1
P000351,Shakeel Mirza,Shakeel,Mirza,Raja Shakeel,M,2001-03-25,25,muslim,West Bengal,Siliguri,Matigara,LOC000052,,CRIMINAL,FINANCIER,ORG000004,SYN-HAW,81,0.756,UNDER_SURVEILLANCE,2018,5,0,,NIC-V2IVSX1CY,SURVEILLANCE_REPORT,B,3,1
P000352,Ramesh Tiwari,Ramesh,Tiwari,Bada Ramesh,M,1979-09-26,46,hindi_belt,West Bengal,Nadia,Karimpur,LOC000053,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,40,0.289,UNDER_SURVEILLANCE,2020,5,0,,NIC-KERXWFEL3,SOCIAL_MEDIA_INTEL,F,6,1
P000353,Ratheesh Menon,Ratheesh,Menon,Munna Ratheesh,M,1978-07-14,47,malayali,Maharashtra,Solapur,Barshi,LOC000014,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,43,0.291,AT_LARGE,2023,10,0,,NIC-XF062QCDP,CHARGESHEET,D,1,1
P000354,Shailendra Baghel,Shailendra,Baghel,Ustad Shailendra,M,1984-08-22,41,hindi_belt,Delhi,New Delhi,Karol Bagh,LOC000018,,CRIMINAL,TECH_HANDLER,ORG000004,SYN-HAW,47,0.678,ON_BAIL,2019,5,1,,NIC-3GFLGZ1MZ,CRIMINAL_HISTORY_DB,A,2,1
P000355,Randhir Sharma,Randhir,Sharma,Randhir Munna,M,1990-03-21,36,hindi_belt,Tamil Nadu,Chennai,Kodungaiyur,LOC000094,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,48,0.275,AT_LARGE,2010,10,0,,NIC-DX14NDNB1,SOCIAL_MEDIA_INTEL,B,1,1
P000356,Sudha Kushwaha,Sudha,Kushwaha,Dada,F,1993-04-22,33,hindi_belt,West Bengal,Murshidabad,Jalangi,LOC000050,,CRIMINAL,TECH_HANDLER,ORG000004,SYN-HAW,73,0.677,IN_JUDICIAL_CUSTODY,2022,6,1,,NIC-1VTKMW044,TOWER_DUMP,C,1,1
P000357,Om Prakash Rajput,Om Prakash,Rajput,Nanha,M,1964-12-22,61,hindi_belt,Tamil Nadu,Chennai,Kodungaiyur,LOC000094,,CRIMINAL,FIELD_OPERATIVE,ORG000004,SYN-HAW,44,0.271,UNDER_SURVEILLANCE,2010,4,0,,NIC-UAJ3J5UH0,SOCIAL_MEDIA_INTEL,C,1,1
P000358,Prakash Rai,Prakash,Rai,Prakash Chacha,M,1968-09-04,57,kannada,Bihar,Purnia,Khajanchi Hat,LOC000041,,CRIMINAL,LOGISTICS,ORG000005,SYN-MIN,65,0.471,ON_BAIL,1996,5,0,,NIC-Q9KUNFFB1,FIR,C,3,1
P000359,Shivanna Kamath,Shivanna,Kamath,,M,1968-08-21,57,kannada,Uttar Pradesh,Jaunpur,Line Bazaar,LOC000034,,CRIMINAL,LIEUTENANT,ORG000005,SYN-MIN,92,0.71,EXTRADITION_PENDING,2016,4,0,,NIC-OTM8PYQDR,CDR,E,3,1
P000360,Jagdish Singh,Jagdish,Singh,Gullu,M,1978-05-06,48,hindi_belt,Uttar Pradesh,Meerut,Lisari Gate,LOC000025,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,40,0.28,UNDER_SURVEILLANCE,2016,9,0,,NIC-ZG5B0E5EN,SEIZURE_MEMO,B,4,1
P000361,Ramesh Dixit,Ramesh,Dixit,Ramesh Pappu,M,1996-11-20,29,hindi_belt,Madhya Pradesh,Jabalpur,Gorakhpur,LOC000082,,CRIMINAL,RECRUITER,ORG000005,SYN-MIN,49,0.497,UNDER_SURVEILLANCE,2015,6,0,,NIC-8AK7QHMB8,FIR,C,4,1
P000362,Suresh Jaiswal,Suresh,Jaiswal,Nanha Suresh,M,1965-12-23,60,hindi_belt,Madhya Pradesh,Indore,Rau,LOC000078,,CRIMINAL,LOGISTICS,ORG000005,SYN-MIN,49,0.384,IN_JUDICIAL_CUSTODY,2018,3,0,,NIC-9S3516ZMQ,BANK_STATEMENT,A,4,1
P000363,Perumal Kurup,Perumal,Kurup,Perumal Tinku,M,1991-07-15,34,tamil,Madhya Pradesh,Indore,Rau,LOC000078,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,62,0.261,IN_JUDICIAL_CUSTODY,2023,2,0,,NIC-Y1MWXE2KC,TOWER_DUMP,B,2,1
P000364,Jitendra Prajapati,Jitendra,Prajapati,Jitendra Tinku,M,1975-02-07,51,hindi_belt,Madhya Pradesh,Khargone,Sanawad,LOC000079,,CRIMINAL,COURIER,ORG000005,SYN-MIN,51,0.156,AT_LARGE,2002,9,0,,NIC-UAVN3UO9E,INTELLIGENCE_REPORT,B,2,1
P000365,Velu Nadar,Velu,Nadar,Velu Kaana,M,1986-11-25,39,tamil,Rajasthan,Barmer,Chohtan,LOC000070,,CRIMINAL,COURIER,ORG000005,SYN-MIN,43,0.151,AT_LARGE,2020,2,0,,NIC-55CR0HH2K,INFORMANT_TIP,B,2,1
P000366,Har Prasad Yadav,Har Prasad,Yadav,,M,1968-07-02,57,hindi_belt,Karnataka,Mangaluru,Ullal,LOC000101,,CRIMINAL,LOGISTICS,ORG000005,SYN-MIN,62,0.375,ON_BAIL,2011,2,0,,NIC-BE4G0TRUW,INTELLIGENCE_REPORT,A,4,1
P000367,Ilango Annadurai,Ilango,Annadurai,Chhota,M,1983-10-04,42,tamil,Bihar,Patna,Kadamkuan,LOC000035,,CRIMINAL,LOGISTICS,ORG000005,SYN-MIN,45,0.386,AT_LARGE,2024,4,0,,NIC-U1OKFMX8A,CHARGESHEET,D,2,1
P000368,Dinesh Rathore,Dinesh,Rathore,Dinesh Kallu,M,1999-07-09,26,hindi_belt,Tamil Nadu,Trichy,Srirangam,LOC000098,,CRIMINAL,FINANCIER,ORG000005,SYN-MIN,87,0.867,AT_LARGE,2022,8,1,,NIC-UJ02H77P4,SEIZURE_MEMO,B,2,1
P000369,Ravichandran Nadar,Ravichandran,Nadar,,M,1975-11-21,50,tamil,Tamil Nadu,Tirunelveli,Palayamkottai,LOC000097,,CRIMINAL,FIXER,ORG000005,SYN-MIN,78,0.642,ABSCONDING,2014,7,0,,NIC-E5DNAN3YM,IPDR,A,2,1
P000370,Yallappa Angadi,Yallappa,Angadi,,M,1992-02-05,34,kannada,Bihar,Munger,Kasim Bazaar,LOC000036,,CRIMINAL,LIEUTENANT,ORG000005,SYN-MIN,79,0.767,AT_LARGE,2011,8,0,,NIC-26MZMER1K,SEIZURE_MEMO,B,4,1
P000371,Manoj Yadav,Manoj,Yadav,Manoj Pehalwan,M,1977-01-16,49,hindi_belt,Karnataka,Bengaluru,Yeshwanthpur,LOC000100,,CRIMINAL,MULE,ORG000005,SYN-MIN,36,0.092,AT_LARGE,1999,5,0,,NIC-FW1NJZ616,CRIMINAL_HISTORY_DB,A,2,1
P000372,Rajendran Pillai,Rajendran,Pillai,Chikna Rajendran,M,1985-03-20,41,tamil,Tamil Nadu,Chennai,Kodungaiyur,LOC000094,,CRIMINAL,HAWALA_OPERATOR,ORG000005,SYN-MIN,68,0.619,ABSCONDING,2020,7,0,,NIC-DPHOHDCRP,CDR,C,2,1
P000373,Saravanan Mudaliar,Saravanan,Mudaliar,,M,1977-08-07,48,tamil,Bihar,Purnia,Khajanchi Hat,LOC000041,,CRIMINAL,MULE,ORG000005,SYN-MIN,20,0.076,IN_JUDICIAL_CUSTODY,2001,6,0,,NIC-SSAGL64TP,BANK_STATEMENT,B,1,1
P000374,Murugan Annadurai,Murugan,Annadurai,Bhai,M,1961-03-09,65,tamil,Karnataka,Mangaluru,Ullal,LOC000101,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,39,0.258,ABSCONDING,2000,5,0,,NIC-4A5P4HCBS,SURVEILLANCE_REPORT,C,1,1
P000375,Satish Kushwaha,Satish,Kushwaha,Cheetah Satish,M,1994-05-22,32,hindi_belt,Karnataka,Mangaluru,Ullal,LOC000101,,CRIMINAL,MULE,ORG000005,SYN-MIN,30,0.076,AT_LARGE,2025,6,0,,NIC-V74HR7BJ0,SURVEILLANCE_REPORT,C,1,1
P000376,Hanumanthappa Acharya,Hanumanthappa,Acharya,,M,1965-04-13,61,kannada,Madhya Pradesh,Jabalpur,Gorakhpur,LOC000082,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,41,0.284,ABSCONDING,2012,5,0,,NIC-827LQWVZ0,SOCIAL_MEDIA_INTEL,B,1,1
P000377,Veeresh Acharya,Veeresh,Acharya,Veeresh Nanha,M,1960-08-22,65,kannada,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,RECRUITER,ORG000005,SYN-MIN,52,0.462,AT_LARGE,1999,3,0,,NIC-9KT5SESA3,FIR,B,4,1
P000378,Malathi Raja,Malathi,Raja,,F,1968-06-10,58,tamil,Uttar Pradesh,Noida,Sector 63,LOC000027,,CRIMINAL,SHOOTER,ORG000005,SYN-MIN,86,0.384,ABSCONDING,2021,5,0,,NIC-JFRJM1FSO,FIR,B,2,1
P000379,Saravanan Naicker,Saravanan,Naicker,,M,1979-03-19,47,tamil,Tamil Nadu,Tirunelveli,Palayamkottai,LOC000097,,CRIMINAL,TECH_HANDLER,ORG000005,SYN-MIN,58,0.374,ON_BAIL,2010,7,0,,NIC-IMQI09MTT,CDR,B,5,1
P000380,Rajendran Gounder,Rajendran,Gounder,,M,1988-12-11,37,tamil,Madhya Pradesh,Bhind,Mehgaon,LOC000081,,CRIMINAL,MULE,ORG000005,SYN-MIN,31,0.086,ON_BAIL,2008,3,0,,NIC-3W13003B9,FIR,E,2,1
P000381,Perumal Subramanian,Perumal,Subramanian,,M,1994-10-10,31,tamil,Madhya Pradesh,Bhind,Mehgaon,LOC000081,,CRIMINAL,CORRUPT_OFFICIAL,ORG000005,SYN-MIN,51,0.625,ON_BAIL,2019,6,0,,NIC-ZA373DFDR,SEIZURE_MEMO,A,3,1
P000382,Mallikarjun Rai,Mallikarjun,Rai,Mallikarjun Chhota,M,2003-09-24,22,kannada,Bihar,Siwan,Mahadeva,LOC000039,,CRIMINAL,MULE,ORG000005,SYN-MIN,37,0.082,ON_BAIL,2019,7,0,,NIC-5IOJTTA5M,CDR,A,1,1
P000383,Balbir Yadav,Balbir,Yadav,Cheetah,M,1985-01-04,41,hindi_belt,Rajasthan,Bharatpur,Kaman,LOC000068,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,54,0.226,ABSCONDING,2024,9,0,,NIC-8Q2H1JBLJ,CHARGESHEET,C,1,1
P000384,Deepak Gupta,Deepak,Gupta,Pehalwan Deepak,M,1997-08-12,28,hindi_belt,Bihar,Patna,Kadamkuan,LOC000035,,CRIMINAL,LIEUTENANT,ORG000005,SYN-MIN,80,0.79,IN_JUDICIAL_CUSTODY,2022,2,0,,NIC-1JBS3HYAT,FIR,C,4,1
P000385,Ilango Palanivel,Ilango,Palanivel,Master,M,1970-06-17,56,tamil,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,MULE,ORG000005,SYN-MIN,31,0.077,IN_JUDICIAL_CUSTODY,2011,5,0,,NIC-ELJWV3IRT,INTELLIGENCE_REPORT,A,4,1
P000386,Thangaraj Naicker,Thangaraj,Naicker,Dada,M,1980-10-19,45,tamil,Madhya Pradesh,Jabalpur,Gorakhpur,LOC000082,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,57,0.209,IN_JUDICIAL_CUSTODY,2024,3,0,,NIC-KOGG54UOP,CDR,D,1,1
P000387,Selvam Naicker,Selvam,Naicker,Gullu,M,1964-08-25,61,tamil,Uttar Pradesh,Lucknow,Aminabad,LOC000023,,CRIMINAL,TECH_HANDLER,ORG000005,SYN-MIN,56,0.353,AT_LARGE,2019,4,0,,NIC-G2YI9MMQ5,IPDR,C,2,1
P000388,Manjunath Hegde,Manjunath,Hegde,Manjunath Bhai,M,2000-11-04,25,kannada,Rajasthan,Jodhpur,Osian,LOC000065,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,48,0.237,ON_BAIL,2021,4,0,,NIC-08EVL75MN,INFORMANT_TIP,D,3,1
P000389,Shivanna Angadi,Shivanna,Angadi,,M,1964-10-03,61,kannada,Karnataka,Kalaburagi,Afzalpur,LOC000102,,CRIMINAL,FENCE,ORG000005,SYN-MIN,44,0.278,UNDER_SURVEILLANCE,2023,4,0,,NIC-H5OD8VBOS,SOCIAL_MEDIA_INTEL,B,2,1
P000390,Chitra Mudaliar,Chitra,Mudaliar,Seth,F,1992-05-13,34,tamil,Rajasthan,Alwar,Ramgarh,LOC000069,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,38,0.247,UNDER_SURVEILLANCE,2018,7,0,,NIC-QBCV0QMVD,BANK_STATEMENT,B,4,1
P000391,Mallikarjun Desai,Mallikarjun,Desai,,M,1996-10-23,29,kannada,Karnataka,Bengaluru,KG Halli,LOC000099,,CRIMINAL,RECRUITER,ORG000005,SYN-MIN,72,0.472,IN_JUDICIAL_CUSTODY,2017,8,0,,NIC-E0F94IRCG,FIR,B,2,1
P000392,Palanisamy Raja,Palanisamy,Raja,,M,1972-09-20,53,tamil,Uttar Pradesh,Lucknow,Aminabad,LOC000023,,CRIMINAL,MULE,ORG000005,SYN-MIN,27,0.087,EXTRADITION_PENDING,2015,10,0,,NIC-94DYYI119,BANK_STATEMENT,A,1,1
P000393,Anbu Muthusamy,Anbu,Muthusamy,Tempo Anbu,M,1974-02-19,52,tamil,Uttar Pradesh,Ghaziabad,Loni,LOC000026,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,35,0.278,ON_BAIL,2015,7,0,,NIC-8CAPDEDI2,BANK_STATEMENT,B,2,1
P000394,Pramod Shukla,Pramod,Shukla,Kaana,M,2002-02-22,24,hindi_belt,Karnataka,Kalaburagi,Afzalpur,LOC000102,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,39,0.25,AT_LARGE,2019,6,0,,NIC-WO2TX9SP7,SOCIAL_MEDIA_INTEL,B,3,1
P000395,Kannan Annadurai,Kannan,Annadurai,Kaana Kannan,M,1973-03-27,53,tamil,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,FIXER,ORG000005,SYN-MIN,71,0.519,DECEASED,2022,5,0,,NIC-JCP23HB5C,SOCIAL_MEDIA_INTEL,B,2,1
P000396,Netrapal Nishad,Netrapal,Nishad,Netrapal Baba,M,1984-07-15,41,hindi_belt,Karnataka,Bengaluru,KG Halli,LOC000099,,CRIMINAL,INFORMANT,ORG000005,SYN-MIN,21,0.195,IN_JUDICIAL_CUSTODY,2019,4,0,,NIC-DTC8WBVQN,PASSPORT_IMMIGRATION,A,3,1
P000397,Selvam Gounder,Selvam,Gounder,Chacha Selvam,M,2003-05-18,23,tamil,Rajasthan,Bharatpur,Kaman,LOC000068,,CRIMINAL,KINGPIN,ORG000005,SYN-MIN,95,1.007,IN_JUDICIAL_CUSTODY,2023,5,0,,NIC-KY3PIARRF,SURVEILLANCE_REPORT,D,2,1
P000398,Girish Hiremath,Girish,Hiremath,Girish Tiger,M,1998-01-04,28,kannada,Bihar,Purnia,Khajanchi Hat,LOC000041,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,54,0.281,ON_BAIL,2014,8,0,,NIC-23B2A3CW4,SEIZURE_MEMO,D,2,1
P000399,Netrapal Bhardwaj,Netrapal,Bhardwaj,,M,1988-03-09,38,hindi_belt,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,MULE,ORG000005,SYN-MIN,39,0.073,IN_JUDICIAL_CUSTODY,2022,3,0,,NIC-5IOLJDOHC,BANK_STATEMENT,C,4,1
P000400,Mallikarjun Hiremath,Mallikarjun,Hiremath,Mallikarjun Dada,M,2003-06-18,23,kannada,Tamil Nadu,Chennai,Vyasarpadi,LOC000093,,CRIMINAL,SHOOTER,ORG000005,SYN-MIN,71,0.351,IN_JUDICIAL_CUSTODY,2019,3,0,,NIC-H6EPNUX0E,SEIZURE_MEMO,B,2,1
P000401,Rajendran Subramanian,Rajendran,Subramanian,Gullu,M,1999-01-06,27,tamil,Karnataka,Mangaluru,Ullal,LOC000101,,CRIMINAL,TECH_HANDLER,ORG000005,SYN-MIN,56,0.413,AT_LARGE,2025,2,0,,NIC-GNU66WNYC,SEIZURE_MEMO,C,2,1
P000402,Sanjay Dubey,Sanjay,Dubey,Sanjay Tempo,M,2000-09-24,25,hindi_belt,Rajasthan,Alwar,Ramgarh,LOC000069,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,61,0.252,AT_LARGE,2021,6,0,,NIC-D4772URMS,SURVEILLANCE_REPORT,B,4,1
P000403,Saravanan Mudaliar,Saravanan,Mudaliar,Raja,M,1983-02-12,43,tamil,Karnataka,Kalaburagi,Afzalpur,LOC000102,,CRIMINAL,INFORMANT,ORG000005,SYN-MIN,37,0.199,AT_LARGE,2009,4,0,,NIC-O20OI8P0I,INFORMANT_TIP,B,2,1
P000404,Elango Annadurai,Elango,Annadurai,Elango Chacha,M,1972-03-15,54,tamil,Bihar,Purnia,Khajanchi Hat,LOC000041,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,35,0.255,IN_JUDICIAL_CUSTODY,2024,5,0,,NIC-4GIC1BKEI,TOWER_DUMP,D,5,1
P000405,Om Prakash Chauhan,Om Prakash,Chauhan,Kaka Om,M,1967-06-27,59,hindi_belt,Bihar,Muzaffarpur,Mithanpura,LOC000037,,CRIMINAL,FIXER,ORG000005,SYN-MIN,65,0.502,ON_BAIL,2025,6,0,,NIC-W2021S4IL,CHARGESHEET,D,5,1
P000406,Triloki Dubey,Triloki,Dubey,Seth Triloki,M,2001-08-13,24,hindi_belt,Tamil Nadu,Trichy,Srirangam,LOC000098,,CRIMINAL,SHOOTER,ORG000005,SYN-MIN,80,0.322,UNDER_SURVEILLANCE,2019,4,0,,NIC-GOT5VD776,INTELLIGENCE_REPORT,B,2,1
P000407,Ajay Prajapati,Ajay,Prajapati,Ajay Lambu,M,1996-10-11,29,hindi_belt,Rajasthan,Jaipur,Chomu,LOC000067,,CRIMINAL,LOGISTICS,ORG000005,SYN-MIN,48,0.633,AT_LARGE,2024,4,1,,NIC-2OKSQGORJ,CDR,B,4,1
P000408,Manjunath Gowda,Manjunath,Gowda,,M,1983-04-10,43,kannada,Karnataka,Bengaluru,KG Halli,LOC000099,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,62,0.252,DECEASED,2002,6,0,,NIC-3SHH215QF,BANK_STATEMENT,F,3,1
P000409,Sanjay Nagar,Sanjay,Nagar,Baba Sanjay,M,1970-09-11,55,hindi_belt,Uttar Pradesh,Varanasi,Chetganj,LOC000028,,CRIMINAL,INFORMANT,ORG000005,SYN-MIN,28,0.22,IN_JUDICIAL_CUSTODY,2014,6,0,,NIC-UC1G7UM9C,SEIZURE_MEMO,C,2,1
P000410,Arun Maurya,Arun,Maurya,Dada Arun,M,1971-12-16,54,hindi_belt,Madhya Pradesh,Gwalior,Morar,LOC000080,,CRIMINAL,LOGISTICS,ORG000005,SYN-MIN,54,0.523,ON_BAIL,2016,7,0,,NIC-NA1E59NLC,INTELLIGENCE_REPORT,C,3,1
P000411,Kumaraswamy Kulkarni,Kumaraswamy,Kulkarni,Lambu Kumaraswamy,M,2002-08-16,23,kannada,Madhya Pradesh,Khargone,Sanawad,LOC000079,,CRIMINAL,FIELD_OPERATIVE,ORG000005,SYN-MIN,60,0.214,ABSCONDING,2023,5,0,,NIC-HS02UP1HL,IPDR,E,3,1
P000412,Lokesh Chikkanna,Lokesh,Chikkanna,Lokesh Kabootar,M,2003-04-01,23,kannada,Rajasthan,Bharatpur,Kaman,LOC000068,,CRIMINAL,MULE,ORG000005,SYN-MIN,24,0.088,ABSCONDING,2022,7,0,,NIC-D9UQU0Z21,INTELLIGENCE_REPORT,B,1,1
P000413,Selvam Kurup,Selvam,Kurup,Nanha Selvam,M,1974-10-06,51,tamil,Karnataka,Kalaburagi,Afzalpur,LOC000102,,CRIMINAL,COURIER,ORG000005,SYN-MIN,47,0.21,ON_BAIL,1997,7,0,,NIC-VI8BBYFVW,PASSPORT_IMMIGRATION,D,1,1
P000414,Thangaraj Rajendran,Thangaraj,Rajendran,Langda Thangaraj,M,1978-03-12,48,tamil,Bihar,Munger,Kasim Bazaar,LOC000036,,CRIMINAL,MULE,ORG000005,SYN-MIN,25,0.093,ABSCONDING,2020,9,0,,NIC-CB7G6Z5CK,SOCIAL_MEDIA_INTEL,B,2,1
P000415,Vinod Thakur,Vinod,Thakur,Sarkar Vinod,M,1968-12-09,57,hindi_belt,Karnataka,Kalaburagi,Afzalpur,LOC000102,,CRIMINAL,COURIER,ORG000005,SYN-MIN,32,0.197,IN_JUDICIAL_CUSTODY,1996,4,0,,NIC-0BA8JGZMT,PASSPORT_IMMIGRATION,B,3,1
