node_id,node_type,label,attributes
P000420,Person,Shahnawaz Hussain,"{""alias"": ""Kabootar"", ""role"": ""MULE"", ""syndicate"": ""SYN-TRF"", ""risk"": 26, ""influence"": 0.079, ""custody"": ""ON_BAIL"", ""city"": ""Bengaluru"", ""state"": ""Karnataka"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000421,Person,Yusuf Hussain,"{""alias"": ""Anna Yusuf"", ""role"": ""RECRUITER"", ""syndicate"": ""SYN-TRF"", ""risk"": 68, ""influence"": 0.589, ""custody"": ""AT_LARGE"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000422,Person,Debashish Biswas,"{""alias"": ""Anna Debashish"", ""role"": ""MULE"", ""syndicate"": ""SYN-TRF"", ""risk"": 18, ""influence"": 0.075, ""custody"": ""ABSCONDING"", ""city"": ""Gurugram"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000423,Person,Sikha Halder,"{""alias"": ""Sikha Master"", ""role"": ""COURIER"", ""syndicate"": ""SYN-TRF"", ""risk"": 31, ""influence"": 0.174, ""custody"": ""AT_LARGE"", ""city"": ""Mangaluru"", ""state"": ""Karnataka"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000424,Person,Shanti Dubey,"{""alias"": ""Shanti Kaka"", ""role"": ""RECRUITER"", ""syndicate"": ""SYN-TRF"", ""risk"": 68, ""influence"": 0.58, ""custody"": ""AT_LARGE"", ""city"": ""Bengaluru"", ""state"": ""Karnataka"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000425,Person,Nirmal Chakraborty,"{""alias"": ""Nirmal Raja"", ""role"": ""TECH_HANDLER"", ""syndicate"": ""SYN-TRF"", ""risk"": 56, ""influence"": 0.623, ""custody"": ""DECLARED_PO"", ""city"": ""Kalaburagi"", ""state"": ""Karnataka"", ""person_type"": ""CRIMINAL"", ""bridge"": 1}"
P000426,Person,Ibrahim Mirza,"{""alias"": ""Doctor Ibrahim"", ""role"": ""LIEUTENANT"", ""syndicate"": ""SYN-TRF"", ""risk"": 75, ""influence"": 0.696, ""custody"": ""AT_LARGE"", ""city"": ""Munger"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000427,Person,Naseer Baig,"{""alias"": ""Naseer Guddu"", ""role"": ""SHOOTER"", ""syndicate"": ""SYN-TRF"", ""risk"": 88, ""influence"": 0.347, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""Guwahati"", ""state"": ""Assam"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000428,Person,Sajid Farooqui,"{""alias"": """", ""role"": ""SHOOTER"", ""syndicate"": ""SYN-TRF"", ""risk"": 89, ""influence"": 0.406, ""custody"": ""AT_LARGE"", ""city"": ""Kolkata"", ""state"": ""West Bengal"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000429,Person,Tapan Biswas,"{""alias"": ""Chacha Tapan"", ""role"": ""LIEUTENANT"", ""syndicate"": ""SYN-TRF"", ""risk"": 79, ""influence"": 0.764, ""custody"": ""ABSCONDING"", ""city"": ""Guwahati"", ""state"": ""Assam"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000430,Person,Kartik Halder,"{""alias"": ""Pappu Kartik"", ""role"": ""LOGISTICS"", ""syndicate"": ""SYN-TRF"", ""risk"": 58, ""influence"": 0.448, ""custody"": ""ON_BAIL"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000431,Person,Bikash Roy,"{""alias"": ""Bikash Lambu"", ""role"": ""LIEUTENANT"", ""syndicate"": ""SYN-TRF"", ""risk"": 92, ""influence"": 0.767, ""custody"": ""AT_LARGE"", ""city"": ""Gaya"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000432,Person,Mohammed Pathan,"{""alias"": ""Guddu"", ""role"": ""HAWALA_OPERATOR"", ""syndicate"": ""SYN-TRF"", ""risk"": 60, ""influence"": 0.7, ""custody"": ""AT_LARGE"", ""city"": ""Munger"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000433,Person,Subhas Naskar,"{""alias"": ""Subhas Cheetah"", ""role"": ""MULE"", ""syndicate"": ""SYN-TRF"", ""risk"": 37, ""influence"": 0.083, ""custody"": ""AT_LARGE"", ""city"": ""Nuh"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000434,Person,Ibrahim Khan,"{""alias"": ""Ibrahim Raja"", ""role"": ""FIXER"", ""syndicate"": ""SYN-TRF"", ""risk"": 68, ""influence"": 0.5, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000435,Person,Naseer Zaidi,"{""alias"": ""Naseer Chhota"", ""role"": ""LOGISTICS"", ""syndicate"": ""SYN-TRF"", ""risk"": 46, ""influence"": 0.468, ""custody"": ""DECLARED_PO"", ""city"": ""Karimganj"", ""state"": ""Assam"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000436,Person,Shahnawaz Mirza,"{""alias"": """", ""role"": ""LOGISTICS"", ""syndicate"": ""SYN-TRF"", ""risk"": 62, ""influence"": 0.408, ""custody"": ""ABSCONDING"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000437,Person,Farida Khan,"{""alias"": ""Raja"", ""role"": ""RECRUITER"", ""syndicate"": ""SYN-TRF"", ""risk"": 56, ""influence"": 0.467, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Hisar"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000438,Person,Kartik Bose,"{""alias"": ""Baba Kartik"", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-TRF"", ""risk"": 66, ""influence"": 0.24, ""custody"": ""ABSCONDING"", ""city"": ""Hisar"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000439,Person,Gopal Biswas,"{""alias"": """", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-TRF"", ""risk"": 36, ""influence"": 0.231, ""custody"": ""AT_LARGE"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000440,Person,Swapan Gayen,"{""alias"": ""Swapan Pehalwan"", ""role"": ""SHOOTER"", ""syndicate"": ""SYN-TRF"", ""risk"": 78, ""influence"": 0.371, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000441,Person,Tanveer Rahman,"{""alias"": ""Chikna Tanveer"", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-TRF"", ""risk"": 41, ""influence"": 0.242, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Hisar"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000442,Person,Swapan Gayen,"{""alias"": """", ""role"": ""LOGISTICS"", ""syndicate"": ""SYN-TRF"", ""risk"": 56, ""influence"": 0.408, ""custody"": ""DECLARED_PO"", ""city"": ""Solapur"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000443,Person,Salim Zaidi,"{""alias"": """", ""role"": ""MULE"", ""syndicate"": ""SYN-TRF"", ""risk"": 38, ""influence"": 0.066, ""custody"": ""ABSCONDING"", ""city"": ""Sonipat"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000444,Person,Haroon Ansari,"{""alias"": ""Master Haroon"", ""role"": ""LOGISTICS"", ""syndicate"": ""SYN-TRF"", ""risk"": 46, ""influence"": 0.471, ""custody"": ""DECLARED_PO"", ""city"": ""Purnia"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000445,Person,Kartik Das,"{""alias"": """", ""role"": ""COURIER"", ""syndicate"": ""SYN-TRF"", ""risk"": 39, ""influence"": 0.169, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000446,Person,Udaiveer Gupta,"{""alias"": """", ""role"": ""CORRUPT_OFFICIAL"", ""syndicate"": ""SYN-TRF"", ""risk"": 73, ""influence"": 0.563, ""custody"": ""EXTRADITION_PENDING"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000447,Person,Javed Malik,"{""alias"": ""Doctor"", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-TRF"", ""risk"": 68, ""influence"": 0.263, ""custody"": ""ABSCONDING"", ""city"": ""Bengaluru"", ""state"": ""Karnataka"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000448,Person,Gautam Majumdar,"{""alias"": ""Gautam Raja"", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-TRF"", ""risk"": 47, ""influence"": 0.214, ""custody"": ""DECLARED_PO"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000449,Person,Sanjib Bhattacharya,"{""alias"": ""Sanjib Kaana"", ""role"": ""COURIER"", ""syndicate"": ""SYN-TRF"", ""risk"": 38, ""influence"": 0.195, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""Kalaburagi"", ""state"": ""Karnataka"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000450,Person,Neelam Singh,"{""alias"": ""Lambu Neelam"", ""role"": ""FIXER"", ""syndicate"": ""SYN-TRF"", ""risk"": 72, ""influence"": 0.615, ""custody"": ""ON_BAIL"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000451,Person,Munna Chauhan,"{""alias"": """", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-TRF"", ""risk"": 54, ""influence"": 0.215, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Muzaffarpur"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000452,Person,Mushtaq Baig,"{""alias"": ""Tinku Mushtaq"", ""role"": ""MULE"", ""syndicate"": ""SYN-TRF"", ""risk"": 22, ""influence"": 0.088, ""custody"": ""AT_LARGE"", ""city"": ""Gurugram"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000453,Person,Hariom Shukla,"{""alias"": """", ""role"": ""LOGISTICS"", ""syndicate"": ""SYN-TRF"", ""risk"": 60, ""influence"": 0.504, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Hisar"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000454,Person,Gautam Halder,"{""alias"": """", ""role"": ""RECRUITER"", ""syndicate"": ""SYN-TRF"", ""risk"": 54, ""influence"": 0.456, ""custody"": ""AT_LARGE"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000455,Person,Kartik Majumdar,"{""alias"": """", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-TRF"", ""risk"": 59, ""influence"": 0.287, ""custody"": ""ON_BAIL"", ""city"": ""Ballari"", ""state"": ""Karnataka"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000456,Person,Manju Prajapati,"{""alias"": ""Manju Langda"", ""role"": ""MULE"", ""syndicate"": ""SYN-TRF"", ""risk"": 33, ""influence"": 0.075, ""custody"": ""AT_LARGE"", ""city"": ""Gurugram"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000457,Person,Naseer Malik,"{""alias"": ""Chhota"", ""role"": ""FENCE"", ""syndicate"": ""SYN-TRF"", ""risk"": 48, ""influence"": 0.259, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Munger"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000458,Person,Zubair Ahmed,"{""alias"": ""Chacha"", ""role"": ""MULE"", ""syndicate"": ""SYN-TRF"", ""risk"": 17, ""influence"": 0.069, ""custody"": ""ON_BAIL"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000459,Person,Gopal Pal,"{""alias"": ""Bhai"", ""role"": ""CORRUPT_OFFICIAL"", ""syndicate"": ""SYN-TRF"", ""risk"": 59, ""influence"": 0.535, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000460,Person,Anil Pandey,"{""alias"": """", ""role"": ""FINANCIER"", ""syndicate"": ""SYN-TRF"", ""risk"": 66, ""influence"": 0.761, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""Munger"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000461,Person,Palash Sarkar,"{""alias"": ""Palash Kallu"", ""role"": ""MULE"", ""syndicate"": ""SYN-TRF"", ""risk"": 38, ""influence"": 0.077, ""custody"": ""ON_BAIL"", ""city"": ""Hisar"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000462,Person,Kuldeep Pandey,"{""alias"": ""Bhai"", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-TRF"", ""risk"": 51, ""influence"": 0.206, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Guwahati"", ""state"": ""Assam"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000463,Person,Ashim Pal,"{""alias"": ""Ashim Sarkar"", ""role"": ""SHOOTER"", ""syndicate"": ""SYN-TRF"", ""risk"": 70, ""influence"": 0.346, ""custody"": ""DECLARED_PO"", ""city"": ""Kolkata"", ""state"": ""West Bengal"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000464,Person,Vinod Rajput,"{""alias"": """", ""role"": ""KINGPIN"", ""syndicate"": ""SYN-TRF"", ""risk"": 92, ""influence"": 0.83, ""custody"": ""ABSCONDING"", ""city"": ""Guwahati"", ""state"": ""Assam"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000465,Person,Sanjib Das,"{""alias"": """", ""role"": ""CORRUPT_OFFICIAL"", ""syndicate"": ""SYN-TRF"", ""risk"": 63, ""influence"": 0.659, ""custody"": ""ON_BAIL"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000466,Person,Har Prasad Pandey,"{""alias"": """", ""role"": ""HAWALA_OPERATOR"", ""syndicate"": ""SYN-TRF"", ""risk"": 67, ""influence"": 0.783, ""custody"": ""ON_BAIL"", ""city"": ""Guwahati"", ""state"": ""Assam"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000467,Person,Firoz Rahman,"{""alias"": """", ""role"": ""COURIER"", ""syndicate"": ""SYN-TRF"", ""risk"": 53, ""influence"": 0.15, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000468,Person,Gopal Naskar,"{""alias"": ""Raja Gopal"", ""role"": ""SHOOTER"", ""syndicate"": ""SYN-TRF"", ""risk"": 87, ""influence"": 0.384, ""custody"": ""AT_LARGE"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000469,Person,Mohammed Baig,"{""alias"": ""Chhota Mohammed"", ""role"": ""RECRUITER"", ""syndicate"": ""SYN-TRF"", ""risk"": 51, ""influence"": 0.567, ""custody"": ""AT_LARGE"", ""city"": ""Guwahati"", ""state"": ""Assam"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000470,Person,Girdhari Shukla,"{""alias"": """", ""role"": ""RECRUITER"", ""syndicate"": ""SYN-TRF"", ""risk"": 49, ""influence"": 0.475, ""custody"": ""AT_LARGE"", ""city"": ""Gurugram"", ""state"": ""Haryana"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000471,Person,Swapan Dutta,"{""alias"": """", ""role"": ""SHOOTER"", ""syndicate"": ""SYN-TRF"", ""risk"": 74, ""influence"": 0.325, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""New Delhi"", ""state"": ""Delhi"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000472,Person,Manoj Kashyap,"{""alias"": """", ""role"": ""LIEUTENANT"", ""syndicate"": ""SYN-ARM"", ""risk"": 84, ""influence"": 0.667, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Siliguri"", ""state"": ""West Bengal"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000473,Person,Arun Kashyap,"{""alias"": """", ""role"": ""MULE"", ""syndicate"": ""SYN-ARM"", ""risk"": 29, ""influence"": 0.075, ""custody"": ""ON_BAIL"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000474,Person,Prakash Singh,"{""alias"": ""Prakash Guddu"", ""role"": ""LOGISTICS"", ""syndicate"": ""SYN-ARM"", ""risk"": 64, ""influence"": 0.402, ""custody"": ""ABSCONDING"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000475,Person,Tanveer Pathan,"{""alias"": """", ""role"": ""MULE"", ""syndicate"": ""SYN-ARM"", ""risk"": 17, ""influence"": 0.092, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Giridih"", ""state"": ""Jharkhand"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000476,Person,Imran Rahman,"{""alias"": """", ""role"": ""MULE"", ""syndicate"": ""SYN-ARM"", ""risk"": 19, ""influence"": 0.073, ""custody"": ""ON_BAIL"", ""city"": ""Gwalior"", ""state"": ""Madhya Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000477,Person,Tanveer Farooqui,"{""alias"": """", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-ARM"", ""risk"": 60, ""influence"": 0.285, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""Gwalior"", ""state"": ""Madhya Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000478,Person,Triloki Tiwari,"{""alias"": ""Langda"", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-ARM"", ""risk"": 55, ""influence"": 0.27, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""Purnia"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000479,Person,Balbir Baghel,"{""alias"": """", ""role"": ""LOGISTICS"", ""syndicate"": ""SYN-ARM"", ""risk"": 47, ""influence"": 0.634, ""custody"": ""ON_BAIL"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 1}"
P000480,Person,Tanveer Farooqui,"{""alias"": ""Tanveer Dada"", ""role"": ""RECRUITER"", ""syndicate"": ""SYN-ARM"", ""risk"": 72, ""influence"": 0.52, ""custody"": ""ON_BAIL"", ""city"": ""Lucknow"", ""state"": ""Uttar Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000481,Person,Sajid Mansuri,"{""alias"": ""Sajid Tiger"", ""role"": ""COURIER"", ""syndicate"": ""SYN-ARM"", ""risk"": 41, ""influence"": 0.18, ""custody"": ""ON_BAIL"", ""city"": ""Khargone"", ""state"": ""Madhya Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000482,Person,Naresh Mishra,"{""alias"": ""Seth"", ""role"": ""COURIER"", ""syndicate"": ""SYN-ARM"", ""risk"": 42, ""influence"": 0.184, ""custody"": ""AT_LARGE"", ""city"": ""Siwan"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000483,Person,Ibrahim Pathan,"{""alias"": """", ""role"": ""SHOOTER"", ""syndicate"": ""SYN-ARM"", ""risk"": 71, ""influence"": 0.399, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Kolkata"", ""state"": ""West Bengal"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000484,Person,Tanveer Shaikh,"{""alias"": ""Tanveer Nanha"", ""role"": ""LOGISTICS"", ""syndicate"": ""SYN-ARM"", ""risk"": 55, ""influence"": 0.501, ""custody"": ""ABSCONDING"", ""city"": ""Jamtara"", ""state"": ""Jharkhand"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000485,Person,Pramod Kushwaha,"{""alias"": ""Pramod Ustad"", ""role"": ""HAWALA_OPERATOR"", ""syndicate"": ""SYN-ARM"", ""risk"": 75, ""influence"": 0.716, ""custody"": ""DECLARED_PO"", ""city"": ""Khargone"", ""state"": ""Madhya Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000486,Person,Tanveer Khan,"{""alias"": ""Kabootar"", ""role"": ""MULE"", ""syndicate"": ""SYN-ARM"", ""risk"": 32, ""influence"": 0.078, ""custody"": ""ABSCONDING"", ""city"": ""Muzaffarpur"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000487,Person,Ashfaq Zaidi,"{""alias"": """", ""role"": ""RECRUITER"", ""syndicate"": ""SYN-ARM"", ""risk"": 51, ""influence"": 0.411, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Patna"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000488,Person,Aslam Ahmed,"{""alias"": ""Aslam Tiger"", ""role"": ""MULE"", ""syndicate"": ""SYN-ARM"", ""risk"": 15, ""influence"": 0.09, ""custody"": ""DECLARED_PO"", ""city"": ""Jabalpur"", ""state"": ""Madhya Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000489,Person,Jitendra Mishra,"{""alias"": ""Jitendra Kabootar"", ""role"": ""MULE"", ""syndicate"": ""SYN-ARM"", ""risk"": 27, ""influence"": 0.082, ""custody"": ""AT_LARGE"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000490,Person,Ashok Verma,"{""alias"": ""Kallu Ashok"", ""role"": ""CORRUPT_OFFICIAL"", ""syndicate"": ""SYN-ARM"", ""risk"": 69, ""influence"": 0.893, ""custody"": ""UNDER_SURVEILLANCE"", ""city"": ""Aurangabad"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 1}"
P000491,Person,Anil Srivastava,"{""alias"": ""Kallu Anil"", ""role"": ""SHOOTER"", ""syndicate"": ""SYN-ARM"", ""risk"": 90, ""influence"": 0.29, ""custody"": ""ON_BAIL"", ""city"": ""Muzaffarnagar"", ""state"": ""Uttar Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000492,Person,Sunil Nagar,"{""alias"": ""Sunil Anna"", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-ARM"", ""risk"": 49, ""influence"": 0.278, ""custody"": ""AT_LARGE"", ""city"": ""Varanasi"", ""state"": ""Uttar Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000493,Person,Yusuf Saifi,"{""alias"": ""Bada Yusuf"", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-ARM"", ""risk"": 49, ""influence"": 0.292, ""custody"": ""EXTRADITION_PENDING"", ""city"": ""Deoghar"", ""state"": ""Jharkhand"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000494,Person,Yogendra Pandey,"{""alias"": ""Yogendra Pappu"", ""role"": ""INFORMANT"", ""syndicate"": ""SYN-ARM"", ""risk"": 34, ""influence"": 0.188, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""Ranchi"", ""state"": ""Jharkhand"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000495,Person,Firoz Mansuri,"{""alias"": """", ""role"": ""FENCE"", ""syndicate"": ""SYN-ARM"", ""risk"": 64, ""influence"": 0.291, ""custody"": ""AT_LARGE"", ""city"": ""Siwan"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000496,Person,Har Prasad Rajput,"{""alias"": """", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-ARM"", ""risk"": 50, ""influence"": 0.217, ""custody"": ""AT_LARGE"", ""city"": ""Indore"", ""state"": ""Madhya Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000497,Person,Prakash Thakur,"{""alias"": ""Lambu Prakash"", ""role"": ""KINGPIN"", ""syndicate"": ""SYN-ARM"", ""risk"": 95, ""influence"": 0.929, ""custody"": ""ABSCONDING"", ""city"": ""Muzaffarpur"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000498,Person,Chandrabhan Srivastava,"{""alias"": ""Chacha Chandrabhan"", ""role"": ""LIEUTENANT"", ""syndicate"": ""SYN-ARM"", ""risk"": 84, ""influence"": 0.662, ""custody"": ""ABSCONDING"", ""city"": ""Gwalior"", ""state"": ""Madhya Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000499,Person,Chandrabhan Pandey,"{""alias"": ""Doctor"", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-ARM"", ""risk"": 40, ""influence"": 0.206, ""custody"": ""AT_LARGE"", ""city"": ""Mumbai"", ""state"": ""Maharashtra"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000500,Person,Wasim Rahman,"{""alias"": ""Wasim Kabootar"", ""role"": ""RECRUITER"", ""syndicate"": ""SYN-ARM"", ""risk"": 50, ""influence"": 0.586, ""custody"": ""IN_JUDICIAL_CUSTODY"", ""city"": ""Muzaffarpur"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000501,Person,Rafiq Siddiqui,"{""alias"": ""Rafiq Kallu"", ""role"": ""MULE"", ""syndicate"": ""SYN-ARM"", ""risk"": 30, ""influence"": 0.092, ""custody"": ""AT_LARGE"", ""city"": ""Jaunpur"", ""state"": ""Uttar Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000502,Person,Ramesh Nagar,"{""alias"": ""Kallu"", ""role"": ""CORRUPT_OFFICIAL"", ""syndicate"": ""SYN-ARM"", ""risk"": 54, ""influence"": 0.681, ""custody"": ""ABSCONDING"", ""city"": ""Begusarai"", ""state"": ""Bihar"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
P000503,Person,Kavita Nishad,"{""alias"": """", ""role"": ""FIELD_OPERATIVE"", ""syndicate"": ""SYN-ARM"", ""risk"": 47, ""influence"": 0.25, ""custody"": ""ABSCONDING"", ""city"": ""Azamgarh"", ""state"": ""Uttar Pradesh"", ""person_type"": ""CRIMINAL"", ""bridge"": 0}"
