person_id,name,syndicate_id,syndicate_code,role
P000390,Chitra Mudaliar,ORG000005,SYN-MIN,FIELD_OPERATIVE
P000391,Mallikarjun Desai,ORG000005,SYN-MIN,RECRUITER
P000392,Palanisamy Raja,ORG000005,SYN-MIN,MULE
P000393,Anbu Muthusamy,ORG000005,SYN-MIN,FIELD_OPERATIVE
P000394,Pramod Shukla,ORG000005,SYN-MIN,FIELD_OPERATIVE
P000395,Kannan Annadurai,ORG000005,SYN-MIN,FIXER
P000396,Netrapal Nishad,ORG000005,SYN-MIN,INFORMANT
P000397,Selvam Gounder,ORG000005,SYN-MIN,KINGPIN
P000398,Girish Hiremath,ORG000005,SYN-MIN,FIELD_OPERATIVE
P000399,Netrapal Bhardwaj,ORG000005,SYN-MIN,MULE
P000400,Mallikarjun Hiremath,ORG000005,SYN-MIN,SHOOTER
P000401,Rajendran Subramanian,ORG000005,SYN-MIN,TECH_HANDLER
P000402,Sanjay Dubey,ORG000005,SYN-MIN,FIELD_OPERATIVE
P000403,Saravanan Mudaliar,ORG000005,SYN-MIN,INFORMANT
P000404,Elango Annadurai,ORG000005,SYN-MIN,FIELD_OPERATIVE
P000405,Om Prakash Chauhan,ORG000005,SYN-MIN,FIXER
P000406,Triloki Dubey,ORG000005,SYN-MIN,SHOOTER
P000407,Ajay Prajapati,ORG000005,SYN-MIN,LOGISTICS
P000408,Manjunath Gowda,ORG000005,SYN-MIN,FIELD_OPERATIVE
P000409,Sanjay Nagar,ORG000005,SYN-MIN,INFORMANT
P000410,Arun Maurya,ORG000005,SYN-MIN,LOGISTICS
P000411,Kumaraswamy Kulkarni,ORG000005,SYN-MIN,FIELD_OPERATIVE
P000412,Lokesh Chikkanna,ORG000005,SYN-MIN,MULE
P000413,Selvam Kurup,ORG000005,SYN-MIN,COURIER
P000414,Thangaraj Rajendran,ORG000005,SYN-MIN,MULE
P000415,Vinod Thakur,ORG000005,SYN-MIN,COURIER
P000416,Manikandan Annadurai,ORG000005,SYN-MIN,MULE
P000417,Yogendra Tomar,ORG000006,SYN-TRF,LOGISTICS
P000418,Gopal Naskar,ORG000006,SYN-TRF,FIXER
P000419,Palash Mistry,ORG000006,SYN-TRF,TECH_HANDLER
P000420,Shahnawaz Hussain,ORG000006,SYN-TRF,MULE
P000421,Yusuf Hussain,ORG000006,SYN-TRF,RECRUITER
P000422,Debashish Biswas,ORG000006,SYN-TRF,MULE
P000423,Sikha Halder,ORG000006,SYN-TRF,COURIER
P000424,Shanti Dubey,ORG000006,SYN-TRF,RECRUITER
P000425,Nirmal Chakraborty,ORG000006,SYN-TRF,TECH_HANDLER
P000426,Ibrahim Mirza,ORG000006,SYN-TRF,LIEUTENANT
P000427,Naseer Baig,ORG000006,SYN-TRF,SHOOTER
P000428,Sajid Farooqui,ORG000006,SYN-TRF,SHOOTER
P000429,Tapan Biswas,ORG000006,SYN-TRF,LIEUTENANT
P000430,Kartik Halder,ORG000006,SYN-TRF,LOGISTICS
P000431,Bikash Roy,ORG000006,SYN-TRF,LIEUTENANT
P000432,Mohammed Pathan,ORG000006,SYN-TRF,HAWALA_OPERATOR
P000433,Subhas Naskar,ORG000006,SYN-TRF,MULE
P000434,Ibrahim Khan,ORG000006,SYN-TRF,FIXER
P000435,Naseer Zaidi,ORG000006,SYN-TRF,LOGISTICS
P000436,Shahnawaz Mirza,ORG000006,SYN-TRF,LOGISTICS
P000437,Farida Khan,ORG000006,SYN-TRF,RECRUITER
P000438,Kartik Bose,ORG000006,SYN-TRF,FIELD_OPERATIVE
P000439,Gopal Biswas,ORG000006,SYN-TRF,FIELD_OPERATIVE
P000440,Swapan Gayen,ORG000006,SYN-TRF,SHOOTER
P000441,Tanveer Rahman,ORG000006,SYN-TRF,FIELD_OPERATIVE
P000442,Swapan Gayen,ORG000006,SYN-TRF,LOGISTICS
P000443,Salim Zaidi,ORG000006,SYN-TRF,MULE
P000444,Haroon Ansari,ORG000006,SYN-TRF,LOGISTICS
P000445,Kartik Das,ORG000006,SYN-TRF,COURIER
P000446,Udaiveer Gupta,ORG000006,SYN-TRF,CORRUPT_OFFICIAL
P000447,Javed Malik,ORG000006,SYN-TRF,FIELD_OPERATIVE
P000448,Gautam Majumdar,ORG000006,SYN-TRF,FIELD_OPERATIVE
P000449,Sanjib Bhattacharya,ORG000006,SYN-TRF,COURIER
P000450,Neelam Singh,ORG000006,SYN-TRF,FIXER
P000451,Munna Chauhan,ORG000006,SYN-TRF,FIELD_OPERATIVE
P000452,Mushtaq Baig,ORG000006,SYN-TRF,MULE
P000453,Hariom Shukla,ORG000006,SYN-TRF,LOGISTICS
P000454,Gautam Halder,ORG000006,SYN-TRF,RECRUITER
P000455,Kartik Majumdar,ORG000006,SYN-TRF,FIELD_OPERATIVE
P000456,Manju Prajapati,ORG000006,SYN-TRF,MULE
P000457,Naseer Malik,ORG000006,SYN-TRF,FENCE
P000458,Zubair Ahmed,ORG000006,SYN-TRF,MULE
P000459,Gopal Pal,ORG000006,SYN-TRF,CORRUPT_OFFICIAL
P000460,Anil Pandey,ORG000006,SYN-TRF,FINANCIER
P000461,Palash Sarkar,ORG000006,SYN-TRF,MULE
P000462,Kuldeep Pandey,ORG000006,SYN-TRF,FIELD_OPERATIVE
P000463,Ashim Pal,ORG000006,SYN-TRF,SHOOTER
P000464,Vinod Rajput,ORG000006,SYN-TRF,KINGPIN
P000465,Sanjib Das,ORG000006,SYN-TRF,CORRUPT_OFFICIAL
P000466,Har Prasad Pandey,ORG000006,SYN-TRF,HAWALA_OPERATOR
P000467,Firoz Rahman,ORG000006,SYN-TRF,COURIER
P000468,Gopal Naskar,ORG000006,SYN-TRF,SHOOTER
P000469,Mohammed Baig,ORG000006,SYN-TRF,RECRUITER
P000470,Girdhari Shukla,ORG000006,SYN-TRF,RECRUITER
P000471,Swapan Dutta,ORG000006,SYN-TRF,SHOOTER
P000472,Manoj Kashyap,ORG000007,SYN-ARM,LIEUTENANT
P000473,Arun Kashyap,ORG000007,SYN-ARM,MULE
P000474,Prakash Singh,ORG000007,SYN-ARM,LOGISTICS
P000475,Tanveer Pathan,ORG000007,SYN-ARM,MULE
P000476,Imran Rahman,ORG000007,SYN-ARM,MULE
P000477,Tanveer Farooqui,ORG000007,SYN-ARM,FIELD_OPERATIVE
P000478,Triloki Tiwari,ORG000007,SYN-ARM,FIELD_OPERATIVE
P000479,Balbir Baghel,ORG000007,SYN-ARM,LOGISTICS
P000480,Tanveer Farooqui,ORG000007,SYN-ARM,RECRUITER
P000481,Sajid Mansuri,ORG000007,SYN-ARM,COURIER
P000482,Naresh Mishra,ORG000007,SYN-ARM,COURIER
P000483,Ibrahim Pathan,ORG000007,SYN-ARM,SHOOTER
P000484,Tanveer Shaikh,ORG000007,SYN-ARM,LOGISTICS
P000485,Pramod Kushwaha,ORG000007,SYN-ARM,HAWALA_OPERATOR
P000486,Tanveer Khan,ORG000007,SYN-ARM,MULE
P000487,Ashfaq Zaidi,ORG000007,SYN-ARM,RECRUITER
P000488,Aslam Ahmed,ORG000007,SYN-ARM,MULE
P000489,Jitendra Mishra,ORG000007,SYN-ARM,MULE
P000490,Ashok Verma,ORG000007,SYN-ARM,CORRUPT_OFFICIAL
P000491,Anil Srivastava,ORG000007,SYN-ARM,SHOOTER
P000492,Sunil Nagar,ORG000007,SYN-ARM,FIELD_OPERATIVE
P000493,Yusuf Saifi,ORG000007,SYN-ARM,FIELD_OPERATIVE
P000494,Yogendra Pandey,ORG000007,SYN-ARM,INFORMANT
P000495,Firoz Mansuri,ORG000007,SYN-ARM,FENCE
P000496,Har Prasad Rajput,ORG000007,SYN-ARM,FIELD_OPERATIVE
P000497,Prakash Thakur,ORG000007,SYN-ARM,KINGPIN
P000498,Chandrabhan Srivastava,ORG000007,SYN-ARM,LIEUTENANT
P000499,Chandrabhan Pandey,ORG000007,SYN-ARM,FIELD_OPERATIVE
P000500,Wasim Rahman,ORG000007,SYN-ARM,RECRUITER
P000501,Rafiq Siddiqui,ORG000007,SYN-ARM,MULE
P000502,Ramesh Nagar,ORG000007,SYN-ARM,CORRUPT_OFFICIAL
P000503,Kavita Nishad,ORG000007,SYN-ARM,FIELD_OPERATIVE
P000504,Jitendra Solanki,ORG000007,SYN-ARM,SHOOTER
P000505,Nazia Khan,ORG000007,SYN-ARM,MULE
P000506,Urmila Prajapati,ORG000007,SYN-ARM,LOGISTICS
P000507,Suresh Nishad,ORG000007,SYN-ARM,FENCE
P000508,Rizwan Ahmed,ORG000007,SYN-ARM,FIELD_OPERATIVE
P000509,Shakeel Mirza,ORG000007,SYN-ARM,RECRUITER
P000510,Nazia Saifi,ORG000007,SYN-ARM,LOGISTICS
P000511,Rafiq Zaidi,ORG000007,SYN-ARM,FENCE
P000512,Firoz Saifi,ORG000007,SYN-ARM,SHOOTER
P000513,Devendra Bhardwaj,ORG000007,SYN-ARM,FIXER
P000514,Rafiq Sheikh,ORG000007,SYN-ARM,LOGISTICS
P000515,Mahesh Chauhan,ORG000007,SYN-ARM,MULE
P000516,Altaf Pathan,ORG000007,SYN-ARM,SHOOTER
P000517,Hariom Sengar,ORG000007,SYN-ARM,MULE
P000518,Rukhsana Rahman,ORG000007,SYN-ARM,LOGISTICS
P000519,Pramod Jaiswal,ORG000008,SYN-VEH,FIXER
P000520,Simranjit Bains,ORG000008,SYN-VEH,LOGISTICS
P000521,Vijay Bhadauria,ORG000008,SYN-VEH,FENCE
P000522,Wasim Malik,ORG000008,SYN-VEH,LOGISTICS
P000523,Triloki Shukla,ORG000008,SYN-VEH,RECRUITER
P000524,Aslam Saifi,ORG000008,SYN-VEH,HAWALA_OPERATOR
P000525,Naseer Ahmed,ORG000008,SYN-VEH,MULE
P000526,Vinod Singh,ORG000008,SYN-VEH,MULE
P000527,Harbhajan Sarao,ORG000008,SYN-VEH,FENCE
P000528,Satnam Sidhu,ORG000008,SYN-VEH,LOGISTICS
P000529,Pramod Baghel,ORG000008,SYN-VEH,RECRUITER
P000530,Ranjit Bajwa,ORG000008,SYN-VEH,FIXER
P000531,Ashfaq Rahman,ORG000008,SYN-VEH,RECRUITER
P000532,Shakeel Rahman,ORG000008,SYN-VEH,SHOOTER
P000533,Jaswant Brar,ORG000008,SYN-VEH,MULE
P000534,Pushpa Awasthi,ORG000008,SYN-VEH,TECH_HANDLER
P000535,Om Prakash Bhardwaj,ORG000008,SYN-VEH,LOGISTICS
P000536,Javed Shaikh,ORG000008,SYN-VEH,FIELD_OPERATIVE
P000537,Harbhajan Bhullar,ORG000008,SYN-VEH,SHOOTER
P000538,Balwinder Gill,ORG000008,SYN-VEH,TECH_HANDLER
P000539,Sandeep Awasthi,ORG000008,SYN-VEH,FENCE
P000540,Tarsem Gill,ORG000008,SYN-VEH,CORRUPT_OFFICIAL
P000541,Javed Alam,ORG000008,SYN-VEH,MULE
P000542,Paramjit Sarao,ORG000008,SYN-VEH,FIELD_OPERATIVE
P000543,Shahnawaz Mansuri,ORG000008,SYN-VEH,HAWALA_OPERATOR
P000544,Iqbal Malik,ORG000008,SYN-VEH,FENCE
P000545,Abdul Alam,ORG000008,SYN-VEH,INFORMANT
P000546,Om Prakash Rathore,ORG000008,SYN-VEH,MULE
P000547,Jarnail Sarao,ORG000008,SYN-VEH,FIELD_OPERATIVE
P000548,Anil Prajapati,ORG000008,SYN-VEH,FIELD_OPERATIVE
P000549,Tanveer Rahman,ORG000008,SYN-VEH,FIELD_OPERATIVE
P000550,Anwar Qureshi,ORG000008,SYN-VEH,COURIER
P000551,Abdul Idrisi,ORG000008,SYN-VEH,LIEUTENANT
P000552,Manju Yadav,ORG000008,SYN-VEH,FIELD_OPERATIVE
P000553,Vijay Rajput,ORG000008,SYN-VEH,LOGISTICS
P000554,Davinder Bhullar,ORG000008,SYN-VEH,FINANCIER
P000555,Dinesh Gupta,ORG000008,SYN-VEH,LIEUTENANT
P000556,Zubair Saifi,ORG000008,SYN-VEH,KINGPIN
P000557,Haroon Pathan,ORG000008,SYN-VEH,TECH_HANDLER
P000558,Mahesh Kushwaha,ORG000008,SYN-VEH,FINANCIER
P000559,Tarsem Singh,ORG000008,SYN-VEH,SHOOTER
P000560,Devendra Bhardwaj,ORG000008,SYN-VEH,FINANCIER
P000561,Nirmal Gill,ORG000008,SYN-VEH,LIEUTENANT
P000562,Yusuf Pathan,ORG000008,SYN-VEH,HAWALA_OPERATOR
P000563,Malkiat Bains,ORG000008,SYN-VEH,CORRUPT_OFFICIAL
P000564,Wasim Khan,ORG000008,SYN-VEH,FINANCIER
P000565,Devendra Tiwari,ORG000008,SYN-VEH,FIELD_OPERATIVE
P000566,Ajay Dubey,ORG000008,SYN-VEH,FIELD_OPERATIVE
P000567,Triloki Yadav,ORG000008,SYN-VEH,FENCE
P000568,Lakhwinder Singh,ORG000008,SYN-VEH,TECH_HANDLER
P000569,Rizwan Qureshi,ORG000008,SYN-VEH,HAWALA_OPERATOR
P000570,Dinesh Dubey,ORG000009,SYN-FIC,COURIER
P000571,Salim Ahmed,ORG000009,SYN-FIC,FIELD_OPERATIVE
P000572,Mohammed Sheikh,ORG000009,SYN-FIC,FIXER
P000573,Sandeep Dixit,ORG000009,SYN-FIC,FENCE
P000574,Ashim Mondal,ORG000009,SYN-FIC,SHOOTER
P000575,Vinod Nagar,ORG000009,SYN-FIC,FENCE
P000576,Anup Chakraborty,ORG000009,SYN-FIC,FIXER
P000577,Nirmal Naskar,ORG000009,SYN-FIC,COURIER
P000578,Nepal Gayen,ORG000009,SYN-FIC,INFORMANT
P000579,Shanti Kushwaha,ORG000009,SYN-FIC,LIEUTENANT
P000580,Nepal Mondal,ORG000009,SYN-FIC,LIEUTENANT
P000581,Shahnawaz Ansari,ORG000009,SYN-FIC,RECRUITER
P000582,Arindam Bhattacharya,ORG000009,SYN-FIC,COURIER
P000583,Arindam Biswas,ORG000009,SYN-FIC,COURIER
P000584,Pradip Sen,ORG000009,SYN-FIC,MULE
P000585,Iqbal Hussain,ORG000009,SYN-FIC,FIXER
P000586,Nirmal Mistry,ORG000009,SYN-FIC,FIELD_OPERATIVE
P000587,Shabana Ahmed,ORG000009,SYN-FIC,FIELD_OPERATIVE
P000588,Tapan Roy,ORG000009,SYN-FIC,RECRUITER
P000589,Ramesh Awasthi,ORG000009,SYN-FIC,LOGISTICS
P000590,Shailendra Kashyap,ORG000009,SYN-FIC,FIELD_OPERATIVE
P000591,Anup Roy,ORG000009,SYN-FIC,FINANCIER
P000592,Sudha Singh,ORG000009,SYN-FIC,FIELD_OPERATIVE
P000593,Ashim Pal,ORG000009,SYN-FIC,FENCE
P000594,Sanjib Majumdar,ORG000009,SYN-FIC,CORRUPT_OFFICIAL
P000595,Faizan Pathan,ORG000009,SYN-FIC,RECRUITER
P000596,Afsana Ahmed,ORG000009,SYN-FIC,SHOOTER
P000597,Anup Roy,ORG000009,SYN-FIC,MULE
P000598,Tanveer Siddiqui,ORG000009,SYN-FIC,LOGISTICS
P000599,Satish Awasthi,ORG000009,SYN-FIC,COURIER
P000600,Shabana Qureshi,ORG000009,SYN-FIC,MULE
P000601,Sarfaraz Chaudhary,ORG000009,SYN-FIC,CORRUPT_OFFICIAL
P000602,Kuldeep Sengar,ORG000009,SYN-FIC,SHOOTER
P000603,Firoz Rahman,ORG000009,SYN-FIC,FIELD_OPERATIVE
P000604,Faizan Malik,ORG000009,SYN-FIC,FIELD_OPERATIVE
P000605,Pradip Chakraborty,ORG000009,SYN-FIC,FIELD_OPERATIVE
P000606,Tanveer Rahman,ORG000009,SYN-FIC,FIELD_OPERATIVE
P000607,Udaiveer Prajapati,ORG000009,SYN-FIC,FIXER
P000608,Shailendra Sengar,ORG000009,SYN-FIC,COURIER
P000609,Pradeep Shukla,ORG000009,SYN-FIC,SHOOTER
P000610,Nirmal Bose,ORG000009,SYN-FIC,KINGPIN
P000611,Rambabu Kumar,ORG000010,SYN-GAN,SHOOTER
P000612,Sudhakar Prasad,ORG000010,SYN-GAN,LIEUTENANT
P000613,Sasmita Behera,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000614,Rajendran Muthusamy,ORG000010,SYN-GAN,FIXER
P000615,Mallesh Yadav,ORG000010,SYN-GAN,LIEUTENANT
P000616,Sudarshan Mallick,ORG000010,SYN-GAN,MULE
P000617,Chandra Shekar Setty,ORG000010,SYN-GAN,MULE
P000618,Basanta Behera,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000619,Prasanna Mallick,ORG000010,SYN-GAN,COURIER
P000620,Saravanan Rajendran,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000621,Revathi Mudaliar,ORG000010,SYN-GAN,SHOOTER
P000622,Trilochan Mohanty,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000623,Saravanan Pillai,ORG000010,SYN-GAN,LOGISTICS
P000624,Balaraju Nallamothu,ORG000010,SYN-GAN,INFORMANT
P000625,Perumal Sundaram,ORG000010,SYN-GAN,KINGPIN
P000626,Murugan Muthusamy,ORG000010,SYN-GAN,COURIER
P000627,Amutha Rajendran,ORG000010,SYN-GAN,RECRUITER
P000628,Vetrivel Gounder,ORG000010,SYN-GAN,LOGISTICS
P000629,Ramulu Reddy,ORG000010,SYN-GAN,MULE
P000630,Bibhuti Mohanty,ORG000010,SYN-GAN,COURIER
P000631,Narsimha Prasad,ORG000010,SYN-GAN,FINANCIER
P000632,Sekar Subramanian,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000633,Arivazhagan Mudaliar,ORG000010,SYN-GAN,LIEUTENANT
P000634,Srinivas Bandari,ORG000010,SYN-GAN,MULE
P000635,Manikandan Annadurai,ORG000010,SYN-GAN,MULE
P000636,Lakshmi Sharma,ORG000010,SYN-GAN,MULE
P000637,Chitra Naicker,ORG000010,SYN-GAN,MULE
P000638,Mallesh Choudary,ORG000010,SYN-GAN,MULE
P000639,Sasmita Behera,ORG000010,SYN-GAN,MULE
P000640,Perumal Palanivel,ORG000010,SYN-GAN,MULE
P000641,Palanisamy Palanivel,ORG000010,SYN-GAN,COURIER
P000642,Bhagaban Panda,ORG000010,SYN-GAN,MULE
P000643,Niranjan Panda,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000644,Nagaraju Rao,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000645,Prasanna Mohanty,ORG000010,SYN-GAN,RECRUITER
P000646,Jagabandhu Sahoo,ORG000010,SYN-GAN,HAWALA_OPERATOR
P000647,Trilochan Rout,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000648,Saravanan Mudaliar,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000649,Srinivas Choudary,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000650,Kumaresan Muthusamy,ORG000010,SYN-GAN,TECH_HANDLER
P000651,Yellaiah Kondapalli,ORG000010,SYN-GAN,MULE
P000652,Basanta Sahoo,ORG000010,SYN-GAN,TECH_HANDLER
P000653,Sudarshan Behera,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000654,Manikandan Rajendran,ORG000010,SYN-GAN,MULE
P000655,Karthik Thevar,ORG000010,SYN-GAN,HAWALA_OPERATOR
P000656,Niranjan Dash,ORG000010,SYN-GAN,COURIER
P000657,Bhagaban Mohanty,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000658,Karthik Annadurai,ORG000010,SYN-GAN,LOGISTICS
P000659,Jagabandhu Munda,ORG000010,SYN-GAN,COURIER
P000660,Srinivas Kondapalli,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000661,Rajendran Thevar,ORG000010,SYN-GAN,FINANCIER
P000662,Akshaya Jena,ORG000010,SYN-GAN,LOGISTICS
P000663,Sabita Sahoo,ORG000010,SYN-GAN,RECRUITER
P000664,Mallesh Naidu,ORG000010,SYN-GAN,MULE
P000665,Pramila Dash,ORG000010,SYN-GAN,FIELD_OPERATIVE
P000666,Hariom Bhardwaj,ORG000011,SYN-PON,FIELD_OPERATIVE
P000667,Pramod Singh,ORG000011,SYN-PON,MULE
P000668,Sarat Rout,ORG000011,SYN-PON,MULE
P000669,Tapan Naskar,ORG000011,SYN-PON,MULE
P000670,Bhagaban Sahoo,ORG000011,SYN-PON,COURIER
P000671,Basanta Jena,ORG000011,SYN-PON,FIELD_OPERATIVE
P000672,Sasmita Mallick,ORG000011,SYN-PON,MULE
P000673,Vijay Dubey,ORG000011,SYN-PON,FIELD_OPERATIVE
P000674,Basanta Pradhan,ORG000011,SYN-PON,FIELD_OPERATIVE
P000675,Naresh Shukla,ORG000011,SYN-PON,MULE
P000676,Kartik Sardar,ORG000011,SYN-PON,MULE
P000677,Bhagaban Dash,ORG000011,SYN-PON,FIELD_OPERATIVE
P000678,Bibhuti Munda,ORG000011,SYN-PON,FIELD_OPERATIVE
P000679,Bandana Sardar,ORG000011,SYN-PON,CORRUPT_OFFICIAL
P000680,Prakash Dubey,ORG000011,SYN-PON,MULE
P000681,Ashim Biswas,ORG000011,SYN-PON,FIELD_OPERATIVE
P000682,Rupa Das,ORG000011,SYN-PON,RECRUITER
P000683,Sanjib Mistry,ORG000011,SYN-PON,FINANCIER
P000684,Sunil Verma,ORG000011,SYN-PON,RECRUITER
P000685,Balbir Mishra,ORG000011,SYN-PON,FENCE
P000686,Arindam Halder,ORG000011,SYN-PON,FIELD_OPERATIVE
P000687,Dinesh Prajapati,ORG000011,SYN-PON,MULE
P000688,Pradip Ghosh,ORG000011,SYN-PON,FIELD_OPERATIVE
P000689,Jagdish Verma,ORG000011,SYN-PON,FINANCIER
P000690,Bimal Majumdar,ORG000011,SYN-PON,MULE
P000691,Arun Gupta,ORG000011,SYN-PON,FINANCIER
P000692,Bimal Halder,ORG000011,SYN-PON,MULE
P000693,Arun Chauhan,ORG000011,SYN-PON,LIEUTENANT
P000694,Gautam Sen,ORG000011,SYN-PON,COURIER
P000695,Basanta Mallick,ORG000011,SYN-PON,KINGPIN
P000696,Jagabandhu Sahoo,ORG000011,SYN-PON,FIELD_OPERATIVE
P000697,Kartik Dutta,ORG000011,SYN-PON,FIELD_OPERATIVE
P000698,Sunil Pandey,ORG000011,SYN-PON,FIELD_OPERATIVE
P000699,Prasanna Jena,ORG000011,SYN-PON,RECRUITER
P000700,Mahesh Yadav,ORG000011,SYN-PON,MULE
P000701,Pradip Naskar,ORG000011,SYN-PON,MULE
P000702,Basanta Jena,ORG000011,SYN-PON,MULE
P000703,Mahesh Saini,ORG000011,SYN-PON,FIELD_OPERATIVE
P000704,Udaiveer Srivastava,ORG000011,SYN-PON,COURIER
P000705,Arindam Mondal,ORG000011,SYN-PON,TECH_HANDLER
P000706,Balbir Baghel,ORG000011,SYN-PON,FIELD_OPERATIVE
P000707,Akshaya Sahoo,ORG000011,SYN-PON,LIEUTENANT
P000708,Rabindra Nayak,ORG000011,SYN-PON,RECRUITER
P000709,Akshaya Sahoo,ORG000011,SYN-PON,RECRUITER
P000710,Sujoy Bhattacharya,ORG000011,SYN-PON,CORRUPT_OFFICIAL
P000711,Vijay Singh,ORG000011,SYN-PON,INFORMANT
P000712,Basanta Panda,ORG000011,SYN-PON,FIELD_OPERATIVE
P000713,Aarti More,ORG000012,SYN-BET,RECRUITER
P000714,Divyesh Vaghela,ORG000012,SYN-BET,MULE
P000715,Imran Farooqui,ORG000012,SYN-BET,FIELD_OPERATIVE
P000716,Vaishnavi Kadam,ORG000012,SYN-BET,FIELD_OPERATIVE
P000717,Hitesh Zala,ORG000012,SYN-BET,CORRUPT_OFFICIAL
P000718,Haroon Pathan,ORG000012,SYN-BET,FIELD_OPERATIVE
P000719,Yusuf Khan,ORG000012,SYN-BET,MULE
P000720,Manisha Patil,ORG000012,SYN-BET,FIELD_OPERATIVE
P000721,Munna Kushwaha,ORG000012,SYN-BET,FIELD_OPERATIVE
P000722,Ashwin Shah,ORG000012,SYN-BET,LIEUTENANT
P000723,Ketan Prajapati,ORG000012,SYN-BET,FINANCIER
P000724,Pandurang Naik,ORG000012,SYN-BET,FINANCIER
P000725,Altaf Khan,ORG000012,SYN-BET,LIEUTENANT
P000726,Rahul Rane,ORG000012,SYN-BET,COURIER
P000727,Vishal More,ORG000012,SYN-BET,MULE
P000728,Netrapal Saini,ORG000012,SYN-BET,RECRUITER
P000729,Vinod Bhadauria,ORG000012,SYN-BET,LIEUTENANT
P000730,Arif Mansuri,ORG000012,SYN-BET,FINANCIER
P000731,Aarti Shinde,ORG000012,SYN-BET,CORRUPT_OFFICIAL
P000732,Bhaskar Shinde,ORG000012,SYN-BET,FIELD_OPERATIVE
P000733,Kalpesh Solanki,ORG000012,SYN-BET,MULE
P000734,Bhaskar Kadam,ORG000012,SYN-BET,MULE
P000735,Vipul Parmar,ORG000012,SYN-BET,TECH_HANDLER
P000736,Sunil Yadav,ORG000012,SYN-BET,FIELD_OPERATIVE
P000737,Sachin Patil,ORG000012,SYN-BET,KINGPIN
P000738,Dharmesh Joshi,ORG000012,SYN-BET,FINANCIER
P000739,Har Prasad Gupta,ORG000012,SYN-BET,RECRUITER
P000740,Faizan Baig,ORG000012,SYN-BET,FIELD_OPERATIVE
P000741,Trupti Parmar,ORG000012,SYN-BET,HAWALA_OPERATOR
P000742,Smita Sawant,ORG000012,SYN-BET,FIELD_OPERATIVE
P000743,Har Prasad Sharma,ORG000012,SYN-BET,FIELD_OPERATIVE
P000744,Hardik Thakor,ORG000012,SYN-BET,COURIER
P000745,Paresh Rabari,ORG000012,SYN-BET,FIELD_OPERATIVE
P000746,Swapnil Kadam,ORG000012,SYN-BET,FIELD_OPERATIVE
P000747,Jitendra Bhardwaj,ORG000012,SYN-BET,FENCE
P000748,Divyesh Desai,ORG000012,SYN-BET,FINANCIER
P000749,Shyamlal Bhardwaj,ORG000012,SYN-BET,FIELD_OPERATIVE
P000750,Nadeem Khan,ORG000012,SYN-BET,RECRUITER
P000751,Devendra Maurya,ORG000012,SYN-BET,FIELD_OPERATIVE
P000752,Mitesh Shah,ORG000012,SYN-BET,FIELD_OPERATIVE
P000753,Chandrabhan Shukla,ORG000012,SYN-BET,FIELD_OPERATIVE
P000754,Dharmesh Makwana,ORG000012,SYN-BET,FIELD_OPERATIVE
P000755,Nilesh Bhoir,ORG000012,SYN-BET,MULE
P000756,Shakeel Malik,ORG000012,SYN-BET,TECH_HANDLER
P000757,Ashfaq Rahman,ORG000012,SYN-BET,RECRUITER
P000758,Ibrahim Shaikh,ORG000012,SYN-BET,FIELD_OPERATIVE
P000759,Devendra Chauhan,ORG000012,SYN-BET,MULE
P000760,Ashfaq Shaikh,ORG000012,SYN-BET,FIELD_OPERATIVE
P000761,Mahesh Pandey,ORG000012,SYN-BET,LOGISTICS
P000762,Nilesh Shinde,ORG000012,SYN-BET,FIELD_OPERATIVE
P000763,Randhir Tiwari,ORG000012,SYN-BET,MULE
P000764,Om Prakash Maurya,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000765,Salim Shaikh,ORG000013,SYN-KDN,HAWALA_OPERATOR
P000766,Balbir Shukla,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000767,Balbir Dixit,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000768,Prakash Gupta,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000769,Shakeel Siddiqui,ORG000013,SYN-KDN,INFORMANT
P000770,Pradeep Bhardwaj,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000771,Chandrabhan Bhardwaj,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000772,Abdul Chaudhary,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000773,Shakuntala Nishad,ORG000013,SYN-KDN,FINANCIER
P000774,Naseer Farooqui,ORG000013,SYN-KDN,SHOOTER
P000775,Shakeel Idrisi,ORG000013,SYN-KDN,FIELD_OPERATIVE
P000776,Ibrahim Alam,ORG000013,SYN-KDN,FINANCIER
