person_id,account_id,relation,from_date,to_date
P000331,AC000608,HOLDER,2022-11-05,
P000331,AC000609,HOLDER,2015-09-30,
P000331,AC000610,HOLDER,2013-11-04,
P000332,AC000611,HOLDER,2022-02-03,
P000332,AC000612,HOLDER,2021-01-26,
P000332,AC000613,HOLDER,2017-12-18,
P000332,AC000614,HOLDER,2016-08-02,
P000332,AC000615,HOLDER,2022-04-04,
P000333,AC000616,HOLDER,2015-05-26,
P000334,AC000617,HOLDER,2016-08-05,
P000334,AC000618,HOLDER,2013-11-24,
P000334,AC000619,HOLDER,2023-08-19,
P000335,AC000620,HOLDER,2022-04-05,
P000335,AC000621,HOLDER,2019-11-16,
P000335,AC000622,HOLDER,2026-01-19,
P000335,AC000623,HOLDER,2018-12-18,
P000336,AC000624,HOLDER,2019-01-07,
P000337,AC000625,HOLDER,2022-11-24,
P000338,AC000626,HOLDER,2025-02-25,
P000339,AC000627,HOLDER,2025-06-30,
P000339,AC000628,HOLDER,2015-02-04,
P000339,AC000629,HOLDER,2024-12-18,
P000340,AC000630,HOLDER,2019-02-11,
P000340,AC000631,HOLDER,2025-08-28,
P000341,AC000632,HOLDER,2020-10-11,
P000342,AC000633,HOLDER,2024-02-16,
P000342,AC000634,HOLDER,2013-08-13,
P000343,AC000635,HOLDER,2019-10-14,
P000343,AC000636,HOLDER,2014-06-09,
P000343,AC000637,HOLDER,2021-08-31,
P000343,AC000638,HOLDER,2017-12-12,
P000344,AC000639,HOLDER,2023-09-24,
P000344,AC000640,HOLDER,2020-10-11,
P000344,AC000641,HOLDER,2017-11-17,
P000345,AC000642,HOLDER,2023-04-06,
P000345,AC000643,HOLDER,2013-09-11,
P000346,AC000644,HOLDER,2019-09-27,
P000346,AC000645,HOLDER,2023-01-25,
P000347,AC000646,HOLDER,2018-02-12,
P000347,AC000647,HOLDER,2017-07-27,
P000348,AC000648,HOLDER,2021-09-04,
P000349,AC000649,HOLDER,2019-10-14,
P000349,AC000650,HOLDER,2020-02-28,
P000350,AC000651,HOLDER,2017-09-03,
P000351,AC000652,HOLDER,2019-11-18,
P000351,AC000653,HOLDER,2023-08-25,
P000351,AC000654,HOLDER,2024-04-29,
P000352,AC000655,HOLDER,2020-10-03,
P000353,AC000656,HOLDER,2016-01-30,
P000354,AC000657,HOLDER,2021-08-24,
P000355,AC000658,HOLDER,2019-03-26,
P000355,AC000659,HOLDER,2018-10-31,
P000356,AC000660,HOLDER,2018-09-01,
P000356,AC000661,HOLDER,2021-02-18,
P000356,AC000662,HOLDER,2024-09-16,
P000357,AC000663,HOLDER,2019-08-21,
P000358,AC000664,HOLDER,2019-04-05,
P000359,AC000665,HOLDER,2014-08-30,
P000359,AC000666,HOLDER,2021-02-15,
P000360,AC000667,HOLDER,2014-12-31,
P000361,AC000668,HOLDER,2021-08-19,
P000362,AC000669,HOLDER,2017-05-15,
P000363,AC000670,HOLDER,2018-03-09,
P000363,AC000671,HOLDER,2026-01-13,
P000364,AC000672,HOLDER,2018-08-05,
P000365,AC000673,HOLDER,2021-02-02,
P000366,AC000674,HOLDER,2025-03-09,
P000366,AC000675,HOLDER,2022-07-30,
P000367,AC000676,HOLDER,2018-09-30,
P000368,AC000677,HOLDER,2017-04-20,
P000368,AC000678,HOLDER,2024-03-02,
P000368,AC000679,HOLDER,2017-05-08,
P000368,AC000680,HOLDER,2024-06-19,
P000368,AC000681,HOLDER,2016-11-01,
P000369,AC000682,HOLDER,2014-08-26,
P000370,AC000683,HOLDER,2016-02-04,
P000370,AC000684,HOLDER,2026-04-09,
P000371,AC000685,HOLDER,2016-02-02,
P000371,AC000686,HOLDER,2019-07-02,
P000372,AC000687,HOLDER,2025-08-17,
P000372,AC000688,HOLDER,2015-05-12,
P000372,AC000689,HOLDER,2020-04-27,
P000373,AC000690,HOLDER,2024-05-12,
P000374,AC000691,HOLDER,2023-01-26,
P000375,AC000692,HOLDER,2016-04-23,
P000375,AC000693,HOLDER,2022-07-19,
P000375,AC000694,HOLDER,2015-04-24,
P000376,AC000695,HOLDER,2022-09-21,
P000377,AC000696,HOLDER,2021-07-30,
P000378,AC000697,HOLDER,2021-02-07,
P000378,AC000698,HOLDER,2014-06-03,
P000379,AC000699,HOLDER,2016-10-02,
P000379,AC000700,HOLDER,2014-11-21,
P000380,AC000701,HOLDER,2017-10-28,
P000380,AC000702,HOLDER,2023-10-17,
P000381,AC000703,HOLDER,2017-12-03,
P000381,AC000704,HOLDER,2026-04-21,
P000382,AC000705,HOLDER,2017-04-23,
P000383,AC000706,HOLDER,2022-02-08,
P000384,AC000707,HOLDER,2017-03-24,
P000385,AC000708,HOLDER,2016-07-16,
P000385,AC000709,HOLDER,2025-01-10,
P000386,AC000710,HOLDER,2024-05-26,
P000387,AC000711,HOLDER,2018-03-15,
P000387,AC000712,HOLDER,2021-04-10,
P000388,AC000713,HOLDER,2018-10-14,
P000389,AC000714,HOLDER,2021-02-28,
P000389,AC000715,HOLDER,2020-05-13,
P000390,AC000716,HOLDER,2018-02-14,
P000391,AC000717,HOLDER,2026-03-23,
P000392,AC000718,HOLDER,2024-07-24,
P000392,AC000719,HOLDER,2013-07-29,
P000392,AC000720,HOLDER,2015-05-26,
P000393,AC000721,HOLDER,2021-09-29,
P000394,AC000722,HOLDER,2013-04-08,
P000394,AC000723,HOLDER,2025-01-09,
P000395,AC000724,HOLDER,2023-07-20,
P000396,AC000725,HOLDER,2023-01-25,
P000397,AC000726,HOLDER,2022-05-23,
P000397,AC000727,HOLDER,2015-03-02,
P000397,AC000728,HOLDER,2023-12-22,
P000398,AC000729,HOLDER,2017-04-16,
P000399,AC000730,HOLDER,2024-08-06,
P000400,AC000731,HOLDER,2017-11-20,
P000401,AC000732,HOLDER,2013-02-16,
P000401,AC000733,HOLDER,2016-08-15,
P000401,AC000734,HOLDER,2025-10-08,
P000402,AC000735,HOLDER,2023-03-19,
P000403,AC000736,HOLDER,2019-06-25,
P000403,AC000737,HOLDER,2023-09-21,
P000404,AC000738,HOLDER,2023-05-12,
P000404,AC000739,HOLDER,2021-06-26,
P000405,AC000740,HOLDER,2014-04-30,
P000406,AC000741,HOLDER,2026-05-11,
P000407,AC000742,HOLDER,2013-05-02,
P000408,AC000743,HOLDER,2017-09-14,
P000408,AC000744,HOLDER,2020-12-23,
P000409,AC000745,HOLDER,2017-04-17,
P000410,AC000746,HOLDER,2015-03-19,
P000411,AC000747,HOLDER,2019-07-16,
P000412,AC000748,HOLDER,2020-09-27,
P000412,AC000749,HOLDER,2018-01-21,
P000412,AC000750,HOLDER,2013-07-18,
P000413,AC000751,HOLDER,2020-07-23,
P000414,AC000752,HOLDER,2013-08-22,
P000414,AC000753,HOLDER,2024-08-22,
P000414,AC000754,HOLDER,2018-06-24,
P000415,AC000755,HOLDER,2017-04-14,
P000415,AC000756,HOLDER,2014-06-26,
P000416,AC000757,HOLDER,2024-01-28,
P000416,AC000758,HOLDER,2026-04-10,
P000416,AC000759,HOLDER,2023-10-25,
P000417,AC000760,HOLDER,2019-05-26,
P000418,AC000761,HOLDER,2023-09-28,
P000418,AC000762,HOLDER,2017-06-02,
P000419,AC000763,HOLDER,2023-06-18,
P000419,AC000764,HOLDER,2021-03-21,
P000419,AC000765,HOLDER,2013-12-10,
P000420,AC000766,HOLDER,2020-12-04,
P000420,AC000767,HOLDER,2017-02-04,
P000421,AC000768,HOLDER,2024-10-13,
P000421,AC000769,HOLDER,2015-02-11,
P000422,AC000770,HOLDER,2022-04-02,
P000422,AC000771,HOLDER,2024-08-08,
P000423,AC000772,HOLDER,2015-05-01,
P000423,AC000773,HOLDER,2021-01-03,
P000424,AC000774,HOLDER,2021-08-17,
P000425,AC000775,HOLDER,2025-05-02,
P000425,AC000776,HOLDER,2020-12-08,
P000426,AC000777,HOLDER,2014-12-14,
P000426,AC000778,HOLDER,2018-12-23,
P000427,AC000779,HOLDER,2021-02-02,
P000428,AC000780,HOLDER,2019-03-04,
P000429,AC000781,HOLDER,2017-11-14,
P000429,AC000782,HOLDER,2024-03-05,
P000430,AC000783,HOLDER,2014-03-23,
P000431,AC000784,HOLDER,2026-03-20,
P000432,AC000785,HOLDER,2016-01-29,
P000432,AC000786,HOLDER,2022-11-03,
P000432,AC000787,HOLDER,2025-03-15,
P000432,AC000788,HOLDER,2026-01-06,
P000433,AC000789,HOLDER,2017-01-02,
P000434,AC000790,HOLDER,2015-12-11,
P000435,AC000791,HOLDER,2017-06-10,
P000436,AC000792,HOLDER,2017-09-07,
P000436,AC000793,HOLDER,2024-01-29,
P000437,AC000794,HOLDER,2014-11-13,
P000437,AC000795,HOLDER,2017-06-12,
P000438,AC000796,HOLDER,2015-05-26,
P000438,AC000797,HOLDER,2013-04-02,
P000439,AC000798,HOLDER,2014-10-02,
P000440,AC000799,HOLDER,2023-08-30,
P000441,AC000800,HOLDER,2026-04-24,
P000441,AC000801,HOLDER,2019-01-11,
P000442,AC000802,HOLDER,2024-09-29,
P000442,AC000803,HOLDER,2016-01-07,
P000443,AC000804,HOLDER,2022-01-05,
P000443,AC000805,HOLDER,2018-01-07,
P000444,AC000806,HOLDER,2022-04-18,
P000445,AC000807,HOLDER,2018-05-05,
P000446,AC000808,HOLDER,2014-04-19,
P000446,AC000809,HOLDER,2018-09-02,
P000447,AC000810,HOLDER,2014-02-28,
P000448,AC000811,HOLDER,2013-02-03,
P000449,AC000812,HOLDER,2024-11-12,
P000450,AC000813,HOLDER,2020-03-24,
P000450,AC000814,HOLDER,2013-07-19,
P000451,AC000815,HOLDER,2022-03-28,
P000452,AC000816,HOLDER,2023-05-12,
P000452,AC000817,HOLDER,2019-10-05,
P000452,AC000818,HOLDER,2016-05-21,
P000453,AC000819,HOLDER,2025-08-05,
P000453,AC000820,HOLDER,2017-05-28,
P000454,AC000821,HOLDER,2018-04-08,
P000455,AC000822,HOLDER,2018-07-30,
P000456,AC000823,HOLDER,2022-10-05,
P000457,AC000824,HOLDER,2013-02-27,
P000457,AC000825,HOLDER,2018-07-09,
P000458,AC000826,HOLDER,2024-10-13,
P000458,AC000827,HOLDER,2016-09-21,
P000458,AC000828,HOLDER,2016-05-28,
P000459,AC000829,HOLDER,2019-08-18,
P000460,AC000830,HOLDER,2015-03-30,
P000460,AC000831,HOLDER,2018-12-29,
P000460,AC000832,HOLDER,2015-07-26,
P000461,AC000833,HOLDER,2019-09-08,
P000461,AC000834,HOLDER,2020-07-06,
P000462,AC000835,HOLDER,2022-02-11,
P000462,AC000836,HOLDER,2023-05-06,
P000463,AC000837,HOLDER,2021-11-16,
P000464,AC000838,HOLDER,2014-07-02,
P000464,AC000839,HOLDER,2017-01-10,
P000464,AC000840,HOLDER,2017-01-04,
P000464,AC000841,HOLDER,2016-01-08,
P000465,AC000842,HOLDER,2014-11-14,
P000466,AC000843,HOLDER,2024-11-20,
P000466,AC000844,HOLDER,2023-12-13,
P000466,AC000845,HOLDER,2025-09-05,
P000466,AC000846,HOLDER,2023-08-30,
P000466,AC000847,HOLDER,2020-11-06,
P000467,AC000848,HOLDER,2015-03-01,
P000467,AC000849,HOLDER,2021-01-08,
P000468,AC000850,HOLDER,2014-03-01,
P000469,AC000851,HOLDER,2024-06-10,
P000469,AC000852,HOLDER,2026-06-06,
P000470,AC000853,HOLDER,2023-05-16,
P000470,AC000854,HOLDER,2014-09-29,
P000471,AC000855,HOLDER,2017-08-24,
P000472,AC000856,HOLDER,2021-02-10,
P000473,AC000857,HOLDER,2024-03-04,
P000473,AC000858,HOLDER,2014-12-05,
P000473,AC000859,HOLDER,2020-06-01,
P000474,AC000860,HOLDER,2013-05-31,
P000475,AC000861,HOLDER,2018-11-11,
P000475,AC000862,HOLDER,2023-04-19,
P000475,AC000863,HOLDER,2020-07-27,
P000476,AC000864,HOLDER,2017-12-14,
P000477,AC000865,HOLDER,2019-06-09,
P000478,AC000866,HOLDER,2016-08-11,
P000479,AC000867,HOLDER,2022-09-06,
P000480,AC000868,HOLDER,2021-03-26,
P000480,AC000869,HOLDER,2013-04-03,
P000481,AC000870,HOLDER,2019-04-04,
P000481,AC000871,HOLDER,2022-06-30,
P000482,AC000872,HOLDER,2018-06-15,
P000483,AC000873,HOLDER,2014-10-17,
P000484,AC000874,HOLDER,2021-11-06,
P000485,AC000875,HOLDER,2017-01-17,
P000485,AC000876,HOLDER,2019-12-06,
P000485,AC000877,HOLDER,2016-12-30,
P000486,AC000878,HOLDER,2017-12-04,
P000487,AC000879,HOLDER,2025-04-06,
P000488,AC000880,HOLDER,2014-05-08,
P000489,AC000881,HOLDER,2016-09-16,
P000490,AC000882,HOLDER,2021-03-28,
P000491,AC000883,HOLDER,2020-02-15,
P000491,AC000884,HOLDER,2020-05-14,
P000492,AC000885,HOLDER,2022-07-09,
P000492,AC000886,HOLDER,2018-06-15,
P000493,AC000887,HOLDER,2015-10-29,
P000493,AC000888,HOLDER,2024-09-24,
P000494,AC000889,HOLDER,2018-12-29,
P000494,AC000890,HOLDER,2026-05-05,
P000495,AC000891,HOLDER,2025-09-29,
P000496,AC000892,HOLDER,2024-01-06,
P000496,AC000893,HOLDER,2015-06-03,
P000497,AC000894,HOLDER,2017-03-05,
P000497,AC000895,HOLDER,2021-11-22,
P000498,AC000896,HOLDER,2017-01-14,
P000498,AC000897,HOLDER,2025-04-04,
P000499,AC000898,HOLDER,2017-06-06,
P000500,AC000899,HOLDER,2017-02-19,
P000500,AC000900,HOLDER,2017-07-27,
P000501,AC000901,HOLDER,2013-07-30,
P000501,AC000902,HOLDER,2019-03-27,
P000501,AC000903,HOLDER,2025-03-04,
P000502,AC000904,HOLDER,2020-03-08,
P000502,AC000905,HOLDER,2014-11-21,
P000503,AC000906,HOLDER,2025-10-03,
P000504,AC000907,HOLDER,2024-02-02,
P000505,AC000908,HOLDER,2025-09-14,
P000506,AC000909,HOLDER,2022-09-12,
P000507,AC000910,HOLDER,2015-08-15,
P000507,AC000911,HOLDER,2023-02-02,
P000508,AC000912,HOLDER,2019-05-22,
P000509,AC000913,HOLDER,2016-10-11,
P000510,AC000914,HOLDER,2024-01-15,
P000511,AC000915,HOLDER,2020-11-10,
P000512,AC000916,HOLDER,2015-06-12,
P000513,AC000917,HOLDER,2024-07-24,
P000514,AC000918,HOLDER,2018-02-20,
P000515,AC000919,HOLDER,2024-06-04,
P000515,AC000920,HOLDER,2013-11-22,
P000515,AC000921,HOLDER,2019-10-28,
P000516,AC000922,HOLDER,2024-08-04,
P000516,AC000923,HOLDER,2015-04-30,
P000517,AC000924,HOLDER,2023-02-15,
P000517,AC000925,HOLDER,2014-08-26,
P000518,AC000926,HOLDER,2018-03-17,
P000519,AC000927,HOLDER,2019-06-02,
P000520,AC000928,HOLDER,2020-07-08,
P000521,AC000929,HOLDER,2020-08-17,
P000521,AC000930,HOLDER,2019-02-28,
P000522,AC000931,HOLDER,2017-03-10,
P000522,AC000932,HOLDER,2023-08-09,
P000523,AC000933,HOLDER,2019-04-10,
P000523,AC000934,HOLDER,2016-04-30,
P000524,AC000935,HOLDER,2020-01-11,
P000524,AC000936,HOLDER,2023-09-10,
P000524,AC000937,HOLDER,2018-05-27,
P000525,AC000938,HOLDER,2020-04-04,
P000526,AC000939,HOLDER,2022-03-24,
P000526,AC000940,HOLDER,2024-07-23,
P000526,AC000941,HOLDER,2019-08-12,
P000527,AC000942,HOLDER,2014-08-17,
P000528,AC000943,HOLDER,2015-02-23,
P000529,AC000944,HOLDER,2014-05-14,
P000530,AC000945,HOLDER,2014-10-13,
P000531,AC000946,HOLDER,2015-10-05,
P000532,AC000947,HOLDER,2025-07-04,
P000533,AC000948,HOLDER,2023-04-25,
P000533,AC000949,HOLDER,2018-09-04,
P000533,AC000950,HOLDER,2014-10-23,
P000534,AC000951,HOLDER,2021-01-17,
P000534,AC000952,HOLDER,2013-08-02,
P000535,AC000953,HOLDER,2013-08-19,
P000535,AC000954,HOLDER,2024-07-31,
P000536,AC000955,HOLDER,2018-10-30,
P000537,AC000956,HOLDER,2022-08-10,
P000538,AC000957,HOLDER,2021-08-10,
P000539,AC000958,HOLDER,2023-08-03,
P000539,AC000959,HOLDER,2013-06-21,
P000540,AC000960,HOLDER,2016-05-27,
P000541,AC000961,HOLDER,2017-12-20,
P000542,AC000962,HOLDER,2024-01-18,
P000543,AC000963,HOLDER,2017-03-19,
P000543,AC000964,HOLDER,2017-12-08,
P000543,AC000965,HOLDER,2024-03-15,
P000543,AC000966,HOLDER,2013-05-21,
P000543,AC000967,HOLDER,2017-06-18,
P000544,AC000968,HOLDER,2015-11-21,
P000544,AC000969,HOLDER,2026-03-11,
P000545,AC000970,HOLDER,2022-10-10,
P000546,AC000971,HOLDER,2017-10-03,
P000546,AC000972,HOLDER,2018-03-03,
P000547,AC000973,HOLDER,2026-04-25,
P000547,AC000974,HOLDER,2025-09-20,
P000548,AC000975,HOLDER,2018-04-15,
P000549,AC000976,HOLDER,2017-09-07,
P000550,AC000977,HOLDER,2018-10-26,
P000550,AC000978,HOLDER,2020-11-03,
P000551,AC000979,HOLDER,2017-10-01,
P000552,AC000980,HOLDER,2026-02-06,
P000553,AC000981,HOLDER,2019-12-10,
P000554,AC000982,HOLDER,2025-03-08,
P000554,AC000983,HOLDER,2018-09-28,
P000554,AC000984,HOLDER,2025-12-15,
P000554,AC000985,HOLDER,2026-01-13,
P000554,AC000986,HOLDER,2021-04-21,
P000555,AC000987,HOLDER,2013-05-24,
P000556,AC000988,HOLDER,2020-02-11,
P000556,AC000989,HOLDER,2018-11-15,
P000556,AC000990,HOLDER,2013-07-26,
P000557,AC000991,HOLDER,2025-05-12,
P000558,AC000992,HOLDER,2019-05-23,
P000558,AC000993,HOLDER,2014-09-08,
P000558,AC000994,HOLDER,2013-06-27,
P000558,AC000995,HOLDER,2016-12-20,
P000558,AC000996,HOLDER,2022-05-15,
P000559,AC000997,HOLDER,2024-11-11,
P000560,AC000998,HOLDER,2026-04-15,
P000560,AC000999,HOLDER,2019-12-21,
P000560,AC001000,HOLDER,2014-04-18,
P000560,AC001001,HOLDER,2025-11-09,
P000561,AC001002,HOLDER,2025-11-12,
P000561,AC001003,HOLDER,2024-08-05,
P000562,AC001004,HOLDER,2019-09-15,
P000562,AC001005,HOLDER,2023-01-11,
P000562,AC001006,HOLDER,2025-01-05,
P000562,AC001007,HOLDER,2019-08-08,
P000563,AC001008,HOLDER,2025-01-09,
P000564,AC001009,HOLDER,2015-04-15,
P000564,AC001010,HOLDER,2023-07-19,
P000564,AC001011,HOLDER,2023-12-27,
P000564,AC001012,HOLDER,2024-03-13,
P000565,AC001013,HOLDER,2019-12-11,
P000565,AC001014,HOLDER,2016-03-16,
P000566,AC001015,HOLDER,2022-04-19,
P000566,AC001016,HOLDER,2025-03-16,
P000567,AC001017,HOLDER,2015-02-03,
P000567,AC001018,HOLDER,2021-12-16,
P000568,AC001019,HOLDER,2022-07-18,
P000568,AC001020,HOLDER,2019-03-29,
P000568,AC001021,HOLDER,2013-12-08,
P000569,AC001022,HOLDER,2016-04-27,
P000569,AC001023,HOLDER,2015-06-08,
P000569,AC001024,HOLDER,2025-02-13,
P000570,AC001025,HOLDER,2022-07-06,
P000570,AC001026,HOLDER,2023-07-29,
P000571,AC001027,HOLDER,2014-07-19,
P000571,AC001028,HOLDER,2024-11-15,
P000572,AC001029,HOLDER,2018-01-19,
P000572,AC001030,HOLDER,2023-12-30,
P000573,AC001031,HOLDER,2023-12-31,
P000574,AC001032,HOLDER,2022-05-16,
P000574,AC001033,HOLDER,2020-03-14,
P000575,AC001034,HOLDER,2026-03-05,
P000575,AC001035,HOLDER,2018-09-02,
P000576,AC001036,HOLDER,2013-03-14,
P000577,AC001037,HOLDER,2017-10-28,
P000578,AC001038,HOLDER,2024-01-30,
P000579,AC001039,HOLDER,2018-06-19,
P000580,AC001040,HOLDER,2022-04-24,
P000581,AC001041,HOLDER,2017-01-07,
P000582,AC001042,HOLDER,2024-03-27,
P000583,AC001043,HOLDER,2018-11-09,
P000584,AC001044,HOLDER,2018-05-10,
P000584,AC001045,HOLDER,2022-10-29,
P000585,AC001046,HOLDER,2021-06-11,
P000586,AC001047,HOLDER,2019-12-14,
P000587,AC001048,HOLDER,2024-11-07,
P000587,AC001049,HOLDER,2019-07-15,
P000588,AC001050,HOLDER,2022-04-03,
P000589,AC001051,HOLDER,2021-03-30,
P000590,AC001052,HOLDER,2023-08-24,
P000590,AC001053,HOLDER,2019-06-09,
P000591,AC001054,HOLDER,2017-02-17,
P000591,AC001055,HOLDER,2025-10-05,
P000591,AC001056,HOLDER,2019-08-14,
P000592,AC001057,HOLDER,2017-04-16,
P000593,AC001058,HOLDER,2021-05-28,
P000593,AC001059,HOLDER,2014-01-01,
P000594,AC001060,HOLDER,2025-08-24,
P000595,AC001061,HOLDER,2018-12-18,
P000596,AC001062,HOLDER,2017-09-14,
P000597,AC001063,HOLDER,2025-01-09,
P000598,AC001064,HOLDER,2023-04-14,
P000598,AC001065,HOLDER,2016-03-11,
P000599,AC001066,HOLDER,2013-07-15,
P000599,AC001067,HOLDER,2013-08-13,
P000600,AC001068,HOLDER,2016-08-18,
P000600,AC001069,HOLDER,2020-01-04,
P000601,AC001070,HOLDER,2023-01-28,
P000602,AC001071,HOLDER,2019-02-08,
P000602,AC001072,HOLDER,2024-11-27,
P000603,AC001073,HOLDER,2019-06-27,
P000604,AC001074,HOLDER,2024-09-28,
P000604,AC001075,HOLDER,2015-11-27,
P000605,AC001076,HOLDER,2016-09-07,
P000606,AC001077,HOLDER,2023-04-14,
P000607,AC001078,HOLDER,2018-09-02,
P000608,AC001079,HOLDER,2023-07-07,
P000609,AC001080,HOLDER,2015-10-02,
P000610,AC001081,HOLDER,2023-04-27,
P000610,AC001082,HOLDER,2018-03-03,
P000611,AC001083,HOLDER,2018-07-29,
P000611,AC001084,HOLDER,2019-01-13,
P000612,AC001085,HOLDER,2022-02-13,
P000613,AC001086,HOLDER,2024-02-21,
P000613,AC001087,HOLDER,2017-06-13,
P000614,AC001088,HOLDER,2022-11-04,
P000615,AC001089,HOLDER,2025-09-08,
P000616,AC001090,HOLDER,2023-02-04,
P000616,AC001091,HOLDER,2017-02-26,
P000616,AC001092,HOLDER,2023-02-19,
P000617,AC001093,HOLDER,2022-04-19,
P000617,AC001094,HOLDER,2017-07-31,
P000618,AC001095,HOLDER,2019-06-27,
P000619,AC001096,HOLDER,2022-01-28,
P000620,AC001097,HOLDER,2018-10-26,
P000621,AC001098,HOLDER,2019-07-30,
P000622,AC001099,HOLDER,2022-05-16,
P000622,AC001100,HOLDER,2017-12-14,
P000623,AC001101,HOLDER,2020-02-19,
P000623,AC001102,HOLDER,2019-05-31,
P000624,AC001103,HOLDER,2023-08-01,
P000625,AC001104,HOLDER,2022-02-18,
P000625,AC001105,HOLDER,2020-12-19,
P000625,AC001106,HOLDER,2022-01-29,
P000626,AC001107,HOLDER,2025-01-14,
P000627,AC001108,HOLDER,2021-06-12,
P000628,AC001109,HOLDER,2019-12-10,
P000629,AC001110,HOLDER,2015-01-28,
P000629,AC001111,HOLDER,2017-03-17,
P000630,AC001112,HOLDER,2014-05-16,
P000631,AC001113,HOLDER,2019-08-15,
P000631,AC001114,HOLDER,2015-01-31,
P000631,AC001115,HOLDER,2025-01-28,
P000631,AC001116,HOLDER,2025-01-03,
P000631,AC001117,HOLDER,2018-07-29,
P000632,AC001118,HOLDER,2022-06-03,
P000632,AC001119,HOLDER,2017-04-27,
P000633,AC001120,HOLDER,2016-12-10,
P000634,AC001121,HOLDER,2019-05-17,
P000635,AC001122,HOLDER,2020-08-07,
P000636,AC001123,HOLDER,2026-01-02,
P000636,AC001124,HOLDER,2024-12-22,
P000637,AC001125,HOLDER,2016-10-31,
P000637,AC001126,HOLDER,2023-11-12,
P000638,AC001127,HOLDER,2014-04-20,
P000638,AC001128,HOLDER,2018-07-30,
P000638,AC001129,HOLDER,2015-08-05,
P000639,AC001130,HOLDER,2025-05-24,
P000639,AC001131,HOLDER,2023-11-11,
P000639,AC001132,HOLDER,2021-09-21,
P000640,AC001133,HOLDER,2018-11-12,
P000640,AC001134,HOLDER,2019-07-05,
P000641,AC001135,HOLDER,2018-09-26,
P000641,AC001136,HOLDER,2023-07-31,
P000642,AC001137,HOLDER,2024-07-18,
P000642,AC001138,HOLDER,2018-07-30,
P000643,AC001139,HOLDER,2015-10-13,
P000644,AC001140,HOLDER,2015-01-28,
P000644,AC001141,HOLDER,2014-07-13,
P000645,AC001142,HOLDER,2014-06-13,
P000646,AC001143,HOLDER,2016-12-16,
P000646,AC001144,HOLDER,2014-08-17,
P000646,AC001145,HOLDER,2014-12-16,
P000646,AC001146,HOLDER,2017-05-15,
P000647,AC001147,HOLDER,2019-12-07,
P000648,AC001148,HOLDER,2021-01-06,
P000648,AC001149,HOLDER,2021-07-29,
P000649,AC001150,HOLDER,2018-10-14,
P000649,AC001151,HOLDER,2013-05-09,
P000650,AC001152,HOLDER,2023-02-16,
P000650,AC001153,HOLDER,2019-11-19,
P000651,AC001154,HOLDER,2023-08-02,
P000652,AC001155,HOLDER,2025-08-21,
P000652,AC001156,HOLDER,2017-07-17,
P000653,AC001157,HOLDER,2014-03-09,
P000654,AC001158,HOLDER,2020-05-18,
P000655,AC001159,HOLDER,2020-08-29,
P000655,AC001160,HOLDER,2019-04-10,
P000655,AC001161,HOLDER,2017-11-27,
P000655,AC001162,HOLDER,2019-11-25,
P000655,AC001163,HOLDER,2020-03-12,
P000656,AC001164,HOLDER,2019-12-31,
P000656,AC001165,HOLDER,2019-04-03,
P000657,AC001166,HOLDER,2023-12-03,
P000658,AC001167,HOLDER,2022-05-06,
P000659,AC001168,HOLDER,2018-06-08,
P000660,AC001169,HOLDER,2016-03-16,
P000661,AC001170,HOLDER,2014-09-03,
P000661,AC001171,HOLDER,2017-06-03,
P000661,AC001172,HOLDER,2022-12-29,
P000662,AC001173,HOLDER,2020-03-02,
P000662,AC001174,HOLDER,2025-01-30,
P000663,AC001175,HOLDER,2024-02-14,
P000664,AC001176,HOLDER,2024-07-25,
P000664,AC001177,HOLDER,2022-05-20,
P000664,AC001178,HOLDER,2024-01-07,
P000665,AC001179,HOLDER,2021-04-26,
P000666,AC001180,HOLDER,2013-05-06,
P000667,AC001181,HOLDER,2024-10-12,
P000667,AC001182,HOLDER,2015-11-29,
P000667,AC001183,HOLDER,2017-08-12,
P000668,AC001184,HOLDER,2024-01-25,
P000668,AC001185,HOLDER,2024-02-14,
P000669,AC001186,HOLDER,2023-09-14,
P000669,AC001187,HOLDER,2014-12-23,
P000670,AC001188,HOLDER,2015-06-01,
P000670,AC001189,HOLDER,2016-02-09,
P000671,AC001190,HOLDER,2014-04-03,
P000672,AC001191,HOLDER,2021-03-03,
P000673,AC001192,HOLDER,2026-01-01,
P000674,AC001193,HOLDER,2014-10-19,
P000675,AC001194,HOLDER,2018-06-16,
P000675,AC001195,HOLDER,2016-06-04,
P000675,AC001196,HOLDER,2014-12-20,
P000676,AC001197,HOLDER,2014-02-20,
P000677,AC001198,HOLDER,2026-03-28,
P000677,AC001199,HOLDER,2015-11-18,
P000678,AC001200,HOLDER,2023-07-08,
P000679,AC001201,HOLDER,2020-05-27,
P000679,AC001202,HOLDER,2026-05-24,
P000680,AC001203,HOLDER,2016-12-24,
P000680,AC001204,HOLDER,2020-12-24,
P000681,AC001205,HOLDER,2016-06-08,
P000681,AC001206,HOLDER,2015-01-17,
P000682,AC001207,HOLDER,2018-01-08,
P000682,AC001208,HOLDER,2013-10-13,
P000683,AC001209,HOLDER,2014-10-21,
P000683,AC001210,HOLDER,2021-02-18,
P000683,AC001211,HOLDER,2024-09-10,
P000683,AC001212,HOLDER,2017-12-16,
P000683,AC001213,HOLDER,2025-03-11,
P000684,AC001214,HOLDER,2017-07-13,
