incident_id,person_id,person_name,role_in_incident,arrested,chargesheeted,arrest_date
INC000452,P000771,Chandrabhan Bhardwaj,ACCUSED,1,0,2025-06-02
INC000452,P000788,Rafiq Malik,ABSCONDING_ACCUSED,1,1,2025-01-18
INC000452,P001246,Sabitri Majumdar,COMPLAINANT,0,0,
INC000452,P001366,Sasmita Barik,VICTIM,0,0,
INC000453,P000273,Sukumar Chakraborty,ABSCONDING_ACCUSED,1,0,2024-12-02
INC000453,P000189,Pradip Roy,ACCUSED,0,0,
INC000453,P001183,Shobha Poojary,COMPLAINANT,0,0,
INC000453,P001370,Chandrakala Bhat,VICTIM,0,0,
INC000453,P001326,Nirmala Rajput,WITNESS,0,0,
INC000454,P000100,Ranveer Choudhary,ACCUSED,1,1,2025-07-26
INC000454,P000121,Ashfaq Saifi,ACCUSED,0,0,
INC000454,P001012,Harjinder Gill,COMPLAINANT,0,0,
INC000454,P001475,Bandana Biswas,VICTIM,0,0,
INC000454,P001257,Vaishnavi Bhoir,WITNESS,0,0,
INC000455,P000540,Tarsem Gill,SUSPECT,1,1,2026-06-10
INC000455,P000529,Pramod Baghel,ACCUSED,1,0,2026-05-21
INC000455,P000533,Jaswant Brar,ACCUSED,1,0,2026-03-28
INC000455,P000556,Zubair Saifi,ABSCONDING_ACCUSED,1,1,2026-06-30
INC000455,P001327,Hanuman Ranawat,COMPLAINANT,0,0,
INC000455,P001191,Imran Chaudhary,VICTIM,0,0,
INC000455,P001196,Jagabandhu Dash,WITNESS,0,0,
INC000456,P000381,Perumal Subramanian,ACCUSED,1,1,2022-11-02
INC000456,P000394,Pramod Shukla,SUSPECT,0,0,
INC000456,P000411,Kumaraswamy Kulkarni,ACCUSED,1,1,2023-01-10
INC000456,P000404,Elango Annadurai,ACCUSED,1,1,2023-03-11
INC000456,P001236,Gopal Chakraborty,COMPLAINANT,0,0,
INC000456,P001391,Ramkali Prajapati,VICTIM,0,0,
INC000456,P001389,Kishan Shekhawat,WITNESS,0,0,
INC000457,P000501,Rafiq Siddiqui,ACCUSED,1,0,2024-05-26
INC000457,P000502,Ramesh Nagar,ACCUSED,1,1,2024-10-06
INC000457,P000510,Nazia Saifi,SUSPECT,1,1,2024-08-28
INC000457,P000516,Altaf Pathan,ACCUSED,0,0,
INC000457,P000483,Ibrahim Pathan,ACCUSED,0,0,
INC000457,P001393,Swaroopa Vemula,COMPLAINANT,0,0,
INC000457,P001303,Naresh Baghel,VICTIM,0,0,
INC000458,P000630,Bibhuti Mohanty,ACCUSED,0,0,
INC000458,P000647,Trilochan Rout,ACCUSED,1,1,2023-02-24
INC000458,P001251,Reshma Farooqui,COMPLAINANT,0,0,
INC000458,P001231,Rambabu Pandey,WITNESS,0,0,
INC000459,P000430,Kartik Halder,ABSCONDING_ACCUSED,1,1,2026-04-16
INC000459,P000447,Javed Malik,ACCUSED,0,0,
INC000459,P001142,Suresh Bhardwaj,COMPLAINANT,0,0,
INC000459,P001157,Praveen Joseph,VICTIM,0,0,
INC000460,P000995,Dinesh Yadav,ACCUSED,1,0,2023-09-23
INC000460,P000883,Ravi Poojary,ACCUSED,1,0,2023-12-19
INC000460,P000919,Sreenivasan Achari,ACCUSED,0,0,
INC000460,P000885,Nepal Halder,ACCUSED,1,1,2023-12-23
INC000460,P001162,Anitha Achari,COMPLAINANT,0,0,
INC000460,P001041,Hansa Parmar,VICTIM,0,0,
INC000461,P000719,Yusuf Khan,ACCUSED,1,1,2025-09-20
INC000461,P000744,Hardik Thakor,ABSCONDING_ACCUSED,0,0,
INC000461,P000752,Mitesh Shah,ACCUSED,1,0,2025-08-11
INC000461,P000747,Jitendra Bhardwaj,ACCUSED,1,0,2025-08-29
INC000461,P001383,Debashish Halder,COMPLAINANT,0,0,
INC000462,P000094,Malkiat Grewal,ACCUSED,0,0,
INC000462,P000172,Kanta Choudhary,ACCUSED,0,0,
INC000462,P000110,Iqbal Pathan,SUSPECT,0,0,
INC000462,P000136,Amarjit Grewal,ACCUSED,0,0,
INC000462,P001230,Lakshmi Mudiraj,COMPLAINANT,0,0,
INC000462,P001297,Abdul Mansuri,VICTIM,0,0,
INC000462,P001460,Nilesh Jadhav,WITNESS,0,0,
INC000463,P000579,Shanti Kushwaha,ACCUSED,1,0,2026-11-10
INC000463,P000602,Kuldeep Sengar,ACCUSED,1,1,2026-09-06
INC000463,P000600,Shabana Qureshi,ACCUSED,1,0,2026-08-29
INC000463,P000572,Mohammed Sheikh,ABSCONDING_ACCUSED,1,0,2026-10-12
INC000463,P000581,Shahnawaz Ansari,ACCUSED,1,0,2026-11-16
INC000463,P001096,Mushtaq Mirza,COMPLAINANT,0,0,
INC000463,P001222,Prasanna Behera,VICTIM,0,0,
INC000464,P000851,Ilango Subramanian,ACCUSED,1,1,2026-01-08
INC000464,P000870,Mariappan Pandian,SUSPECT,1,0,2026-02-18
INC000464,P001485,Farida Sheikh,COMPLAINANT,0,0,
INC000464,P001147,Nirmal Sarkar,VICTIM,0,0,
INC000464,P001463,Sudheer Menon,WITNESS,0,0,
INC000465,P000991,Nathu Beniwal,ACCUSED,1,1,2024-04-10
INC000465,P000952,Paresh Shah,ACCUSED,1,1,2024-07-17
INC000465,P000905,Amarjit Kang,ACCUSED,1,0,2024-04-07
INC000465,P000993,Gurpreet Dhillon,ACCUSED,0,0,
INC000465,P001060,Arivazhagan Mudaliar,COMPLAINANT,0,0,
INC000465,P001049,Sabita Mohanty,VICTIM,0,0,
INC000466,P000064,Rafiq Ahmed,ACCUSED,1,1,2020-08-17
INC000466,P000063,Dattatray Tandel,SUSPECT,1,0,2020-10-01
INC000466,P001347,Sanoop Kartha,COMPLAINANT,0,0,
INC000466,P001087,Shahnawaz Mansuri,VICTIM,0,0,
INC000467,P000977,Rahul More,ACCUSED,1,1,2023-12-19
INC000467,P000936,Rajesh Awasthi,ACCUSED,0,0,
INC000467,P000950,Nirmal Sardar,ABSCONDING_ACCUSED,1,1,2023-09-17
INC000467,P000991,Nathu Beniwal,ACCUSED,1,0,2023-09-02
INC000467,P000945,Bhaskar Dalvi,ACCUSED,1,1,2023-12-12
INC000467,P001451,Sindhu Panicker,COMPLAINANT,0,0,
INC000467,P001301,Pandurang Kadam,VICTIM,0,0,
INC000467,P001215,Nirmala Jaiswal,WITNESS,0,0,
INC000468,P000953,Bibhuti Behera,ACCUSED,1,1,2025-11-25
INC000468,P001076,Bikash Naskar,COMPLAINANT,0,0,
INC000468,P001007,Naseer Saifi,VICTIM,0,0,
INC000468,P001129,Aruna Prasad,WITNESS,0,0,
INC000469,P000148,Bhanwar Saini,SUSPECT,0,0,
INC000469,P000123,Bhoma Poonia,ACCUSED,1,0,2022-02-03
INC000469,P000111,Nirmal Bains,ACCUSED,1,1,2022-04-15
INC000469,P000169,Rukhsana Ahmed,SUSPECT,1,1,2022-03-03
INC000469,P001263,Priyanka Chavan,COMPLAINANT,0,0,
INC000469,P001201,Kanta Rathore,WITNESS,0,0,
INC000470,P000852,Mallesh Kumar,SUSPECT,0,0,
INC000470,P000876,Krishnaiah Goud,ACCUSED,1,1,2024-09-13
INC000470,P001062,Ranjit Kang,COMPLAINANT,0,0,
INC000470,P001082,Shakeel Shaikh,VICTIM,0,0,
INC000471,P000885,Nepal Halder,ABSCONDING_ACCUSED,1,1,2026-10-24
INC000471,P000972,Prakash Rai,SUSPECT,1,0,2026-09-11
INC000471,P000922,Jignesh Parmar,SUSPECT,1,0,2026-05-27
INC000471,P000965,Nabam Konyak,ACCUSED,0,0,
INC000471,P000954,Rekha Sengar,ACCUSED,1,0,2026-09-15
INC000471,P001220,Nagaratna Kamath,COMPLAINANT,0,0,
INC000471,P001011,Pushpalatha Bellad,VICTIM,0,0,
INC000471,P001085,Alpesh Chauhan,WITNESS,0,0,
INC000472,P000831,Bheru Ranawat,ACCUSED,0,0,
INC000472,P000806,Hanuman Shekhawat,SUSPECT,1,0,2026-08-19
INC000472,P000838,Chandrabhan Bhadauria,ACCUSED,1,1,2026-11-23
INC000472,P001043,Mallesh Choudary,COMPLAINANT,0,0,
INC000472,P001278,Imran Hussain,VICTIM,0,0,
INC000472,P001118,Arif Malik,WITNESS,0,0,
INC000473,P000482,Naresh Mishra,ACCUSED,1,1,2026-06-08
INC000473,P000477,Tanveer Farooqui,ACCUSED,1,1,2026-05-28
INC000473,P000481,Sajid Mansuri,SUSPECT,0,0,
INC000473,P000479,Balbir Baghel,SUSPECT,0,0,
INC000473,P000496,Har Prasad Rajput,SUSPECT,0,0,
INC000473,P000486,Tanveer Khan,ACCUSED,1,1,2026-09-05
INC000473,P000492,Sunil Nagar,ABSCONDING_ACCUSED,0,0,
INC000473,P001360,Har Prasad Gupta,COMPLAINANT,0,0,
INC000473,P001016,Preeti Rathore,VICTIM,0,0,
INC000474,P000611,Rambabu Kumar,ACCUSED,1,1,2022-04-26
INC000474,P000661,Rajendran Thevar,ACCUSED,1,1,2022-08-19
INC000474,P000619,Prasanna Mallick,ACCUSED,0,0,
INC000474,P001199,Sunil Chauhan,COMPLAINANT,0,0,
INC000474,P001343,Jagabandhu Sahoo,VICTIM,0,0,
INC000475,P000493,Yusuf Saifi,ACCUSED,0,0,
INC000475,P000508,Rizwan Ahmed,SUSPECT,0,0,
INC000475,P001490,Renuka Kulkarni,COMPLAINANT,0,0,
INC000475,P001191,Imran Chaudhary,VICTIM,0,0,
INC000476,P000860,Chandra Shekar Choudary,ACCUSED,0,0,
INC000476,P000879,Velu Annadurai,ACCUSED,0,0,
INC000476,P000863,Lalthanga Momin,ACCUSED,1,1,2026-01-24
INC000476,P000875,Yumnam Rabha,SUSPECT,1,1,2026-05-08
INC000476,P000877,Palanisamy Annadurai,ACCUSED,1,1,2026-06-03
INC000476,P000865,Padma Yadav,SUSPECT,0,0,
INC000476,P000872,Bikram Jamir,SUSPECT,0,0,
INC000476,P001392,Kamla Thakur,COMPLAINANT,0,0,
INC000476,P001134,Mangamma Setty,VICTIM,0,0,
INC000476,P001111,Ravinder Prasad,WITNESS,0,0,
INC000477,P000313,Sanjay Rathore,SUSPECT,1,1,2022-01-27
INC000477,P000329,Rambabu Yadav,ACCUSED,1,1,2021-10-11
INC000477,P001195,Malathi Annadurai,COMPLAINANT,0,0,
INC000477,P001369,Pushpalatha Angadi,VICTIM,0,0,
INC000477,P001032,Sanjay Tiwari,WITNESS,0,0,
INC000478,P000619,Prasanna Mallick,ACCUSED,1,1,2025-03-30
INC000478,P000659,Jagabandhu Munda,SUSPECT,0,0,
INC000478,P000645,Prasanna Mohanty,SUSPECT,0,0,
INC000478,P000643,Niranjan Panda,ACCUSED,1,1,2024-10-24
INC000478,P001031,Mallesh Kumar,COMPLAINANT,0,0,
INC000478,P001212,Malkiat Bajwa,VICTIM,0,0,
INC000479,P000458,Zubair Ahmed,ACCUSED,1,0,2022-07-27
INC000479,P000420,Shahnawaz Hussain,SUSPECT,1,0,2022-04-28
INC000479,P000464,Vinod Rajput,ACCUSED,1,1,2022-10-05
INC000479,P001447,Tanaji Gaikwad,COMPLAINANT,0,0,
INC000479,P001037,Sindhu Namboothiri,VICTIM,0,0,
INC000480,P000126,Haroon Baig,ACCUSED,0,0,
INC000480,P000133,Gurmeet Bajwa,ACCUSED,1,1,2024-08-31
INC000480,P000128,Jasbir Kang,ACCUSED,1,0,2024-08-23
INC000480,P001474,Joseph Almeida,COMPLAINANT,0,0,
INC000480,P001369,Pushpalatha Angadi,VICTIM,0,0,
INC000480,P001497,Deepak Singh,WITNESS,0,0,
INC000481,P000709,Akshaya Sahoo,ACCUSED,0,0,
INC000481,P000696,Jagabandhu Sahoo,ABSCONDING_ACCUSED,1,1,2026-05-13
INC000481,P000676,Kartik Sardar,ACCUSED,1,1,2026-04-19
INC000481,P001252,Prakash Nagar,COMPLAINANT,0,0,
INC000481,P001360,Har Prasad Gupta,VICTIM,0,0,
INC000481,P001019,Rubina Pathan,WITNESS,0,0,
INC000482,P000519,Pramod Jaiswal,ACCUSED,0,0,
INC000482,P000548,Anil Prajapati,SUSPECT,1,1,2023-11-02
INC000482,P000567,Triloki Yadav,SUSPECT,1,1,2024-01-22
INC000482,P001434,Triloki Singh,COMPLAINANT,0,0,
INC000482,P001326,Nirmala Rajput,VICTIM,0,0,
INC000482,P001114,Ravinder Rao,WITNESS,0,0,
INC000483,P000583,Arindam Biswas,ACCUSED,1,0,2023-10-25
INC000483,P000572,Mohammed Sheikh,ACCUSED,0,0,
INC000483,P000577,Nirmal Naskar,ABSCONDING_ACCUSED,1,0,2023-10-30
INC000483,P001288,Chhaya Bose,COMPLAINANT,0,0,
INC000483,P001104,Girdhari Sharma,VICTIM,0,0,
INC000484,P000392,Palanisamy Raja,SUSPECT,0,0,
INC000484,P000376,Hanumanthappa Acharya,ABSCONDING_ACCUSED,1,1,2019-09-06
INC000484,P001299,Afsana Saifi,COMPLAINANT,0,0,
INC000484,P001420,Rupa Halder,VICTIM,0,0,
INC000484,P001349,Jaswant Sarao,WITNESS,0,0,
INC000485,P000429,Tapan Biswas,SUSPECT,1,0,2022-09-29
INC000485,P000434,Ibrahim Khan,ACCUSED,1,1,2022-12-07
INC000485,P000441,Tanveer Rahman,ACCUSED,1,1,2023-01-05
INC000485,P000446,Udaiveer Gupta,SUSPECT,0,0,
INC000485,P001414,Sujoy Bose,COMPLAINANT,0,0,
INC000485,P001351,Nilesh Trivedi,VICTIM,0,0,
INC000485,P001451,Sindhu Panicker,WITNESS,0,0,
INC000486,P000994,Jasbir Virk,ABSCONDING_ACCUSED,0,0,
INC000486,P001216,Gautam Gayen,COMPLAINANT,0,0,
INC000486,P001499,Palash Adhikari,VICTIM,0,0,
INC000487,P000980,Manikandan Subramanian,SUSPECT,0,0,
INC000487,P000952,Paresh Shah,SUSPECT,1,0,2026-09-23
INC000487,P001077,Chhaya Adhikari,COMPLAINANT,0,0,
INC000487,P001457,Nepal Biswas,VICTIM,0,0,
INC000488,P000931,Jagdish Sengar,ACCUSED,1,1,2025-02-07
INC000488,P000951,Nathu Ranawat,ACCUSED,1,1,2024-12-16
INC000488,P000909,Balwinder Sidhu,ACCUSED,0,0,
INC000488,P001096,Mushtaq Mirza,COMPLAINANT,0,0,
INC000488,P001145,Pushpalatha Kamath,VICTIM,0,0,
INC000488,P001450,Chitra Chettiar,WITNESS,0,0,
INC000489,P000892,Rakesh Solanki,ACCUSED,0,0,
INC000489,P000914,Shivanna Angadi,ACCUSED,0,0,
INC000489,P001392,Kamla Thakur,COMPLAINANT,0,0,
INC000489,P001425,Shyamlal Saini,VICTIM,0,0,
INC000489,P001060,Arivazhagan Mudaliar,WITNESS,0,0,
INC000490,P000540,Tarsem Gill,ACCUSED,1,1,2026-04-23
INC000490,P001419,Malathi Nadar,COMPLAINANT,0,0,
INC000490,P001266,Sekar Pandian,VICTIM,0,0,
INC000490,P001035,Kartik Barman,WITNESS,0,0,
INC000491,P000960,Sushila Jat,ACCUSED,1,0,2026-03-18
INC000491,P000932,Chandrabhan Baghel,ACCUSED,1,1,2026-01-16
INC000491,P001229,Poongodi Muthusamy,COMPLAINANT,0,0,
INC000491,P001408,Udaiveer Dixit,VICTIM,0,0,
INC000492,P000704,Udaiveer Srivastava,ACCUSED,1,1,2025-08-28
INC000492,P000675,Naresh Shukla,ACCUSED,1,1,2026-01-26
INC000492,P000711,Vijay Singh,ACCUSED,1,0,2025-10-21
INC000492,P001225,Reshma Idrisi,COMPLAINANT,0,0,
INC000492,P001497,Deepak Singh,VICTIM,0,0,
INC000493,P000425,Nirmal Chakraborty,ACCUSED,1,0,2022-12-18
INC000493,P000456,Manju Prajapati,ABSCONDING_ACCUSED,0,0,
INC000493,P000432,Mohammed Pathan,ABSCONDING_ACCUSED,0,0,
INC000493,P000423,Sikha Halder,ACCUSED,1,1,2023-01-16
INC000493,P000460,Anil Pandey,SUSPECT,0,0,
INC000493,P001051,Sandip Dalvi,COMPLAINANT,0,0,
INC000493,P001195,Malathi Annadurai,VICTIM,0,0,
INC000493,P001178,Javed Malik,WITNESS,0,0,
INC000494,P000743,Har Prasad Sharma,ACCUSED,0,0,
INC000494,P000719,Yusuf Khan,ACCUSED,1,0,2026-02-11
INC000494,P000715,Imran Farooqui,ACCUSED,1,1,2025-12-08
INC000494,P000744,Hardik Thakor,ACCUSED,0,0,
INC000494,P001494,Poonam Sengar,COMPLAINANT,0,0,
INC000494,P001080,Sukumar Pal,WITNESS,0,0,
INC000495,P000578,Nepal Gayen,SUSPECT,0,0,
INC000495,P000571,Salim Ahmed,ACCUSED,0,0,
INC000495,P000579,Shanti Kushwaha,ACCUSED,1,1,2026-06-03
INC000495,P000605,Pradip Chakraborty,ACCUSED,1,0,2026-06-17
INC000495,P001003,Rachna Baghel,COMPLAINANT,0,0,
INC000495,P001499,Palash Adhikari,VICTIM,0,0,
INC000496,P000397,Selvam Gounder,SUSPECT,1,1,2026-08-01
INC000496,P000368,Dinesh Rathore,ABSCONDING_ACCUSED,1,1,2026-05-11
INC000496,P000391,Mallikarjun Desai,ACCUSED,1,1,2026-08-18
INC000496,P000407,Ajay Prajapati,ACCUSED,1,1,2026-09-29
INC000496,P000388,Manjunath Hegde,ACCUSED,0,0,
INC000496,P000366,Har Prasad Yadav,ACCUSED,0,0,
INC000496,P000412,Lokesh Chikkanna,ACCUSED,0,0,
INC000496,P001205,Vijay Thakur,COMPLAINANT,0,0,
INC000496,P001180,Bhanwari Purohit,VICTIM,0,0,
INC000496,P001310,Bikramjit Sekhon,WITNESS,0,0,
INC000497,P000360,Jagdish Singh,ACCUSED,1,1,2020-06-03
INC000497,P000405,Om Prakash Chauhan,ACCUSED,1,0,2020-06-24
INC000497,P001415,Poongodi Muthusamy,COMPLAINANT,0,0,
INC000497,P001395,Satish Pandey,VICTIM,0,0,
INC000497,P001476,Sandip Patil,WITNESS,0,0,
INC000498,P000778,Shakeel Malik,ACCUSED,1,1,2024-04-06
INC000498,P000797,Imran Ahmed,ACCUSED,0,0,
INC000498,P000775,Shakeel Idrisi,ABSCONDING_ACCUSED,0,0,
INC000498,P001222,Prasanna Behera,COMPLAINANT,0,0,
INC000498,P001038,Charanjit Kang,VICTIM,0,0,
INC000499,P000160,Rachhpal Singh,ABSCONDING_ACCUSED,1,1,2026-03-13
INC000499,P000158,Sarfaraz Siddiqui,SUSPECT,1,1,2026-06-04
INC000499,P001181,Shahnaz Khan,COMPLAINANT,0,0,
INC000499,P001330,Kumaraswamy Shetty,VICTIM,0,0,
INC000499,P001162,Anitha Achari,WITNESS,0,0,
INC000500,P000866,Chinnadurai Annadurai,ABSCONDING_ACCUSED,0,0,
INC000500,P001040,Girish Kamath,COMPLAINANT,0,0,
INC000500,P001093,Farida Siddiqui,VICTIM,0,0,
INC000501,P000547,Jarnail Sarao,ABSCONDING_ACCUSED,0,0,
INC000501,P000519,Pramod Jaiswal,ACCUSED,0,0,
INC000501,P000527,Harbhajan Sarao,SUSPECT,0,0,
INC000501,P000525,Naseer Ahmed,ACCUSED,0,0,
INC000501,P001272,Girish Hiremath,COMPLAINANT,0,0,
INC000501,P001108,Nirmala Maurya,VICTIM,0,0,
INC000502,P000669,Tapan Naskar,ACCUSED,1,0,2024-05-02
INC000502,P001326,Nirmala Rajput,COMPLAINANT,0,0,
INC000502,P001309,Abdul Pathan,VICTIM,0,0,
INC000502,P001489,Narsimha Prasad,WITNESS,0,0,
INC000503,P000365,Velu Nadar,ACCUSED,1,0,2023-05-17
INC000503,P000378,Malathi Raja,ACCUSED,0,0,
INC000503,P001194,Arif Saifi,COMPLAINANT,0,0,
INC000503,P001221,Rodney Almeida,VICTIM,0,0,
INC000504,P000965,Nabam Konyak,ACCUSED,1,1,2026-07-15
INC000504,P000982,Nirmal Sarkar,ACCUSED,1,1,2026-10-28
INC000504,P000887,Anoop Kartha,ACCUSED,0,0,
INC000504,P000904,Bhagaban Patra,SUSPECT,0,0,
INC000504,P001065,Karthik Raja,COMPLAINANT,0,0,
INC000504,P001170,Hansa Dave,VICTIM,0,0,
INC000505,P000135,Karni Meena,ACCUSED,1,1,2026-04-05
INC000505,P001141,Prashant More,COMPLAINANT,0,0,
INC000505,P001158,Saroja Kumar,VICTIM,0,0,
INC000506,P000404,Elango Annadurai,ACCUSED,1,1,2024-01-25
INC000506,P000364,Jitendra Prajapati,ACCUSED,1,1,2023-11-29
INC000506,P001341,Tapasi Chakraborty,COMPLAINANT,0,0,
INC000506,P001329,Firoz Shaikh,VICTIM,0,0,
INC000506,P001297,Abdul Mansuri,WITNESS,0,0,
INC000507,P000867,Lekhraj Bhardwaj,SUSPECT,1,0,2022-11-13
INC000507,P000848,Nagaraju Gupta,ACCUSED,0,0,
INC000507,P001052,Bheru Vyas,COMPLAINANT,0,0,
INC000507,P001273,Mallesh Naidu,VICTIM,0,0,
INC000508,P000411,Kumaraswamy Kulkarni,ACCUSED,0,0,
INC000508,P001463,Sudheer Menon,COMPLAINANT,0,0,
INC000508,P001009,Balbir Prajapati,VICTIM,0,0,
INC000508,P001136,Shakeel Ansari,WITNESS,0,0,
INC000509,P000348,Firoz Mirza,ABSCONDING_ACCUSED,1,1,2026-03-18
INC000509,P000337,Kalpesh Vaghela,SUSPECT,1,0,2026-04-28
INC000509,P000352,Ramesh Tiwari,SUSPECT,1,1,2026-04-08
INC000509,P001030,Aruna Mudiraj,COMPLAINANT,0,0,
INC000509,P001279,Netrapal Baghel,VICTIM,0,0,
INC000509,P001135,Sudhakar Yadav,WITNESS,0,0,
INC000510,P000728,Netrapal Saini,ACCUSED,1,0,2026-07-26
INC000510,P000757,Ashfaq Rahman,ACCUSED,0,0,
INC000510,P000717,Hitesh Zala,ACCUSED,1,0,2026-11-09
INC000510,P000755,Nilesh Bhoir,ACCUSED,1,0,2026-07-08
INC000510,P001271,Jayan Namboothiri,COMPLAINANT,0,0,
INC000510,P001105,Gurpreet Dhaliwal,VICTIM,0,0,
INC000510,P001021,Priyanka Gaikwad,WITNESS,0,0,
INC000511,P000783,Firoz Siddiqui,ACCUSED,0,0,
INC000511,P000771,Chandrabhan Bhardwaj,ACCUSED,1,1,2025-12-06
INC000511,P000778,Shakeel Malik,SUSPECT,0,0,
INC000511,P000772,Abdul Chaudhary,ABSCONDING_ACCUSED,0,0,
INC000511,P001254,Lekhraj Kashyap,COMPLAINANT,0,0,
INC000511,P001050,Aparna Bose,VICTIM,0,0,
INC000511,P001497,Deepak Singh,WITNESS,0,0,
INC000512,P000804,Yogendra Srivastava,ABSCONDING_ACCUSED,0,0,
INC000512,P000827,Prakash Shukla,ACCUSED,1,1,2026-07-14
INC000512,P001294,Kanta Jhala,COMPLAINANT,0,0,
INC000512,P001334,Ramesh Tomar,VICTIM,0,0,
INC000512,P001334,Ramesh Tomar,WITNESS,0,0,
INC000513,P000876,Krishnaiah Goud,ACCUSED,0,0,
INC000513,P001171,Sandip Rane,COMPLAINANT,0,0,
INC000513,P001018,Kesar Bishnoi,VICTIM,0,0,
INC000514,P000040,Shahnawaz Pathan,ACCUSED,1,1,2021-06-23
INC000514,P000072,Jayesh Desai,ACCUSED,0,0,
INC000514,P000043,Bharat Dave,SUSPECT,0,0,
INC000514,P000086,Chirag Dave,ACCUSED,1,1,2021-07-19
INC000514,P000056,Swapnil Salunkhe,SUSPECT,0,0,
INC000514,P001269,Hanumanthappa Chikkanna,COMPLAINANT,0,0,
INC000514,P001382,Kavita Baghel,VICTIM,0,0,
INC000515,P000983,Rodney Fernandes,ACCUSED,1,1,2024-08-30
INC000515,P001007,Naseer Saifi,COMPLAINANT,0,0,
INC000515,P001054,Gopal Mistry,VICTIM,0,0,
INC000516,P000291,Manoj Menon,SUSPECT,0,0,
INC000516,P001464,Sathish Sharma,COMPLAINANT,0,0,
INC000516,P001194,Arif Saifi,VICTIM,0,0,
INC000517,P000569,Rizwan Qureshi,ACCUSED,1,0,2026-04-10
INC000517,P000527,Harbhajan Sarao,ACCUSED,1,1,2026-04-24
INC000517,P000567,Triloki Yadav,ACCUSED,0,0,
INC000517,P000532,Shakeel Rahman,ACCUSED,1,0,2026-06-07
INC000517,P001189,Jaswant Brar,COMPLAINANT,0,0,
INC000517,P001364,Hariom Gupta,VICTIM,0,0,
INC000518,P000921,Reshma Rahman,SUSPECT,0,0,
INC000518,P001220,Nagaratna Kamath,COMPLAINANT,0,0,
INC000518,P001204,Kumaraswamy Hegde,VICTIM,0,0,
INC000518,P001053,Jagmal Purohit,WITNESS,0,0,
INC000519,P000163,Shahnaz Siddiqui,ABSCONDING_ACCUSED,1,0,2026-10-26
INC000519,P000116,Kishan Godara,ACCUSED,1,1,2026-04-24
INC000519,P001016,Preeti Rathore,COMPLAINANT,0,0,
INC000519,P001360,Har Prasad Gupta,VICTIM,0,0,
INC000520,P000791,Sarfaraz Saifi,ACCUSED,0,0,
INC000520,P000784,Ashfaq Sheikh,ACCUSED,1,0,2020-11-17
INC000520,P000765,Salim Shaikh,ACCUSED,1,0,2021-03-20
INC000520,P000792,Nazia Khan,ACCUSED,1,0,2021-03-18
INC000520,P001085,Alpesh Chauhan,COMPLAINANT,0,0,
INC000520,P001235,Deepa Jacob,VICTIM,0,0,
INC000521,P000940,Mitesh Solanki,ACCUSED,0,0,
INC000521,P001014,Sanjay Bhadauria,COMPLAINANT,0,0,
INC000521,P001025,Ramulu Reddy,VICTIM,0,0,
INC000521,P001019,Rubina Pathan,WITNESS,0,0,
INC000522,P000901,Yogesh Rane,SUSPECT,1,0,2025-04-16
INC000522,P000883,Ravi Poojary,ABSCONDING_ACCUSED,1,1,2025-05-15
INC000522,P001498,Selvam Chettiar,COMPLAINANT,0,0,
INC000522,P001292,Rachna Mishra,VICTIM,0,0,
INC000522,P001469,Sandeep Mishra,WITNESS,0,0,
INC000523,P000551,Abdul Idrisi,ACCUSED,1,1,2025-12-05
INC000523,P000530,Ranjit Bajwa,ABSCONDING_ACCUSED,0,0,
INC000523,P000553,Vijay Rajput,ACCUSED,1,0,2025-12-16
INC000523,P001475,Bandana Biswas,COMPLAINANT,0,0,
INC000523,P001344,Baljit Sidhu,VICTIM,0,0,
INC000523,P001144,Rekha Nagar,WITNESS,0,0,
INC000524,P000718,Haroon Pathan,ACCUSED,0,0,
INC000524,P000727,Vishal More,SUSPECT,1,0,2026-09-26
INC000524,P000743,Har Prasad Sharma,ABSCONDING_ACCUSED,0,0,
INC000524,P001138,Rajwinder Mann,COMPLAINANT,0,0,
INC000525,P000992,Murugan Annadurai,ACCUSED,1,1,2026-06-22
INC000525,P000882,Lekhraj Baghel,ACCUSED,1,1,2026-08-24
INC000525,P000996,Udaiveer Thakur,ACCUSED,0,0,
INC000525,P001147,Nirmal Sarkar,COMPLAINANT,0,0,
INC000525,P001218,Rajwinder Toor,VICTIM,0,0,
INC000526,P000322,Mushtaq Idrisi,SUSPECT,0,0,
INC000526,P000314,Praveen Kurup,ACCUSED,1,1,2023-04-30
INC000526,P001234,Kuldeep Awasthi,COMPLAINANT,0,0,
INC000526,P001091,Sandip Mhatre,VICTIM,0,0,
INC000527,P000318,Sarfaraz Shaikh,SUSPECT,1,0,2025-06-15
INC000527,P000300,Haroon Idrisi,ABSCONDING_ACCUSED,0,0,
INC000527,P000356,Sudha Kushwaha,ACCUSED,0,0,
INC000527,P001110,Kamla Chauhan,COMPLAINANT,0,0,
INC000527,P001422,Sukhdev Kang,VICTIM,0,0,
INC000527,P001439,Shabana Farooqui,WITNESS,0,0,
INC000528,P000887,Anoop Kartha,ACCUSED,1,1,2026-01-20
INC000528,P000943,Ashfaq Farooqui,ACCUSED,1,0,2026-06-10
INC000528,P000900,Sagar Bhosale,SUSPECT,1,0,2026-04-14
INC000528,P000896,Aslam Khan,ACCUSED,1,1,2026-06-21
INC000528,P000899,Pradeep Pandey,ACCUSED,1,1,2026-04-15
