edge_id,src_person_id,src_name,dst_person_id,dst_name,relation,subtype,since,strength,confidence,source_type,is_verified
E000506,P000287,Mahesh Maurya,P000240,Javed Ansari,ASSOCIATE_OF,,2023-03-27,0.61,0.91,IPDR,0
E000507,P000248,Afsana Ansari,P000240,Javed Ansari,ASSOCIATE_OF,,2024-09-24,0.54,0.95,CRIMINAL_HISTORY_DB,0
E000508,P000273,Sukumar Chakraborty,P000219,Jagdish Tomar,REPORTS_TO,,2026-06-23,0.8,0.8,FIR,1
E000509,P000195,Anil Thakur,P000219,Jagdish Tomar,REPORTS_TO,,2023-11-19,0.86,0.52,INFORMANT_TIP,1
E000510,P000245,Kartik Adhikari,P000219,Jagdish Tomar,REPORTS_TO,,2025-12-14,0.79,0.79,CRIMINAL_HISTORY_DB,0
E000511,P000214,Subhas Dutta,P000219,Jagdish Tomar,REPORTS_TO,,2026-05-02,0.6,0.94,SURVEILLANCE_REPORT,1
E000512,P000251,Javed Chaudhary,P000219,Jagdish Tomar,REPORTS_TO,,2019-06-01,0.86,0.94,CRIMINAL_HISTORY_DB,1
E000513,P000239,Kuldeep Rathore,P000219,Jagdish Tomar,REPORTS_TO,,2026-05-12,0.56,0.52,SEIZURE_MEMO,1
E000514,P000275,Arif Shaikh,P000219,Jagdish Tomar,REPORTS_TO,,2023-06-09,0.52,0.74,PASSPORT_IMMIGRATION,1
E000515,P000200,Kavita Dubey,P000219,Jagdish Tomar,REPORTS_TO,,2025-10-14,0.62,0.92,INFORMANT_TIP,0
E000516,P000280,Ashim Sardar,P000219,Jagdish Tomar,REPORTS_TO,,2026-02-26,0.78,0.6,CRIMINAL_HISTORY_DB,1
E000517,P000219,Jagdish Tomar,P000280,Ashim Sardar,HANDLER_OF,,2020-01-17,0.21,0.98,SOCIAL_MEDIA_INTEL,0
E000518,P000193,Nirmal Barman,P000219,Jagdish Tomar,REPORTS_TO,,2023-05-27,0.87,0.91,INTELLIGENCE_REPORT,1
E000519,P000250,Palash Ghosh,P000219,Jagdish Tomar,REPORTS_TO,,2020-11-04,0.52,0.95,SEIZURE_MEMO,0
E000520,P000279,Bhupendra Awasthi,P000219,Jagdish Tomar,REPORTS_TO,,2026-02-21,0.63,0.94,TOWER_DUMP,1
E000521,P000221,Triloki Solanki,P000219,Jagdish Tomar,REPORTS_TO,,2018-09-21,0.58,0.9,FIR,1
E000522,P000217,Vinod Sharma,P000219,Jagdish Tomar,REPORTS_TO,,2024-05-08,0.77,0.49,TOWER_DUMP,0
E000523,P000194,Bandana Das,P000219,Jagdish Tomar,REPORTS_TO,,2021-09-03,0.87,0.85,SEIZURE_MEMO,1
E000524,P000219,Jagdish Tomar,P000194,Bandana Das,RECRUITED_BY,,2019-07-13,0.59,0.97,SEIZURE_MEMO,0
E000525,P000186,Netrapal Rathore,P000219,Jagdish Tomar,REPORTS_TO,,2024-10-19,0.54,0.94,SOCIAL_MEDIA_INTEL,0
E000526,P000281,Subhas Adhikari,P000219,Jagdish Tomar,REPORTS_TO,,2022-01-10,0.75,0.45,INFORMANT_TIP,0
E000527,P000249,Firoz Sheikh,P000219,Jagdish Tomar,REPORTS_TO,,2021-12-30,0.68,0.99,CRIMINAL_HISTORY_DB,0
E000528,P000219,Jagdish Tomar,P000249,Firoz Sheikh,RECRUITED_BY,,2020-07-28,0.21,0.85,CDR,0
E000529,P000195,Anil Thakur,P000245,Kartik Adhikari,ASSOCIATE_OF,,2025-04-27,0.43,0.48,SURVEILLANCE_REPORT,0
E000530,P000195,Anil Thakur,P000217,Vinod Sharma,ASSOCIATE_OF,,2022-02-08,0.46,0.69,IPDR,1
E000531,P000245,Kartik Adhikari,P000200,Kavita Dubey,ASSOCIATE_OF,,2022-02-01,0.57,0.59,CHARGESHEET,0
E000532,P000245,Kartik Adhikari,P000279,Bhupendra Awasthi,ASSOCIATE_OF,,2025-05-18,0.76,0.96,CHARGESHEET,1
E000533,P000245,Kartik Adhikari,P000249,Firoz Sheikh,ASSOCIATE_OF,,2022-01-20,0.38,0.65,CDR,0
E000534,P000214,Subhas Dutta,P000281,Subhas Adhikari,ASSOCIATE_OF,,2022-05-22,0.57,0.59,SURVEILLANCE_REPORT,1
E000535,P000251,Javed Chaudhary,P000279,Bhupendra Awasthi,ASSOCIATE_OF,,2018-03-02,0.61,0.59,CDR,1
E000536,P000251,Javed Chaudhary,P000217,Vinod Sharma,ASSOCIATE_OF,,2018-08-18,0.31,0.78,SEIZURE_MEMO,1
E000537,P000251,Javed Chaudhary,P000249,Firoz Sheikh,ASSOCIATE_OF,,2023-07-22,0.73,0.46,BANK_STATEMENT,1
E000538,P000239,Kuldeep Rathore,P000250,Palash Ghosh,ASSOCIATE_OF,,2023-06-26,0.35,0.83,CDR,1
E000539,P000275,Arif Shaikh,P000280,Ashim Sardar,ASSOCIATE_OF,,2022-07-21,0.76,0.98,INFORMANT_TIP,1
E000540,P000275,Arif Shaikh,P000221,Triloki Solanki,ASSOCIATE_OF,,2021-06-12,0.46,0.73,BANK_STATEMENT,1
E000541,P000200,Kavita Dubey,P000250,Palash Ghosh,ASSOCIATE_OF,,2018-01-10,0.68,0.49,FIR,1
E000542,P000200,Kavita Dubey,P000186,Netrapal Rathore,ASSOCIATE_OF,,2018-09-15,0.54,0.63,CHARGESHEET,1
E000543,P000280,Ashim Sardar,P000193,Nirmal Barman,ASSOCIATE_OF,,2021-01-27,0.72,0.91,SEIZURE_MEMO,1
E000544,P000280,Ashim Sardar,P000186,Netrapal Rathore,ASSOCIATE_OF,,2025-11-08,0.63,0.88,PASSPORT_IMMIGRATION,0
E000545,P000193,Nirmal Barman,P000186,Netrapal Rathore,ASSOCIATE_OF,,2020-02-03,0.72,0.8,CHARGESHEET,1
E000546,P000193,Nirmal Barman,P000249,Firoz Sheikh,ASSOCIATE_OF,,2020-06-12,0.63,0.45,CHARGESHEET,0
E000547,P000250,Palash Ghosh,P000217,Vinod Sharma,ASSOCIATE_OF,,2018-10-01,0.56,0.89,TOWER_DUMP,0
E000548,P000279,Bhupendra Awasthi,P000221,Triloki Solanki,ASSOCIATE_OF,,2019-09-05,0.44,0.98,INFORMANT_TIP,0
E000549,P000221,Triloki Solanki,P000281,Subhas Adhikari,ASSOCIATE_OF,,2024-05-31,0.56,0.63,CDR,0
E000550,P000221,Triloki Solanki,P000249,Firoz Sheikh,ASSOCIATE_OF,,2020-08-19,0.36,0.96,CDR,1
E000551,P000227,Pradip Biswas,P000229,Abdul Sheikh,REPORTS_TO,,2025-07-11,0.62,0.52,CRIMINAL_HISTORY_DB,1
E000552,P000255,Lekhraj Dixit,P000229,Abdul Sheikh,REPORTS_TO,,2023-07-17,0.57,0.59,CHARGESHEET,0
E000553,P000198,Pradip Barman,P000229,Abdul Sheikh,REPORTS_TO,,2022-12-05,0.8,0.61,IPDR,1
E000554,P000183,Ranjan Mondal,P000229,Abdul Sheikh,REPORTS_TO,,2021-01-22,0.6,0.95,INFORMANT_TIP,0
E000555,P000190,Iqbal Khan,P000229,Abdul Sheikh,REPORTS_TO,,2018-09-20,0.53,0.47,BANK_STATEMENT,0
E000556,P000270,Bhupendra Awasthi,P000229,Abdul Sheikh,REPORTS_TO,,2022-05-14,0.67,0.45,FIR,0
E000557,P000237,Tapan Sardar,P000229,Abdul Sheikh,REPORTS_TO,,2020-04-08,0.71,0.45,BANK_STATEMENT,1
E000558,P000289,Netrapal Dixit,P000229,Abdul Sheikh,REPORTS_TO,,2020-08-31,0.76,0.68,TOWER_DUMP,0
E000559,P000229,Abdul Sheikh,P000289,Netrapal Dixit,RECRUITED_BY,,2021-06-18,0.47,0.74,CRIMINAL_HISTORY_DB,1
E000560,P000226,Debashish Roy,P000229,Abdul Sheikh,REPORTS_TO,,2025-10-19,0.87,0.96,BANK_STATEMENT,1
E000561,P000229,Abdul Sheikh,P000226,Debashish Roy,HANDLER_OF,,2021-03-19,0.89,0.59,CDR,1
E000562,P000256,Mahesh Verma,P000229,Abdul Sheikh,REPORTS_TO,,2019-10-28,0.8,0.49,INTELLIGENCE_REPORT,1
E000563,P000229,Abdul Sheikh,P000256,Mahesh Verma,RECRUITED_BY,,2021-03-19,0.43,0.8,CDR,1
E000564,P000234,Faizan Shaikh,P000229,Abdul Sheikh,REPORTS_TO,,2022-11-14,0.82,0.88,TOWER_DUMP,0
E000565,P000197,Gopal Roy,P000229,Abdul Sheikh,REPORTS_TO,,2019-05-13,0.54,0.49,INFORMANT_TIP,0
E000566,P000285,Vijay Dixit,P000229,Abdul Sheikh,REPORTS_TO,,2024-10-30,0.84,0.46,FIR,0
E000567,P000229,Abdul Sheikh,P000285,Vijay Dixit,RECRUITED_BY,,2020-02-16,0.79,0.74,SOCIAL_MEDIA_INTEL,0
E000568,P000259,Rizwan Baig,P000229,Abdul Sheikh,REPORTS_TO,,2025-09-13,0.79,0.51,INTELLIGENCE_REPORT,1
E000569,P000210,Haroon Idrisi,P000229,Abdul Sheikh,REPORTS_TO,,2020-10-26,0.65,0.63,CDR,1
E000570,P000258,Subhas Roy,P000229,Abdul Sheikh,REPORTS_TO,,2019-03-11,0.68,0.48,SURVEILLANCE_REPORT,1
E000571,P000274,Anwar Sheikh,P000229,Abdul Sheikh,REPORTS_TO,,2023-05-21,0.59,0.97,CRIMINAL_HISTORY_DB,1
E000572,P000271,Ranjan Gayen,P000229,Abdul Sheikh,REPORTS_TO,,2018-05-21,0.6,0.79,CRIMINAL_HISTORY_DB,1
E000573,P000227,Pradip Biswas,P000255,Lekhraj Dixit,ASSOCIATE_OF,,2022-02-23,0.48,0.61,BANK_STATEMENT,0
E000574,P000227,Pradip Biswas,P000190,Iqbal Khan,ASSOCIATE_OF,,2024-05-27,0.75,0.51,INFORMANT_TIP,1
E000575,P000227,Pradip Biswas,P000289,Netrapal Dixit,ASSOCIATE_OF,,2026-05-20,0.39,0.46,SURVEILLANCE_REPORT,0
E000576,P000227,Pradip Biswas,P000259,Rizwan Baig,ASSOCIATE_OF,,2025-11-29,0.53,0.67,SURVEILLANCE_REPORT,0
E000577,P000227,Pradip Biswas,P000258,Subhas Roy,ASSOCIATE_OF,,2026-01-09,0.44,0.71,INTELLIGENCE_REPORT,1
E000578,P000227,Pradip Biswas,P000274,Anwar Sheikh,ASSOCIATE_OF,,2025-06-01,0.77,0.84,PASSPORT_IMMIGRATION,0
E000579,P000255,Lekhraj Dixit,P000183,Ranjan Mondal,ASSOCIATE_OF,,2025-10-21,0.38,0.75,SEIZURE_MEMO,0
E000580,P000255,Lekhraj Dixit,P000237,Tapan Sardar,ASSOCIATE_OF,,2026-02-17,0.51,0.61,INFORMANT_TIP,0
E000581,P000255,Lekhraj Dixit,P000258,Subhas Roy,ASSOCIATE_OF,,2018-07-20,0.36,0.96,PASSPORT_IMMIGRATION,0
E000582,P000198,Pradip Barman,P000270,Bhupendra Awasthi,ASSOCIATE_OF,,2022-11-04,0.49,0.61,INTELLIGENCE_REPORT,0
E000583,P000198,Pradip Barman,P000289,Netrapal Dixit,ASSOCIATE_OF,,2022-12-13,0.79,0.62,TOWER_DUMP,1
E000584,P000198,Pradip Barman,P000285,Vijay Dixit,ASSOCIATE_OF,,2022-08-19,0.57,0.81,CHARGESHEET,0
E000585,P000183,Ranjan Mondal,P000289,Netrapal Dixit,ASSOCIATE_OF,,2019-09-20,0.57,0.79,BANK_STATEMENT,1
E000586,P000183,Ranjan Mondal,P000197,Gopal Roy,ASSOCIATE_OF,,2019-12-06,0.71,0.93,TOWER_DUMP,0
E000587,P000270,Bhupendra Awasthi,P000234,Faizan Shaikh,ASSOCIATE_OF,,2025-07-26,0.75,0.56,FIR,1
E000588,P000270,Bhupendra Awasthi,P000285,Vijay Dixit,ASSOCIATE_OF,,2021-11-07,0.4,0.66,CHARGESHEET,1
E000589,P000237,Tapan Sardar,P000234,Faizan Shaikh,ASSOCIATE_OF,,2024-05-28,0.52,0.5,CRIMINAL_HISTORY_DB,1
E000590,P000289,Netrapal Dixit,P000210,Haroon Idrisi,ASSOCIATE_OF,,2019-09-19,0.5,0.74,SURVEILLANCE_REPORT,0
E000591,P000226,Debashish Roy,P000258,Subhas Roy,ASSOCIATE_OF,,2023-08-29,0.31,0.49,SOCIAL_MEDIA_INTEL,1
E000592,P000256,Mahesh Verma,P000210,Haroon Idrisi,ASSOCIATE_OF,,2025-11-16,0.69,0.8,CHARGESHEET,1
E000593,P000256,Mahesh Verma,P000258,Subhas Roy,ASSOCIATE_OF,,2022-01-22,0.53,0.72,CRIMINAL_HISTORY_DB,1
E000594,P000234,Faizan Shaikh,P000197,Gopal Roy,ASSOCIATE_OF,,2026-04-02,0.51,0.77,FIR,1
E000595,P000197,Gopal Roy,P000210,Haroon Idrisi,ASSOCIATE_OF,,2026-02-09,0.53,0.8,SEIZURE_MEMO,0
E000596,P000259,Rizwan Baig,P000258,Subhas Roy,ASSOCIATE_OF,,2020-08-27,0.47,0.54,SOCIAL_MEDIA_INTEL,0
E000597,P000210,Haroon Idrisi,P000271,Ranjan Gayen,ASSOCIATE_OF,,2025-06-27,0.7,0.6,SOCIAL_MEDIA_INTEL,1
E000598,P000208,Mushtaq Rahman,P000243,Reshma Hussain,REPORTS_TO,,2023-07-28,0.87,0.46,CHARGESHEET,0
E000599,P000242,Pradeep Maurya,P000243,Reshma Hussain,REPORTS_TO,,2021-05-01,0.66,0.6,SOCIAL_MEDIA_INTEL,1
E000600,P000243,Reshma Hussain,P000242,Pradeep Maurya,HANDLER_OF,,2023-10-13,0.73,0.85,BANK_STATEMENT,0
E000601,P000204,Jagdish Rajput,P000243,Reshma Hussain,REPORTS_TO,,2024-01-10,0.84,0.48,CRIMINAL_HISTORY_DB,0
E000602,P000265,Mushtaq Siddiqui,P000243,Reshma Hussain,REPORTS_TO,,2020-12-06,0.51,0.9,SURVEILLANCE_REPORT,1
E000603,P000236,Shyamlal Rajput,P000243,Reshma Hussain,REPORTS_TO,,2025-05-07,0.54,0.65,SOCIAL_MEDIA_INTEL,0
E000604,P000216,Firoz Ahmed,P000243,Reshma Hussain,REPORTS_TO,,2019-04-22,0.54,0.88,IPDR,1
E000605,P000201,Balbir Singh,P000243,Reshma Hussain,REPORTS_TO,,2019-10-10,0.86,0.91,SOCIAL_MEDIA_INTEL,1
E000606,P000222,Prakash Srivastava,P000243,Reshma Hussain,REPORTS_TO,,2024-03-21,0.73,0.99,SURVEILLANCE_REPORT,1
E000607,P000202,Sujoy Das,P000243,Reshma Hussain,REPORTS_TO,,2024-06-28,0.79,0.64,CHARGESHEET,0
E000608,P000243,Reshma Hussain,P000202,Sujoy Das,HANDLER_OF,,2019-01-05,0.36,0.51,SEIZURE_MEMO,0
E000609,P000235,Dinesh Baghel,P000243,Reshma Hussain,REPORTS_TO,,2026-04-03,0.62,0.88,INTELLIGENCE_REPORT,0
E000610,P000243,Reshma Hussain,P000235,Dinesh Baghel,HANDLER_OF,,2023-01-06,0.91,0.79,TOWER_DUMP,1
E000611,P000207,Mahesh Sharma,P000243,Reshma Hussain,REPORTS_TO,,2025-09-07,0.5,0.89,CHARGESHEET,1
E000612,P000243,Reshma Hussain,P000207,Mahesh Sharma,RECRUITED_BY,,2026-04-22,0.63,0.55,BANK_STATEMENT,1
E000613,P000266,Nepal Adhikari,P000243,Reshma Hussain,REPORTS_TO,,2022-04-13,0.57,0.45,SEIZURE_MEMO,1
E000614,P000233,Naseer Saifi,P000243,Reshma Hussain,REPORTS_TO,,2022-09-07,0.81,0.57,INFORMANT_TIP,1
E000615,P000253,Ibrahim Shaikh,P000243,Reshma Hussain,REPORTS_TO,,2022-09-29,0.67,0.94,CDR,0
E000616,P000176,Sanjib Gayen,P000243,Reshma Hussain,REPORTS_TO,,2021-01-27,0.57,0.66,CHARGESHEET,1
E000617,P000243,Reshma Hussain,P000176,Sanjib Gayen,RECRUITED_BY,,2023-07-12,0.63,0.97,SURVEILLANCE_REPORT,1
E000618,P000286,Gautam Mondal,P000243,Reshma Hussain,REPORTS_TO,,2018-05-30,0.84,0.74,INFORMANT_TIP,1
E000619,P000189,Pradip Roy,P000243,Reshma Hussain,REPORTS_TO,,2026-06-05,0.55,0.46,FIR,0
E000620,P000182,Iqbal Pathan,P000243,Reshma Hussain,REPORTS_TO,,2026-03-05,0.57,0.73,INFORMANT_TIP,0
E000621,P000208,Mushtaq Rahman,P000242,Pradeep Maurya,ASSOCIATE_OF,,2018-09-03,0.39,0.57,SOCIAL_MEDIA_INTEL,0
E000622,P000242,Pradeep Maurya,P000204,Jagdish Rajput,ASSOCIATE_OF,,2026-05-23,0.75,0.65,CDR,1
E000623,P000242,Pradeep Maurya,P000236,Shyamlal Rajput,ASSOCIATE_OF,,2023-04-22,0.52,0.76,FIR,1
E000624,P000242,Pradeep Maurya,P000202,Sujoy Das,ASSOCIATE_OF,,2024-03-29,0.36,0.98,SURVEILLANCE_REPORT,0
E000625,P000204,Jagdish Rajput,P000176,Sanjib Gayen,ASSOCIATE_OF,,2020-08-04,0.55,0.78,SEIZURE_MEMO,0
E000626,P000265,Mushtaq Siddiqui,P000236,Shyamlal Rajput,ASSOCIATE_OF,,2019-04-24,0.54,0.64,CDR,1
E000627,P000265,Mushtaq Siddiqui,P000207,Mahesh Sharma,ASSOCIATE_OF,,2020-05-14,0.69,0.99,PASSPORT_IMMIGRATION,1
E000628,P000265,Mushtaq Siddiqui,P000233,Naseer Saifi,ASSOCIATE_OF,,2022-05-11,0.58,0.69,INFORMANT_TIP,1
E000629,P000236,Shyamlal Rajput,P000201,Balbir Singh,ASSOCIATE_OF,,2018-05-07,0.71,0.94,CDR,0
E000630,P000236,Shyamlal Rajput,P000207,Mahesh Sharma,ASSOCIATE_OF,,2024-09-24,0.57,0.55,INFORMANT_TIP,1
E000631,P000216,Firoz Ahmed,P000202,Sujoy Das,ASSOCIATE_OF,,2019-08-12,0.54,0.97,IPDR,0
E000632,P000216,Firoz Ahmed,P000235,Dinesh Baghel,ASSOCIATE_OF,,2023-09-18,0.64,0.82,INTELLIGENCE_REPORT,1
E000633,P000201,Balbir Singh,P000235,Dinesh Baghel,ASSOCIATE_OF,,2022-07-03,0.79,0.5,SEIZURE_MEMO,1
E000634,P000201,Balbir Singh,P000182,Iqbal Pathan,ASSOCIATE_OF,,2020-11-24,0.3,0.84,FIR,1
E000635,P000222,Prakash Srivastava,P000233,Naseer Saifi,ASSOCIATE_OF,,2021-12-27,0.69,0.65,CDR,0
E000636,P000222,Prakash Srivastava,P000253,Ibrahim Shaikh,ASSOCIATE_OF,,2026-05-26,0.61,0.55,FIR,1
E000637,P000222,Prakash Srivastava,P000189,Pradip Roy,ASSOCIATE_OF,,2019-03-26,0.55,0.84,FIR,0
E000638,P000202,Sujoy Das,P000207,Mahesh Sharma,ASSOCIATE_OF,,2024-09-08,0.68,0.9,INTELLIGENCE_REPORT,1
E000639,P000202,Sujoy Das,P000176,Sanjib Gayen,ASSOCIATE_OF,,2023-06-20,0.7,0.84,SEIZURE_MEMO,0
E000640,P000207,Mahesh Sharma,P000233,Naseer Saifi,ASSOCIATE_OF,,2022-07-05,0.42,0.78,CHARGESHEET,1
E000641,P000207,Mahesh Sharma,P000253,Ibrahim Shaikh,ASSOCIATE_OF,,2020-09-21,0.34,0.56,CRIMINAL_HISTORY_DB,1
E000642,P000207,Mahesh Sharma,P000286,Gautam Mondal,ASSOCIATE_OF,,2025-11-02,0.54,0.78,CHARGESHEET,1
E000643,P000176,Sanjib Gayen,P000182,Iqbal Pathan,ASSOCIATE_OF,,2023-09-10,0.55,0.71,BANK_STATEMENT,0
E000644,P000185,Ashok Bhadauria,P000257,Sarfaraz Zaidi,REPORTS_TO,,2018-08-21,0.65,0.94,INFORMANT_TIP,0
E000645,P000282,Farida Rahman,P000257,Sarfaraz Zaidi,REPORTS_TO,,2025-07-13,0.78,0.48,INTELLIGENCE_REPORT,1
E000646,P000246,Sunil Sharma,P000257,Sarfaraz Zaidi,REPORTS_TO,,2020-04-17,0.55,0.56,BANK_STATEMENT,0
E000647,P000179,Nepal Mistry,P000257,Sarfaraz Zaidi,REPORTS_TO,,2025-01-18,0.6,0.56,BANK_STATEMENT,1
E000648,P000213,Ajay Tiwari,P000257,Sarfaraz Zaidi,REPORTS_TO,,2020-07-10,0.71,0.54,TOWER_DUMP,0
E000649,P000175,Rajesh Prajapati,P000257,Sarfaraz Zaidi,REPORTS_TO,,2019-03-14,0.84,0.84,TOWER_DUMP,1
E000650,P000260,Gautam Adhikari,P000257,Sarfaraz Zaidi,REPORTS_TO,,2026-01-16,0.8,0.6,CHARGESHEET,0
E000651,P000223,Har Prasad Yadav,P000257,Sarfaraz Zaidi,REPORTS_TO,,2024-07-29,0.6,0.59,BANK_STATEMENT,1
E000652,P000180,Sukumar Biswas,P000257,Sarfaraz Zaidi,REPORTS_TO,,2018-12-19,0.89,0.9,FIR,1
E000653,P000199,Imran Hussain,P000257,Sarfaraz Zaidi,REPORTS_TO,,2023-03-14,0.69,0.6,FIR,1
E000654,P000262,Ibrahim Ansari,P000257,Sarfaraz Zaidi,REPORTS_TO,,2020-01-08,0.61,0.8,INFORMANT_TIP,1
E000655,P000257,Sarfaraz Zaidi,P000262,Ibrahim Ansari,HANDLER_OF,,2021-07-08,0.69,0.53,BANK_STATEMENT,0
E000656,P000254,Wasim Sheikh,P000257,Sarfaraz Zaidi,REPORTS_TO,,2025-05-19,0.57,0.72,CHARGESHEET,0
E000657,P000257,Sarfaraz Zaidi,P000254,Wasim Sheikh,HANDLER_OF,,2023-11-04,0.86,0.64,CRIMINAL_HISTORY_DB,1
E000658,P000228,Rupa Roy,P000257,Sarfaraz Zaidi,REPORTS_TO,,2019-04-16,0.89,0.58,CHARGESHEET,1
E000659,P000257,Sarfaraz Zaidi,P000228,Rupa Roy,RECRUITED_BY,,2018-01-11,0.72,0.82,SURVEILLANCE_REPORT,1
E000660,P000244,Altaf Baig,P000257,Sarfaraz Zaidi,REPORTS_TO,,2022-10-15,0.69,0.55,CDR,1
E000661,P000257,Sarfaraz Zaidi,P000244,Altaf Baig,RECRUITED_BY,,2018-12-20,0.93,0.88,TOWER_DUMP,1
E000662,P000272,Abdul Saifi,P000257,Sarfaraz Zaidi,REPORTS_TO,,2021-05-23,0.73,0.59,BANK_STATEMENT,1
E000663,P000203,Palash Gayen,P000257,Sarfaraz Zaidi,REPORTS_TO,,2023-09-15,0.81,0.56,IPDR,0
E000664,P000196,Sujoy Chakraborty,P000257,Sarfaraz Zaidi,REPORTS_TO,,2021-07-15,0.62,0.52,SURVEILLANCE_REPORT,1
E000665,P000257,Sarfaraz Zaidi,P000196,Sujoy Chakraborty,RECRUITED_BY,,2020-04-03,0.5,0.61,CDR,1
E000666,P000206,Mahesh Shukla,P000257,Sarfaraz Zaidi,REPORTS_TO,,2021-11-16,0.57,0.72,INTELLIGENCE_REPORT,1
E000667,P000282,Farida Rahman,P000199,Imran Hussain,ASSOCIATE_OF,,2018-10-07,0.66,0.94,INFORMANT_TIP,0
E000668,P000282,Farida Rahman,P000262,Ibrahim Ansari,ASSOCIATE_OF,,2019-11-18,0.65,0.5,INFORMANT_TIP,1
E000669,P000282,Farida Rahman,P000254,Wasim Sheikh,ASSOCIATE_OF,,2021-12-13,0.51,0.51,SEIZURE_MEMO,0
E000670,P000246,Sunil Sharma,P000180,Sukumar Biswas,ASSOCIATE_OF,,2021-04-23,0.4,0.69,FIR,1
E000671,P000246,Sunil Sharma,P000206,Mahesh Shukla,ASSOCIATE_OF,,2025-11-24,0.55,0.57,INTELLIGENCE_REPORT,1
E000672,P000179,Nepal Mistry,P000203,Palash Gayen,ASSOCIATE_OF,,2025-01-10,0.42,0.72,PASSPORT_IMMIGRATION,0
E000673,P000175,Rajesh Prajapati,P000244,Altaf Baig,ASSOCIATE_OF,,2019-08-09,0.41,0.76,IPDR,0
E000674,P000175,Rajesh Prajapati,P000196,Sujoy Chakraborty,ASSOCIATE_OF,,2024-12-28,0.71,0.68,SEIZURE_MEMO,1
E000675,P000260,Gautam Adhikari,P000262,Ibrahim Ansari,ASSOCIATE_OF,,2024-03-26,0.46,0.59,INFORMANT_TIP,0
E000676,P000260,Gautam Adhikari,P000196,Sujoy Chakraborty,ASSOCIATE_OF,,2019-10-13,0.6,0.59,INFORMANT_TIP,0
E000677,P000223,Har Prasad Yadav,P000254,Wasim Sheikh,ASSOCIATE_OF,,2025-08-31,0.35,0.54,PASSPORT_IMMIGRATION,0
E000678,P000180,Sukumar Biswas,P000203,Palash Gayen,ASSOCIATE_OF,,2018-12-24,0.48,0.94,CHARGESHEET,1
E000679,P000180,Sukumar Biswas,P000206,Mahesh Shukla,ASSOCIATE_OF,,2024-09-24,0.71,0.54,TOWER_DUMP,1
E000680,P000262,Ibrahim Ansari,P000203,Palash Gayen,ASSOCIATE_OF,,2018-01-18,0.47,0.61,FIR,1
E000681,P000277,Rupa Naskar,P000268,Deepak Sengar,REPORTS_TO,,2022-12-24,0.68,0.96,SEIZURE_MEMO,0
E000682,P000268,Deepak Sengar,P000277,Rupa Naskar,HANDLER_OF,,2021-11-03,0.23,0.45,INTELLIGENCE_REPORT,1
E000683,P000238,Girdhari Baghel,P000268,Deepak Sengar,REPORTS_TO,,2024-11-29,0.67,0.97,FIR,1
E000684,P000184,Ramesh Srivastava,P000268,Deepak Sengar,REPORTS_TO,,2023-12-28,0.55,0.49,FIR,1
E000685,P000278,Ramesh Shukla,P000268,Deepak Sengar,REPORTS_TO,,2021-11-28,0.75,0.88,CDR,1
E000686,P000252,Anil Yadav,P000268,Deepak Sengar,REPORTS_TO,,2025-10-19,0.57,0.75,IPDR,0
E000687,P000276,Sunil Rajput,P000268,Deepak Sengar,REPORTS_TO,,2023-11-06,0.53,0.47,CDR,0
E000688,P000209,Nadeem Rahman,P000268,Deepak Sengar,REPORTS_TO,,2020-11-19,0.73,0.76,INFORMANT_TIP,0
E000689,P000268,Deepak Sengar,P000209,Nadeem Rahman,RECRUITED_BY,,2019-10-14,0.28,0.97,IPDR,1
E000690,P000215,Udaiveer Yadav,P000268,Deepak Sengar,REPORTS_TO,,2023-03-17,0.56,0.7,IPDR,0
E000691,P000231,Swapan Bose,P000268,Deepak Sengar,REPORTS_TO,,2021-03-05,0.51,0.7,FIR,0
E000692,P000269,Sajid Farooqui,P000268,Deepak Sengar,REPORTS_TO,,2019-04-28,0.72,0.54,SEIZURE_MEMO,0
E000693,P000268,Deepak Sengar,P000269,Sajid Farooqui,RECRUITED_BY,,2019-04-15,0.52,0.91,INFORMANT_TIP,0
E000694,P000178,Udaiveer Saini,P000268,Deepak Sengar,REPORTS_TO,,2018-04-01,0.55,0.92,SURVEILLANCE_REPORT,0
E000695,P000187,Naresh Jaiswal,P000268,Deepak Sengar,REPORTS_TO,,2025-07-03,0.6,0.67,SEIZURE_MEMO,1
E000696,P000218,Haroon Baig,P000268,Deepak Sengar,REPORTS_TO,,2023-05-07,0.52,0.6,SEIZURE_MEMO,0
E000697,P000177,Palash Sardar,P000268,Deepak Sengar,REPORTS_TO,,2019-06-06,0.58,0.6,TOWER_DUMP,0
E000698,P000224,Sunil Bhardwaj,P000268,Deepak Sengar,REPORTS_TO,,2022-06-29,0.7,0.72,CHARGESHEET,0
E000699,P000284,Deepak Baghel,P000268,Deepak Sengar,REPORTS_TO,,2018-01-14,0.56,0.5,PASSPORT_IMMIGRATION,1
E000700,P000268,Deepak Sengar,P000284,Deepak Baghel,HANDLER_OF,,2020-11-27,0.52,0.89,SURVEILLANCE_REPORT,1
E000701,P000225,Arindam Gayen,P000268,Deepak Sengar,REPORTS_TO,,2018-07-01,0.69,0.79,BANK_STATEMENT,0
E000702,P000277,Rupa Naskar,P000269,Sajid Farooqui,ASSOCIATE_OF,,2024-07-04,0.65,0.66,CRIMINAL_HISTORY_DB,1
