phone_id,device_id,imei,msisdn,first_seen,last_seen
PH000681,DEV000320,354047873748058,7474045645,2020-12-20,2026-06-30
PH000682,DEV000321,860739701631620,7670095113,2024-07-12,2026-06-30
PH000683,DEV000322,868384607491692,8541660648,2016-09-14,2026-06-30
PH000684,DEV000322,868384607491692,9753868451,2023-09-25,2026-06-30
PH000685,DEV000322,868384607491692,9683211268,2019-01-12,2026-06-30
PH000686,DEV000323,869604751042426,7045688263,2023-07-07,2026-06-30
PH000687,DEV000324,017608307354608,8468538499,2017-08-30,2026-06-30
PH000688,DEV000324,017608307354608,7240046408,2023-07-31,2026-06-30
PH000689,DEV000324,017608307354608,9820118082,2022-01-28,2022-07-11
PH000690,DEV000324,017608307354608,8884276901,2026-06-02,2026-06-30
PH000691,DEV000326,492395327918233,9692559334,2017-03-13,2026-06-30
PH000692,DEV000325,351958736063404,8253175959,2022-12-21,2026-06-30
PH000693,DEV000326,492395327918233,7775269685,2025-02-21,2026-06-30
PH000694,DEV000327,861188069043897,8714423352,2017-01-21,2026-06-30
PH000695,DEV000328,359120624418507,8113703597,2024-05-14,2024-11-24
PH000696,DEV000327,861188069043897,9399572020,2020-06-02,2020-11-18
PH000697,DEV000329,862315260579488,9356811343,2016-07-14,2026-06-30
PH000698,DEV000329,862315260579488,9763472624,2019-09-26,2020-08-18
PH000699,DEV000329,862315260579488,7980025406,2018-02-11,2026-06-30
PH000700,DEV000329,862315260579488,8064414930,2019-06-24,2020-07-19
PH000701,DEV000331,867403169474345,9787078961,2017-06-13,2026-06-30
PH000702,DEV000331,867403169474345,8201754269,2019-08-19,2026-06-30
PH000703,DEV000332,355476424944282,8102186459,2017-09-08,2026-06-30
PH000704,DEV000332,355476424944282,8140303253,2024-11-04,2026-06-30
PH000705,DEV000332,355476424944282,7920922597,2025-02-17,2026-06-30
PH000706,DEV000332,355476424944282,7737453656,2025-06-21,2025-12-09
PH000707,DEV000332,355476424944282,8972484396,2019-11-18,2026-06-30
PH000708,DEV000333,357690463507739,9391782729,2015-09-15,2026-06-30
PH000709,DEV000333,357690463507739,8101240403,2020-07-26,2026-06-30
PH000710,DEV000333,357690463507739,7820866478,2022-04-01,2022-05-01
PH000711,DEV000333,357690463507739,9050982216,2020-03-22,2020-04-12
PH000712,DEV000334,493445565824765,8940953324,2016-12-08,2026-06-30
PH000713,DEV000334,493445565824765,8580664485,2020-12-24,2021-04-08
PH000714,DEV000334,493445565824765,8306370554,2019-01-26,2026-06-30
PH000715,DEV000335,355160080443582,7150116002,2017-07-03,2026-06-30
PH000716,DEV000335,355160080443582,8475557943,2023-03-24,2026-06-30
PH000717,DEV000335,355160080443582,9791879375,2024-10-21,2025-01-29
PH000718,DEV000335,355160080443582,8485407945,2023-11-18,2024-11-08
PH000719,DEV000337,866390019907391,7194380180,2017-05-11,2026-06-30
PH000720,DEV000337,866390019907391,8661894206,2026-03-24,2027-04-28
PH000721,DEV000337,866390019907391,7980302515,2018-03-31,2026-06-30
PH000722,DEV000337,866390019907391,7238351463,2018-06-02,2026-06-30
PH000723,DEV000338,352892176960388,8518729703,2016-01-30,2026-06-30
PH000724,DEV000338,352892176960388,9074225779,2025-01-16,2026-06-30
PH000725,DEV000338,352892176960388,7686822672,2026-01-22,2026-06-30
PH000726,DEV000338,352892176960388,7618444690,2020-10-09,2026-06-30
PH000727,DEV000340,491513006340962,8001860503,2017-08-03,2026-06-30
PH000728,DEV000339,355409461745562,7463746462,2021-05-18,2022-02-16
PH000729,DEV000339,355409461745562,7016849707,2021-07-31,2026-06-30
PH000730,DEV000340,491513006340962,8775673110,2020-02-27,2026-06-30
PH000731,DEV000339,355409461745562,8169103934,2024-12-14,2026-06-30
PH000732,DEV000339,355409461745562,9379136789,2024-07-14,2025-08-09
PH000733,DEV000342,864335085112742,8877642378,2016-09-09,2026-06-30
PH000734,DEV000341,498530445675989,9001232900,2020-09-23,2026-06-30
PH000735,DEV000341,498530445675989,7188098950,2022-02-27,2026-06-30
PH000736,DEV000344,357868042887899,9160599932,2016-09-21,2026-06-30
PH000737,DEV000343,356576829967281,8976813891,2023-11-25,2024-12-01
PH000738,DEV000344,357868042887899,7085788258,2020-10-17,2026-06-30
PH000739,DEV000345,491393474950049,8141571762,2016-03-22,2026-06-30
PH000740,DEV000347,351733759112864,7607984363,2017-10-26,2026-06-30
PH000741,DEV000347,351733759112864,7784137078,2025-01-19,2026-02-15
PH000742,DEV000347,351733759112864,9864670574,2025-12-25,2026-08-22
PH000743,DEV000346,016826814155014,7068870909,2019-05-14,2026-06-30
PH000744,DEV000348,863409170895748,7016199594,2016-09-28,2026-06-30
PH000745,DEV000349,357949317332201,8887680798,2016-12-06,2026-06-30
PH000746,DEV000350,492743585693281,9134587236,2023-08-13,2026-06-30
PH000747,DEV000349,357949317332201,9868805074,2023-12-04,2024-09-16
PH000748,DEV000349,357949317332201,8017286324,2025-05-26,2026-06-30
PH000749,DEV000352,358032602974802,9690508345,2017-10-07,2026-06-30
PH000750,DEV000351,351549475046531,7275154188,2025-04-01,2026-06-30
PH000751,DEV000351,351549475046531,9939874451,2019-11-29,2026-06-30
PH000752,DEV000352,358032602974802,8407713599,2019-06-05,2026-06-30
PH000753,DEV000353,493110848557931,7388976110,2017-10-27,2026-06-30
PH000754,DEV000353,493110848557931,9798579172,2018-11-10,2026-06-30
PH000755,DEV000354,014778015260745,9547669648,2017-08-18,2026-06-30
PH000756,DEV000356,494828758331838,8747916659,2015-11-27,2026-06-30
PH000757,DEV000355,357830030564416,9442742589,2026-03-06,2026-06-30
PH000758,DEV000355,357830030564416,7694241850,2019-04-14,2026-06-30
PH000759,DEV000355,357830030564416,7092733852,2020-05-30,2026-06-30
PH000760,DEV000357,867220895809011,8316228794,2015-12-15,2026-06-30
PH000761,DEV000357,867220895809011,9657015896,2020-10-20,2021-10-21
PH000762,DEV000358,497143648936172,8386736438,2017-11-13,2026-06-30
PH000763,DEV000358,497143648936172,9265151747,2018-06-21,2026-06-30
PH000764,DEV000359,013983745374011,8118828160,2017-06-26,2026-06-30
PH000765,DEV000360,495401624295552,7620659312,2017-02-06,2026-06-30
PH000766,DEV000360,495401624295552,9623661625,2024-04-06,2024-08-10
PH000767,DEV000360,495401624295552,7152673889,2019-08-29,2026-06-30
PH000768,DEV000360,495401624295552,9226788695,2019-12-03,2026-06-30
PH000769,DEV000361,492686108447609,9305832837,2015-12-07,2026-06-30
PH000770,DEV000361,492686108447609,7972948422,2022-05-25,2026-06-30
PH000771,DEV000362,019456069559919,7933398985,2016-07-10,2026-06-30
PH000772,DEV000362,019456069559919,9553953131,2024-03-31,2024-06-11
PH000773,DEV000362,019456069559919,8873145726,2019-06-12,2026-06-30
PH000774,DEV000362,019456069559919,8545254861,2022-10-02,2022-10-26
PH000775,DEV000363,014694307498206,9015364431,2015-09-01,2026-06-30
PH000776,DEV000363,014694307498206,8288883114,2021-07-04,2026-06-30
PH000777,DEV000363,014694307498206,9017894260,2018-07-29,2026-06-30
PH000778,DEV000363,014694307498206,7410597012,2020-10-11,2020-12-21
PH000779,DEV000363,014694307498206,9355409343,2020-10-19,2021-09-05
PH000780,DEV000363,014694307498206,7138755676,2026-02-27,2026-06-30
PH000781,DEV000364,356804779001388,9899519062,2016-10-13,2026-06-30
PH000782,DEV000364,356804779001388,8553348080,2019-02-23,2026-06-30
PH000783,DEV000365,351898926629367,7511705946,2016-03-05,2026-06-30
PH000784,DEV000365,351898926629367,9135295400,2023-11-20,2026-06-30
PH000785,DEV000366,869143942074803,7529570349,2015-09-11,2026-06-30
PH000786,DEV000368,352745379569685,7427192680,2017-01-15,2026-06-30
PH000787,DEV000367,358698683017762,8873382878,2023-11-30,2026-06-30
PH000788,DEV000367,358698683017762,8671002397,2022-11-09,2026-06-30
PH000789,DEV000368,352745379569685,9310575498,2024-11-04,2026-06-30
PH000790,DEV000369,355413728291272,8958830335,2016-08-29,2026-06-30
PH000791,DEV000369,355413728291272,9410689731,2021-02-21,2026-06-30
PH000792,DEV000369,355413728291272,9113012073,2024-06-22,2026-06-30
PH000793,DEV000370,354943405013686,8384116020,2015-09-22,2026-06-30
PH000794,DEV000371,353758130121701,7852355897,2015-08-27,2026-06-30
PH000795,DEV000371,353758130121701,7099229346,2018-12-25,2026-06-30
PH000796,DEV000371,353758130121701,7648550023,2023-02-04,2026-06-30
PH000797,DEV000372,490943201302235,7302906169,2017-03-17,2026-06-30
PH000798,DEV000372,490943201302235,8912717732,2018-01-27,2026-06-30
PH000799,DEV000373,491870013651227,7738447278,2017-09-10,2026-06-30
PH000800,DEV000373,491870013651227,8364712434,2025-07-16,2026-07-26
PH000801,DEV000373,491870013651227,8873606301,2021-07-08,2022-06-16
PH000802,DEV000373,491870013651227,8734511610,2025-11-08,2026-06-30
PH000803,DEV000374,351808293807436,9759856842,2017-05-30,2026-06-30
PH000804,DEV000374,351808293807436,9936325153,2024-06-17,2025-02-23
PH000805,DEV000374,351808293807436,8391713595,2022-03-04,2026-06-30
PH000806,DEV000374,351808293807436,8778333306,2019-12-02,2026-06-30
PH000807,DEV000374,351808293807436,7112808551,2023-02-15,2026-06-30
PH000808,DEV000374,351808293807436,7905256406,2024-03-05,2026-06-30
PH000809,DEV000376,353008710623596,9655673376,2017-07-30,2026-06-30
PH000810,DEV000376,353008710623596,8102119250,2018-04-21,2018-05-24
PH000811,DEV000376,353008710623596,7869344322,2022-03-18,2026-06-30
PH000812,DEV000377,354301604263758,8066566020,2016-04-17,2026-06-30
PH000813,DEV000377,354301604263758,9594941844,2025-12-04,2026-08-22
PH000814,DEV000377,354301604263758,7022295185,2021-06-12,2022-06-03
PH000815,DEV000379,011889345764945,9557605057,2016-06-30,2026-06-30
PH000816,DEV000378,358301008495254,7805484652,2025-06-14,2026-06-30
PH000817,DEV000378,358301008495254,7054260244,2019-07-15,2026-06-30
PH000818,DEV000380,354118727429332,9416466632,2016-02-04,2026-06-30
PH000819,DEV000380,354118727429332,9048516626,2021-04-14,2026-06-30
PH000820,DEV000380,354118727429332,9431421472,2022-08-19,2026-06-30
PH000821,DEV000380,354118727429332,7720589207,2019-01-18,2026-06-30
PH000822,DEV000381,352319379804463,8955491780,2016-02-08,2026-06-30
PH000823,DEV000381,352319379804463,7537393045,2020-12-25,2026-06-30
PH000824,DEV000381,352319379804463,9531702777,2020-11-27,2026-06-30
PH000825,DEV000381,352319379804463,9935483662,2025-01-08,2026-06-30
PH000826,DEV000382,864262811507162,7573049978,2017-10-02,2026-06-30
PH000827,DEV000382,864262811507162,7207535354,2018-04-24,2019-04-25
PH000828,DEV000383,860757046483715,7867530157,2017-09-07,2026-06-30
PH000829,DEV000383,860757046483715,8624404283,2024-05-26,2026-06-30
PH000830,DEV000384,355226124713057,9581674312,2017-02-21,2026-06-30
PH000831,DEV000384,355226124713057,9716475609,2019-03-05,2020-03-10
PH000832,DEV000385,351917066935484,8488622353,2019-07-18,2020-06-14
PH000833,DEV000384,355226124713057,8993947585,2024-08-07,2026-06-30
PH000834,DEV000384,355226124713057,7017154894,2021-03-02,2022-01-14
PH000835,DEV000386,493198504788259,9581673833,2017-01-16,2026-06-30
PH000836,DEV000386,493198504788259,7728875257,2022-07-20,2026-06-30
PH000837,DEV000386,493198504788259,9616849598,2023-03-01,2026-06-30
PH000838,DEV000388,354846180288235,9572740647,2016-05-13,2026-06-30
PH000839,DEV000387,355773641402268,9958794320,2019-09-09,2026-06-30
PH000840,DEV000387,355773641402268,7523360694,2021-02-16,2026-06-30
PH000841,DEV000387,355773641402268,8654818826,2023-01-24,2026-06-30
PH000842,DEV000389,869222821021521,9918517530,2016-02-24,2026-06-30
PH000843,DEV000389,869222821021521,9625069832,2019-05-28,2026-06-30
PH000844,DEV000390,350506715663688,7722571779,2016-05-02,2026-06-30
PH000845,DEV000391,863077262928754,9099734829,2016-04-19,2026-06-30
PH000846,DEV000393,359323174848740,8180257699,2016-05-26,2026-06-30
PH000847,DEV000393,359323174848740,8051895539,2018-12-19,2019-10-10
PH000848,DEV000393,359323174848740,8494223413,2021-11-21,2026-06-30
PH000849,DEV000394,017644932293300,8680617473,2016-01-08,2026-06-30
PH000850,DEV000395,353104988069440,7765556059,2022-04-17,2022-11-05
PH000851,DEV000395,353104988069440,9985034135,2020-01-18,2026-06-30
PH000852,DEV000396,351517827335023,8192822496,2015-11-08,2026-06-30
PH000853,DEV000396,351517827335023,7181511300,2025-07-07,2025-11-09
PH000854,DEV000397,861198644713340,7442823442,2017-07-15,2026-06-30
PH000855,DEV000397,861198644713340,9524844440,2023-04-07,2026-06-30
PH000856,DEV000397,861198644713340,9752944930,2018-07-06,2026-06-30
PH000857,DEV000397,861198644713340,7564560980,2023-09-01,2024-03-26
PH000858,DEV000397,861198644713340,9703829553,2020-03-17,2026-06-30
PH000859,DEV000399,355490010380120,7661381848,2015-07-18,2026-06-30
PH000860,DEV000399,355490010380120,8462573169,2026-05-21,2026-06-30
PH000861,DEV000398,358720679723847,8708273377,2022-10-21,2026-06-30
PH000862,DEV000400,016990336545311,7597399599,2017-10-03,2026-06-30
PH000863,DEV000400,016990336545311,9284005156,2025-07-23,2026-06-30
PH000864,DEV000402,494493747908874,9032733299,2017-02-04,2026-06-30
PH000865,DEV000401,494629567230854,8350843372,2018-02-07,2018-12-12
PH000866,DEV000402,494493747908874,7920743751,2019-04-03,2026-06-30
PH000867,DEV000402,494493747908874,8274775316,2023-06-02,2024-04-04
PH000868,DEV000403,016422608175979,8176289480,2015-11-03,2026-06-30
PH000869,DEV000404,496899570411857,8949051584,2016-08-21,2026-06-30
PH000870,DEV000404,496899570411857,7816895065,2019-05-17,2026-06-30
PH000871,DEV000404,496899570411857,8571902336,2023-11-02,2026-06-30
PH000872,DEV000405,010645334956926,9663461087,2016-03-11,2026-06-30
PH000873,DEV000406,866083523391994,8648085228,2016-09-28,2026-06-30
PH000874,DEV000406,866083523391994,9440684000,2024-12-30,2025-03-04
PH000875,DEV000406,866083523391994,8241990397,2025-10-01,2026-10-29
PH000876,DEV000406,866083523391994,7870788359,2019-11-12,2026-06-30
PH000877,DEV000408,491327147118568,9492823131,2016-05-20,2026-06-30
PH000878,DEV000407,491596699149823,9668467194,2021-05-11,2026-06-30
PH000879,DEV000407,491596699149823,7733614345,2019-08-20,2026-06-30
PH000880,DEV000409,359874270189728,7329887466,2017-05-31,2026-06-30
PH000881,DEV000409,359874270189728,7165822830,2020-04-22,2021-02-28
PH000882,DEV000410,499447749205037,8355248853,2016-09-13,2026-06-30
PH000883,DEV000410,499447749205037,8537292687,2022-03-17,2026-06-30
PH000884,DEV000410,499447749205037,8787757873,2024-10-03,2026-06-30
PH000885,DEV000410,499447749205037,8365273596,2022-10-11,2026-06-30
PH000886,DEV000412,353430674167120,8717895278,2015-08-02,2026-06-30
PH000887,DEV000413,359796887899725,9371613701,2019-02-22,2026-06-30
PH000888,DEV000413,359796887899725,9838834987,2022-12-20,2023-07-12
PH000889,DEV000413,359796887899725,8867233461,2019-05-30,2026-06-30
PH000890,DEV000414,012588858212402,9356371089,2017-05-09,2026-06-30
PH000891,DEV000414,012588858212402,7177218716,2020-07-26,2026-06-30
PH000892,DEV000415,351296764249547,7233125680,2017-04-06,2026-06-30
PH000893,DEV000416,864782213258804,9272785398,2023-04-11,2026-06-30
PH000894,DEV000415,351296764249547,9410129002,2019-04-19,2026-06-30
PH000895,DEV000416,864782213258804,9521252855,2024-09-29,2025-07-11
PH000896,DEV000416,864782213258804,8586796302,2025-07-28,2026-06-30
PH000897,DEV000417,868646412663050,8261211237,2016-02-10,2026-06-30
PH000898,DEV000417,868646412663050,7324043842,2023-10-02,2024-03-02
PH000899,DEV000418,864975744510159,8577364933,2017-09-28,2026-06-30
PH000900,DEV000418,864975744510159,8209685075,2022-04-12,2026-06-30
PH000901,DEV000419,357200102927186,7517914018,2017-04-27,2026-06-30
PH000902,DEV000419,357200102927186,9629455469,2023-08-10,2026-06-30
PH000903,DEV000419,357200102927186,8212694465,2023-07-20,2024-06-13
PH000904,DEV000420,358038650306662,7075046122,2016-12-15,2026-06-30
PH000905,DEV000420,358038650306662,9411776969,2022-11-07,2026-06-30
PH000906,DEV000420,358038650306662,7604504744,2023-05-23,2026-06-30
PH000907,DEV000420,358038650306662,8810618355,2025-10-14,2026-06-30
PH000908,DEV000421,012013320573713,7006663225,2016-03-11,2026-06-30
PH000909,DEV000421,012013320573713,9895222498,2022-01-26,2026-06-30
PH000910,DEV000421,012013320573713,8837329729,2020-08-08,2026-06-30
PH000911,DEV000423,354499271108374,9865755293,2017-07-13,2026-06-30
PH000912,DEV000423,354499271108374,7216088621,2021-10-23,2026-06-30
PH000913,DEV000423,354499271108374,8131726821,2021-06-01,2026-06-30
PH000914,DEV000424,350418656738566,9939618907,2021-12-13,2026-06-30
PH000915,DEV000425,353726034631789,9905321596,2016-03-16,2026-06-30
PH000916,DEV000425,353726034631789,9831533896,2021-07-26,2026-06-30
PH000917,DEV000427,495198287048591,8869178700,2016-04-18,2026-06-30
PH000918,DEV000426,860744722764398,7830359018,2019-09-23,2020-05-01
PH000919,DEV000427,495198287048591,8955936654,2025-01-06,2026-06-30
PH000920,DEV000426,860744722764398,8208109984,2020-06-29,2020-07-31
PH000921,DEV000428,355236137753423,9971687754,2016-04-17,2026-06-30
PH000922,DEV000428,355236137753423,7371027630,2019-01-16,2026-06-30
PH000923,DEV000428,355236137753423,7967665420,2025-06-06,2026-02-23
PH000924,DEV000428,355236137753423,9109016744,2018-10-21,2026-06-30
PH000925,DEV000430,354983864887884,7833114593,2016-01-01,2026-06-30
PH000926,DEV000430,354983864887884,9314548303,2022-03-17,2022-09-07
PH000927,DEV000430,354983864887884,8807824336,2020-10-19,2021-04-01
PH000928,DEV000430,354983864887884,9034661174,2020-05-09,2026-06-30
PH000929,DEV000431,357578047994121,9624912469,2016-02-11,2026-06-30
PH000930,DEV000432,011687700184849,9332686679,2016-11-21,2026-06-30
PH000931,DEV000433,499687992863080,8276115640,2016-11-19,2026-06-30
PH000932,DEV000433,499687992863080,9431430902,2025-07-06,2026-06-30
PH000933,DEV000433,499687992863080,7800243240,2024-02-04,2026-06-30
PH000934,DEV000434,012408274619819,7267040492,2017-04-20,2026-06-30
PH000935,DEV000434,012408274619819,8363800331,2023-11-29,2026-06-30
PH000936,DEV000434,012408274619819,8655296489,2025-08-29,2026-05-21
PH000937,DEV000435,862623763459624,7162991390,2016-04-07,2026-06-30
PH000938,DEV000437,353169962139238,7427748076,2015-09-12,2026-06-30
PH000939,DEV000436,860777810881308,9493273848,2018-10-11,2019-03-27
PH000940,DEV000436,860777810881308,8428580208,2019-04-03,2026-06-30
PH000941,DEV000437,353169962139238,7698818696,2026-06-19,2027-05-17
PH000942,DEV000438,359748542084819,8928406453,2016-02-19,2026-06-30
PH000943,DEV000438,359748542084819,9985332319,2023-01-01,2023-04-18
PH000944,DEV000438,359748542084819,9161435631,2020-12-14,2026-06-30
PH000945,DEV000439,353892166224165,7386730856,2016-09-03,2026-06-30
PH000946,DEV000439,353892166224165,7336412541,2021-01-27,2026-06-30
PH000947,DEV000439,353892166224165,9052527470,2023-01-20,2026-06-30
PH000948,DEV000439,353892166224165,9281920938,2018-01-19,2026-06-30
PH000949,DEV000440,354438051589522,8221756269,2017-11-24,2026-06-30
PH000950,DEV000441,359563944532210,8104638282,2016-09-30,2026-06-30
PH000951,DEV000441,359563944532210,8220356609,2022-12-22,2023-08-15
PH000952,DEV000441,359563944532210,8282968981,2023-12-04,2024-11-10
PH000953,DEV000441,359563944532210,7747141136,2018-03-25,2026-06-30
PH000954,DEV000443,019207310837085,8331364396,2016-04-28,2026-06-30
PH000955,DEV000442,868167279664104,9321454781,2025-02-15,2026-03-05
PH000956,DEV000443,019207310837085,7388947578,2018-10-25,2018-12-05
PH000957,DEV000445,861854378262595,8744540649,2017-06-29,2026-06-30
PH000958,DEV000444,013424645220392,7001596935,2024-04-09,2024-05-01
PH000959,DEV000444,013424645220392,7677157899,2022-03-20,2022-08-14
PH000960,DEV000446,863899347584371,8179576760,2016-03-24,2026-06-30
PH000961,DEV000446,863899347584371,7378878441,2020-07-05,2026-06-30
PH000962,DEV000447,350620922751586,7583924720,2021-09-28,2026-06-30
PH000963,DEV000448,495085624555382,9014246963,2016-01-11,2026-06-30
PH000964,DEV000449,358565851379721,8911129197,2024-01-17,2026-06-30
PH000965,DEV000448,495085624555382,7371871803,2019-05-17,2026-06-30
PH000966,DEV000450,358689397770428,7645999274,2017-07-06,2026-06-30
PH000967,DEV000450,358689397770428,9790296408,2024-03-15,2024-07-17
PH000968,DEV000450,358689397770428,9087988235,2023-06-28,2026-06-30
PH000969,DEV000452,352402418798786,9856945974,2016-03-21,2026-06-30
PH000970,DEV000452,352402418798786,7413482024,2020-09-03,2020-09-24
PH000971,DEV000452,352402418798786,8675862857,2022-12-09,2023-06-26
PH000972,DEV000451,499704220244584,7639899809,2023-06-26,2026-06-30
PH000973,DEV000454,496378628250991,7269680159,2016-04-23,2026-06-30
PH000974,DEV000453,869840104880748,7419175952,2018-10-26,2019-08-25
PH000975,DEV000453,869840104880748,8085728285,2020-05-06,2026-06-30
PH000976,DEV000455,355685142370486,7004063886,2017-05-24,2026-06-30
PH000977,DEV000455,355685142370486,7060053258,2020-02-13,2026-06-30
PH000978,DEV000455,355685142370486,7227083457,2022-12-01,2026-06-30
PH000979,DEV000456,350275789868774,9713588845,2017-09-18,2026-06-30
PH000980,DEV000456,350275789868774,8719505285,2018-11-12,2026-06-30
PH000981,DEV000456,350275789868774,8774563473,2023-07-16,2023-08-21
PH000982,DEV000456,350275789868774,9217827710,2019-08-24,2019-11-25
PH000983,DEV000457,354812479560506,8036763072,2016-11-09,2026-06-30
PH000984,DEV000457,354812479560506,8492746222,2020-07-06,2020-08-20
PH000985,DEV000457,354812479560506,7024159844,2022-05-30,2026-06-30
PH000986,DEV000457,354812479560506,9064830988,2021-03-21,2026-06-30
PH000987,DEV000459,017927085531664,9119053626,2016-02-09,2026-06-30
PH000988,DEV000459,017927085531664,8801170782,2022-06-16,2022-08-23
PH000989,DEV000459,017927085531664,9125887132,2023-05-23,2024-01-21
PH000990,DEV000460,354689896327756,9811771623,2015-11-19,2026-06-30
PH000991,DEV000461,358348403628993,7562554831,2026-02-20,2026-05-30
PH000992,DEV000460,354689896327756,8912486680,2024-02-20,2026-06-30
PH000993,DEV000460,354689896327756,9546358521,2024-08-24,2025-02-10
PH000994,DEV000461,358348403628993,7629460128,2020-05-30,2021-01-31
PH000995,DEV000460,354689896327756,8490873338,2023-04-25,2026-06-30
PH000996,DEV000462,019939190011280,7218588533,2016-01-25,2026-06-30
PH000997,DEV000462,019939190011280,9900381074,2020-05-21,2020-06-30
PH000998,DEV000463,498845930506994,9377952689,2016-10-26,2026-06-30
PH000999,DEV000463,498845930506994,7149198170,2024-10-28,2026-06-30
PH001000,DEV000463,498845930506994,9382173891,2020-11-28,2026-06-30
PH001001,DEV000464,496432631424384,8925987640,2015-09-21,2026-06-30
PH001002,DEV000464,496432631424384,7241551051,2026-01-31,2026-06-30
PH001003,DEV000464,496432631424384,9896323625,2024-11-14,2025-01-10
PH001004,DEV000466,492111259667957,8741024097,2017-03-31,2026-06-30
PH001005,DEV000465,862314211253403,7777401942,2024-12-25,2026-06-30
PH001006,DEV000465,862314211253403,8727734573,2021-07-26,2022-03-23
PH001007,DEV000465,862314211253403,8325937724,2020-10-08,2020-10-30
PH001008,DEV000465,862314211253403,8751496873,2018-01-22,2026-06-30
PH001009,DEV000468,356782362784239,7695975778,2017-04-25,2026-06-30
PH001010,DEV000467,498476505476745,9596900418,2019-03-19,2026-06-30
PH001011,DEV000468,356782362784239,9588934773,2025-11-11,2026-11-05
PH001012,DEV000468,356782362784239,8851322266,2019-12-21,2020-03-04
PH001013,DEV000470,015933841962192,9732283613,2016-02-03,2026-06-30
PH001014,DEV000470,015933841962192,8122429326,2023-06-04,2024-04-10
PH001015,DEV000469,019194066942507,9224036036,2019-02-08,2026-06-30
PH001016,DEV000470,015933841962192,7209319938,2019-10-16,2026-06-30
PH001017,DEV000470,015933841962192,8004486010,2023-09-08,2024-06-24
PH001018,DEV000470,015933841962192,8533125661,2025-10-17,2026-06-30
PH001019,DEV000471,490110843990167,9138473659,2015-08-09,2026-06-30
PH001020,DEV000472,490025300958402,8104870872,2023-08-15,2026-06-30
PH001021,DEV000472,490025300958402,9918732856,2019-11-05,2026-06-30
PH001022,DEV000473,494558489116613,9977495035,2017-08-06,2026-06-30
PH001023,DEV000474,351026233329614,7299143150,2015-08-30,2026-06-30
PH001024,DEV000474,351026233329614,9603862898,2025-10-11,2026-02-19
PH001025,DEV000474,351026233329614,7300225916,2019-03-05,2026-06-30
PH001026,DEV000475,357619730141116,7695800817,2016-09-02,2026-06-30
PH001027,DEV000475,357619730141116,8488358434,2019-10-03,2020-08-17
PH001028,DEV000475,357619730141116,9484465248,2023-12-11,2026-06-30
PH001029,DEV000477,351280024318103,9885864907,2016-03-25,2026-06-30
PH001030,DEV000476,860449796977151,7731393373,2019-05-18,2026-06-30
PH001031,DEV000476,860449796977151,8653124175,2021-06-16,2026-06-30
PH001032,DEV000477,351280024318103,7233709472,2026-04-09,2026-06-30
PH001033,DEV000478,490737715061388,8094702816,2016-10-19,2026-06-30
PH001034,DEV000478,490737715061388,9457494528,2025-09-08,2026-06-30
PH001035,DEV000479,356105726528469,7638304047,2016-07-16,2026-06-30
PH001036,DEV000480,350949305534001,7206568867,2016-12-06,2026-06-30
PH001037,DEV000481,358875699908569,7957533951,2017-09-03,2026-06-30
PH001038,DEV000482,860449818958129,9487675667,2017-07-19,2026-06-30
PH001039,DEV000482,860449818958129,8251520350,2024-09-14,2025-05-25
PH001040,DEV000482,860449818958129,8827006982,2025-05-24,2026-06-30
PH001041,DEV000484,350735015348420,7086078049,2017-11-05,2026-06-30
PH001042,DEV000483,359709649654597,9771390885,2020-04-29,2026-06-30
PH001043,DEV000483,359709649654597,8770657024,2019-09-04,2020-06-08
PH001044,DEV000483,359709649654597,8650529354,2026-01-22,2026-09-14
PH001045,DEV000485,355326625287165,7370290280,2016-08-16,2026-06-30
PH001046,DEV000486,018399120615594,8335784611,2016-04-24,2026-06-30
PH001047,DEV000486,018399120615594,7409562505,2026-06-02,2026-06-30
PH001048,DEV000486,018399120615594,8206942022,2022-06-09,2026-06-30
PH001049,DEV000486,018399120615594,8568130103,2025-02-11,2025-03-29
PH001050,DEV000487,352271967031055,8255151927,2016-12-11,2026-06-30
PH001051,DEV000487,352271967031055,8811168802,2021-09-04,2021-11-15
PH001052,DEV000487,352271967031055,7989080494,2023-07-17,2026-06-30
PH001053,DEV000488,358796087099937,7677531284,2016-01-30,2026-06-30
PH001054,DEV000488,358796087099937,9074217878,2021-10-17,2026-06-30
PH001055,DEV000489,865461280543910,9970772309,2016-08-14,2026-06-30
PH001056,DEV000489,865461280543910,9630596160,2020-03-12,2026-06-30
PH001057,DEV000490,352683970073498,7345478364,2017-10-03,2026-06-30
PH001058,DEV000491,019798845542731,7250647566,2017-09-04,2026-06-30
PH001059,DEV000491,019798845542731,9184061485,2022-10-25,2026-06-30
PH001060,DEV000491,019798845542731,8215684933,2018-04-07,2026-06-30
PH001061,DEV000491,019798845542731,9102528431,2024-03-12,2025-03-15
PH001062,DEV000492,354359790356512,8857267687,2016-12-03,2026-06-30
PH001063,DEV000493,017957651396018,8584031059,2015-08-26,2026-06-30
PH001064,DEV000493,017957651396018,7994746925,2024-07-29,2025-08-24
PH001065,DEV000493,017957651396018,7771003153,2021-03-28,2021-08-26
PH001066,DEV000493,017957651396018,8113293113,2018-04-02,2026-06-30
PH001067,DEV000495,861425603518375,9871224639,2017-07-19,2026-06-30
PH001068,DEV000494,358512461255955,8697735368,2025-08-06,2026-04-01
